"","experiment","site","year","treatment name","managementInformation","value"
"110","orei_manure","rosemount",2022,"BAU2","N fertilizer application date",""
"111","orei_manure","rosemount",2022,"0N_spring","N fertilizer rate","0"
"112","orei_manure","rosemount",2022,"80N_spring","N fertilizer rate","80"
"113","orei_manure","rosemount",2022,"160N_spring","N fertilizer rate","160"
"114","orei_manure","rosemount",2022,"BAU1","N fertilizer rate","180"
"115","orei_manure","rosemount",2022,"BAU2","N fertilizer rate",""
"116","orei_manure","rosemount",2022,"0N_spring","Stand age","1"
"117","orei_manure","rosemount",2022,"80N_spring","Stand age","1"
"118","orei_manure","rosemount",2022,"160N_spring","Stand age","1"
"119","orei_manure","rosemount",2022,"BAU1","Stand age",""
"120","orei_manure","rosemount",2022,"BAU2","Stand age",""
"121","orei_manure","rosemount",2023,"0N_spring","Planting date","2021-09-02"
"122","orei_manure","rosemount",2023,"80N_spring","Planting date","2021-09-02"
"123","orei_manure","rosemount",2023,"160N_spring","Planting date","2021-09-02"
"124","orei_manure","rosemount",2023,"BAU1","Planting date","2023-05-24"
"125","orei_manure","rosemount",2023,"BAU2","Planting date","2023-05-16"
"126","orei_manure","rosemount",2023,"0N_spring","Crop type","iwg"
"127","orei_manure","rosemount",2023,"80N_spring","Crop type","iwg"
"128","orei_manure","rosemount",2023,"160N_spring","Crop type","iwg"
"129","orei_manure","rosemount",2023,"BAU1","Crop type","soy"
"130","orei_manure","rosemount",2023,"BAU2","Crop type","corn"
"131","orei_manure","rosemount",2023,"0N_spring","Seed harvesting date","2023-07-28"
"132","orei_manure","rosemount",2023,"80N_spring","Seed harvesting date","2023-07-28"
"133","orei_manure","rosemount",2023,"160N_spring","Seed harvesting date","2023-07-28"
"134","orei_manure","rosemount",2023,"BAU1","Seed harvesting date","2023-10-11"
"135","orei_manure","rosemount",2023,"BAU2","Seed harvesting date","2023-10-19"
"136","orei_manure","rosemount",2023,"0N_spring","Straw harvesting date",""
"137","orei_manure","rosemount",2023,"80N_spring","Straw harvesting date",""
"138","orei_manure","rosemount",2023,"160N_spring","Straw harvesting date",""
"139","orei_manure","rosemount",2023,"BAU1","Straw harvesting date",""
"140","orei_manure","rosemount",2023,"BAU2","Straw harvesting date",""
"141","orei_manure","rosemount",2023,"0N_spring","Hay harvesting date",""
"142","orei_manure","rosemount",2023,"80N_spring","Hay harvesting date",""
"143","orei_manure","rosemount",2023,"160N_spring","Hay harvesting date",""
"144","orei_manure","rosemount",2023,"BAU1","Hay harvesting date",""
"145","orei_manure","rosemount",2023,"BAU2","Hay harvesting date",""
"146","orei_manure","rosemount",2023,"0N_spring","Root harvesting date",""
"147","orei_manure","rosemount",2023,"80N_spring","Root harvesting date",""
"148","orei_manure","rosemount",2023,"160N_spring","Root harvesting date",""
"149","orei_manure","rosemount",2023,"BAU1","Root harvesting date",""
"150","orei_manure","rosemount",2023,"BAU2","Root harvesting date",""
"151","orei_manure","rosemount",2023,"0N_spring","Tillage type",""
"152","orei_manure","rosemount",2023,"80N_spring","Tillage type",""
"153","orei_manure","rosemount",2023,"160N_spring","Tillage type",""
"154","orei_manure","rosemount",2023,"BAU1","Tillage type",""
"155","orei_manure","rosemount",2023,"BAU2","Tillage type",""
"156","orei_manure","rosemount",2023,"0N_spring","Tillage date",""
"157","orei_manure","rosemount",2023,"80N_spring","Tillage date",""
"158","orei_manure","rosemount",2023,"160N_spring","Tillage date",""
"159","orei_manure","rosemount",2023,"BAU1","Tillage date",""
"160","orei_manure","rosemount",2023,"BAU2","Tillage date",""
"161","orei_manure","rosemount",2023,"0N_spring","N fertilizer type",""
"162","orei_manure","rosemount",2023,"80N_spring","N fertilizer type",""
"163","orei_manure","rosemount",2023,"160N_spring","N fertilizer type",""
"164","orei_manure","rosemount",2023,"BAU1","N fertilizer type",""
"165","orei_manure","rosemount",2023,"BAU2","N fertilizer type",""
"166","orei_manure","rosemount",2023,"0N_spring","N fertilizer application date","2023-04-18"
"167","orei_manure","rosemount",2023,"80N_spring","N fertilizer application date","2023-04-18"
"168","orei_manure","rosemount",2023,"160N_spring","N fertilizer application date","2023-04-18"
"169","orei_manure","rosemount",2023,"BAU1","N fertilizer application date",""
"170","orei_manure","rosemount",2023,"BAU2","N fertilizer application date","2023-04-18"
"171","orei_manure","rosemount",2023,"0N_spring","N fertilizer rate","0"
"172","orei_manure","rosemount",2023,"80N_spring","N fertilizer rate","80"
"173","orei_manure","rosemount",2023,"160N_spring","N fertilizer rate","160"
"174","orei_manure","rosemount",2023,"BAU1","N fertilizer rate",""
"175","orei_manure","rosemount",2023,"BAU2","N fertilizer rate","180"
"176","orei_manure","rosemount",2023,"0N_spring","Stand age","2"
"177","orei_manure","rosemount",2023,"80N_spring","Stand age","2"
"178","orei_manure","rosemount",2023,"160N_spring","Stand age","2"
"179","orei_manure","rosemount",2023,"BAU1","Stand age",""
"180","orei_manure","rosemount",2023,"BAU2","Stand age",""
"181","orei_manure","rosemount",2024,"0N_spring","Planting date","2021-09-02"
"182","orei_manure","rosemount",2024,"80N_spring","Planting date","2021-09-02"
"183","orei_manure","rosemount",2024,"160N_spring","Planting date","2021-09-02"
"184","orei_manure","rosemount",2024,"BAU1","Planting date","2024-05-17"
"185","orei_manure","rosemount",2024,"BAU2","Planting date",""
"186","orei_manure","rosemount",2024,"0N_spring","Crop type","iwg"
"187","orei_manure","rosemount",2024,"80N_spring","Crop type","iwg"
"188","orei_manure","rosemount",2024,"160N_spring","Crop type","iwg"
"189","orei_manure","rosemount",2024,"BAU1","Crop type","corn"
"190","orei_manure","rosemount",2024,"BAU2","Crop type","soy"
"191","orei_manure","rosemount",2024,"0N_spring","Seed harvesting date","2024-08-02"
"192","orei_manure","rosemount",2024,"80N_spring","Seed harvesting date","2024-08-02"
"193","orei_manure","rosemount",2024,"160N_spring","Seed harvesting date","2024-08-02"
"194","orei_manure","rosemount",2024,"BAU1","Seed harvesting date","na crop failure"
"195","orei_manure","rosemount",2024,"BAU2","Seed harvesting date","2024-10-3"
"196","orei_manure","rosemount",2024,"0N_spring","Straw harvesting date",""
"197","orei_manure","rosemount",2024,"80N_spring","Straw harvesting date",""
"198","orei_manure","rosemount",2024,"160N_spring","Straw harvesting date",""
"199","orei_manure","rosemount",2024,"BAU1","Straw harvesting date",""
"200","orei_manure","rosemount",2024,"BAU2","Straw harvesting date",""
"201","orei_manure","rosemount",2024,"0N_spring","Hay harvesting date",""
"202","orei_manure","rosemount",2024,"80N_spring","Hay harvesting date",""
"203","orei_manure","rosemount",2024,"160N_spring","Hay harvesting date",""
"204","orei_manure","rosemount",2024,"BAU1","Hay harvesting date",""
"205","orei_manure","rosemount",2024,"BAU2","Hay harvesting date",""
"206","orei_manure","rosemount",2024,"0N_spring","Root harvesting date",""
"207","orei_manure","rosemount",2024,"80N_spring","Root harvesting date",""
"208","orei_manure","rosemount",2024,"160N_spring","Root harvesting date",""
"209","orei_manure","rosemount",2024,"BAU1","Root harvesting date",""
"210","orei_manure","rosemount",2024,"BAU2","Root harvesting date",""
"211","orei_manure","rosemount",2024,"0N_spring","Tillage type",""
"212","orei_manure","rosemount",2024,"80N_spring","Tillage type",""
"213","orei_manure","rosemount",2024,"160N_spring","Tillage type",""
"214","orei_manure","rosemount",2024,"BAU1","Tillage type",""
"215","orei_manure","rosemount",2024,"BAU2","Tillage type",""
"216","orei_manure","rosemount",2024,"0N_spring","Tillage date",""
"217","orei_manure","rosemount",2024,"80N_spring","Tillage date",""
"218","orei_manure","rosemount",2024,"160N_spring","Tillage date",""
"219","orei_manure","rosemount",2024,"BAU1","Tillage date",""
"220","orei_manure","rosemount",2024,"BAU2","Tillage date",""
"221","orei_manure","rosemount",2024,"0N_spring","N fertilizer type",""
"222","orei_manure","rosemount",2024,"80N_spring","N fertilizer type",""
"223","orei_manure","rosemount",2024,"160N_spring","N fertilizer type",""
"224","orei_manure","rosemount",2024,"BAU1","N fertilizer type",""
"225","orei_manure","rosemount",2024,"BAU2","N fertilizer type",""
"226","orei_manure","rosemount",2024,"0N_spring","N fertilizer application date","2024-04-29"
"227","orei_manure","rosemount",2024,"80N_spring","N fertilizer application date","2024-04-29"
"228","orei_manure","rosemount",2024,"160N_spring","N fertilizer application date","2024-04-29"
"229","orei_manure","rosemount",2024,"BAU1","N fertilizer application date","2024-04-29"
"230","orei_manure","rosemount",2024,"BAU2","N fertilizer application date","2024-04-29"
"231","orei_manure","rosemount",2024,"0N_spring","N fertilizer rate","0"
"232","orei_manure","rosemount",2024,"80N_spring","N fertilizer rate","80"
"233","orei_manure","rosemount",2024,"160N_spring","N fertilizer rate","160"
"234","orei_manure","rosemount",2024,"BAU1","N fertilizer rate","180"
"235","orei_manure","rosemount",2024,"BAU2","N fertilizer rate",""
"236","orei_manure","rosemount",2024,"0N_spring","Stand age","3"
"237","orei_manure","rosemount",2024,"80N_spring","Stand age","3"
"238","orei_manure","rosemount",2024,"160N_spring","Stand age","3"
"239","orei_manure","rosemount",2024,"BAU1","Stand age",""
"240","orei_manure","rosemount",2024,"BAU2","Stand age",""
