"experiment","site","plot","date","n2o.e.gmd","co2.e.gmd","ch4.e.gmd"
"atat","r100","1204","2023-08-21",-0.000162599401804295,1.53566101704045,0.000154856573146975
"atat","r100","1205","2022-09-27",-0.00272373909193322,2.95783342469931,2.36618260882068e-05
"atat","r100","1205","2022-10-11",0.000878490272876931,2.86607451526098,0.000784366315068646
"atat","r100","1205","2022-10-27",0.00297009374532513,1.2656004558105,0.00381058433203673
"atat","r100","1205","2023-05-16",-0.000342496482220628,0.831316956597806,-0.00448345819370823
"atat","r100","1205","2023-05-31",-0.00398077476647921,5.06087194631139,-0.00427919211106672
"atat","r100","1205","2023-06-14",-0.00249521874079695,1.44327760259044,-0.00207721190138293
"atat","r100","1205","2023-06-27",-0.0122771667643149,-1.14104592659013,-0.00283468239540165
"atat","r100","1205","2023-07-10",-0.0020355748711915,0.180621960042276,0.00618927800793457
"atat","r100","1205","2023-07-24",4.23804205794353e-05,1.79383720175232,-0.00375818781896333
"atat","r100","1205","2023-08-07",-0.00151759441683998,1.75968685952634,0.00410369918839376
"atat","r100","1205","2023-08-21",0.00257916372863578,1.15146135144556,0.00543799215389189
"atat","r100","1206","2022-09-27",-0.00931722963755777,1.95249343450646,-0.00157001684478829
"atat","r100","1206","2022-10-11",0.000571610823241918,4.2661805631755,-0.00377226362248464
"atat","r100","1206","2022-10-27",0.00348162378696249,1.17233133879235,0.00332134020493333
"atat","r100","1206","2023-05-16",-0.00202299631725822,0.187576182325198,-0.000598429191698219
"atat","r100","1206","2023-05-31",0.000352274645300191,4.45451288982114,0.000981336511907638
"atat","r100","1206","2023-06-14",0.00114887769360433,1.64612632036745,0.00100013906362872
"atat","r100","1206","2023-06-27",-0.000935036814496673,1.53435562378837,0.00424177035147793
"atat","r100","1206","2023-07-10",0.00125414767795015,2.23346604724698,0.00230085461994423
"atat","r100","1206","2023-08-07",-0.00290809666193601,2.49880898358942,0.0024618807720093
"atat","r100","1207","2023-05-16",0.00170373602877168,1.3720512487023,0.0020973042299469
"atat","r100","1207","2023-05-31",0.000251774226690502,2.51260181416021,0.00241210969999762
"atat","r100","1207","2023-06-14",-0.004900681411781,0.814985113900529,0.00369282115801393
"atat","r100","1207","2023-06-27",7.1349168997329e-05,1.9835068981261,-0.00298137599024621
"atat","r100","1207","2023-07-10",-0.00330162994860196,1.58637772297562,0.00250067444581693
"atat","r100","1207","2023-07-25",0.000810136592082415,2.00109322562951,0.00401158854254659
"atat","r100","1207","2023-08-07",-0.00136429226115517,1.59765804266855,0.000769337741252885
"atat","r100","1207","2023-08-21",-0.00135499501503571,1.23575545371255,-0.000619426292587763
"atat","r100","1208","2022-09-27",-0.000855667253078071,1.29341815378701,-0.00187115120663009
"atat","r100","1208","2022-10-11",-0.00222659914246259,1.83935920237632,0.000512008061905095
"atat","r100","1208","2022-10-27",-0.00155125915360932,0.790763812449592,0.00283766918343157
"atat","r100","1208","2023-05-16",0.000298293520995302,1.04478586431167,0.00281770690591211
"atat","r100","1208","2023-05-31",-0.00521366475044313,0.389263483056694,0.000830361663921886
"atat","r100","1208","2023-06-14",-0.000252859834174007,1.92963064532584,0.00223034476453908
"atat","r100","1208","2023-06-27",0.00236485596320191,3.77310101798078,-0.00495324288747992
"atat","r100","1208","2023-07-10",-0.00181947350937736,1.89960099015628,0.00043222759003856
"atat","r100","1208","2023-07-24",-0.000948385804794035,2.91315488717858,-0.00237735525190954
"atat","r100","1208","2023-08-07",-0.000592390060764753,1.52585318681823,0.000384668870626419
"atat","r100","1208","2023-08-21",0.00292678923247711,0.578131206415226,0.00054199800601424
"atat","r100","1209","2022-09-02",-0.00351086969806413,2.55670591482438,0.00337292787904941
"atat","r100","1209","2022-09-08",0.00208118613183513,16.7433384387305,0.000748750964715703
"atat","r100","1209","2022-09-15",0.00149216855593193,2.92722942638989,-0.00102635932418605
"atat","r100","1209","2022-09-27",-0.00104980952728426,1.36274804086796,-0.00361196572223915
"atat","r100","1209","2022-10-11",0.00231679596576998,5.26113351596896,-0.000469092546500131
"atat","r100","1209","2022-10-27",0.000631915630506557,3.80598279267911,-0.00423712214674927
"atat","r100","1209","2023-05-16",0.000993663011026163,-0.0921396610224401,0.00139370915832242
"atat","r100","1209","2023-05-31",-0.00129934492043101,2.76023002015879,0.00173078763532309
"atat","r100","1209","2023-06-14",-0.0034535558551933,1.83414235832806,-0.000153377758187726
"atat","r100","1209","2023-06-28",-0.000587573166343622,0.370905561254399,-1.86798398864249e-17
"atat","r100","1209","2023-07-10",-0.000956628563393724,1.32854154570198,0.000705003816494904
"atat","r100","1209","2023-07-25",-0.000443755259620094,2.08075492970204,0.00132774856412075
"atat","r100","1209","2023-08-07",-0.00156175561474339,0.728819286880222,0.00153867548250581
"atat","r100","1209","2023-08-21",0.00720857347998991,11.3404049458388,-0.0027099900300714
"atat","r100","1210","2023-05-16",0.000354519770007926,1.15006310625516,-0.0016490253055917
"atat","r100","1210","2023-05-31",-0.00202396396192427,2.99599090227367,0.000362660587921586
"atat","r100","1210","2023-06-14",0.000708177337000292,2.07872839046021,-0.000297787061420913
"atat","r100","1210","2023-06-27",0.00247154119462455,3.72687075103097,0.00281953825902698
"atat","r100","1210","2023-07-10",-0.00026277675225169,3.55513661780486,-0.000684264960655417
"atat","r100","1210","2023-07-24",-0.0039063670026045,1.15407280853198,0.00175824737886299
"atat","r100","1210","2023-08-07",-5.34319864040571e-05,0.664446582260088,0.00427234611631906
"atat","r100","1210","2023-08-21",-0.000990479724109565,1.04630676310482,0.00270130833848054
"atat","r100","1301","2022-09-02",-0.00190807459125967,3.98182417547702,0.000471020854179716
"atat","r100","1301","2022-09-08",0.00341458743788994,4.13183146584888,-0.00015485657314697
"atat","r100","1301","2022-09-15",-0.00242625089328668,1.9154612315421,0.00211091645925046
"atat","r100","1301","2022-09-27",-0.000858659943580924,0.81946025050437,-0.000159998747251167
"atat","r100","1301","2022-10-11",0.000563687860985663,1.50922878909062,0.000857221171084147
"atat","r100","1301","2022-10-27",-0.000326915889770754,0.193531771616598,-0.00103579894843567
"atat","r100","1301","2023-05-17",-0.00106399166921983,0.714927735633659,-0.000159998747251143
"atat","r100","1301","2023-05-31",-0.00419206827907252,2.64205983975159,0.00196267302381541
"atat","r100","1301","2023-06-14",0.000451882880389349,5.53569597734961,0.00353095472067228
"atat","r100","1301","2023-06-28",0.00283375600242564,2.80078043962671,0.0029679247290277
"atat","r100","1301","2023-07-10",0.0022017165331263,2.34967188415239,0.00807715436724052
"atat","r100","1301","2023-07-25",0.00337124823512441,4.27738268139067,0.00451028675447479
"atat","r100","1301","2023-08-07",0.00134205538414245,1.13448415139506,0.00552159929475749
"atat","r100","1301","2023-08-21",0.000998648061045698,1.77260023692842,0.00261749931973467
"atat","r100","1302","2023-05-17",0.00451729796405612,2.05518390844036,-0.000239998120876693
"atat","r100","1302","2023-05-31",1.76137322650037e-05,0.412161335001237,0.000905849087914782
"atat","r100","1302","2023-06-14",0.00306513118722749,0.57635442333902,-0.00515148383166028
"atat","r100","1302","2023-06-27",0.00171390223882028,3.705209272996,0.00121159510255333
"atat","r100","1302","2023-07-10",0.000265036428683542,0.943529686113432,0.00257463959292591
"atat","r100","1302","2023-07-25",0.000901277796547182,0.608898149122889,0.00843746647604098
"atat","r100","1302","2023-08-07",-0.000268411076828507,0.760498051014065,-0.00161046646097098
"atat","r100","1302","2023-08-21",0.000204211053698593,0.957223180870278,-0.00133288290506769
"atat","r100","1303","2023-05-17",0.00245987677729436,0.420716092352359,-6.76432709671735e-05
"atat","r100","1303","2023-05-31",-0.00188756265511439,3.07248706948713,-0.00548658405265558
"atat","r100","1303","2023-06-14",0.00582736470842493,2.68595691796545,-0.00165628890349563
"atat","r100","1303","2023-06-27",-0.00284670489999785,2.19358878660023,0.00256993589918472
"atat","r100","1303","2023-07-10",0.00233232057241524,1.00890533852205,0.000832971633005426
"atat","r100","1303","2023-07-25",1.92387273326986e-05,0.976769704231626,-0.00220229655119273
"atat","r100","1303","2023-08-07",0.00147859882008455,1.09295644809484,0.00138249255527816
"atat","r100","1303","2023-08-21",0.000520585204914456,1.82922870278565,0.00577003305939672
"atat","r100","1304","2022-09-27",0.000426693050230362,2.73144118939504,-0.00165347342388772
"atat","r100","1304","2022-10-11",-0.00103396247530625,2.96905806434857,-0.00516855848073296
"atat","r100","1304","2022-10-27",-0.00183502607195249,0.497537996828314,0.00024322878715126
"atat","r100","1304","2023-05-17",0.000727994299992492,2.06825047279924,7.99993736255288e-05
"atat","r100","1304","2023-05-31",-0.000898300345515539,4.07934039257643,0.00196267302381539
"atat","r100","1304","2023-06-14",-0.000292632585307654,0.796751758122307,0.00163064873735056
"atat","r100","1304","2023-06-27",-0.0060441593077753,1.18756209273001,0.00501358836589652
"atat","r100","1304","2023-07-10",0.00411689919221781,1.55488038161014,-0.00363478530766015
"atat","r100","1304","2023-07-24",-5.28411967950527e-05,1.22239301919173,0.00241559756777281
"atat","r100","1304","2023-08-08",-0.00267908277988566,2.79815312565834,0.00119601909816318
"atat","r100","1304","2023-08-21",0.00111297526567919,1.98540426425999,-0.00276961586851055
"atat","r100","1305","2022-09-27",-0.00132333289608807,0.0135156559972393,-0.00176604571697632
"atat","r100","1305","2022-10-11",-0.00140104536450018,2.44667475776462,-7.24303996812709e-05
"atat","r100","1305","2022-10-27",-0.00131511137865408,0.414912269032049,0.000916785428493245
"atat","r100","1305","2023-05-17",-0.00148619364232761,0.511382822149282,-0.00350901079588638
"atat","r100","1305","2023-05-31",0.00297672075278678,0.831368162908484,0.00286852211173019
"atat","r100","1305","2023-06-14",-0.000849312387844139,1.43620867064961,-0.00272070190367698
"atat","r100","1305","2023-06-27",-0.00033677133972943,3.26136455316907,-0.00243083072285896
"atat","r100","1305","2023-07-10",0.00851663204621455,2.24283996197446,-0.00631134224441497
"atat","r100","1305","2023-07-24",-0.00156762217158596,1.73319125487702,-0.001585235903851
"atat","r100","1305","2023-08-07",-0.00187291568618024,1.51616984119351,-0.000152891076422878
"atat","r100","1305","2023-08-21",-0.00102798375802177,1.38712334140247,0.00439783176472664
"atat","r100","1306","2023-05-17",0.00246065350844182,0.258594588075803,0.00289403697728559
"atat","r100","1306","2023-05-31",0.00331138166582196,1.30165481438427,7.54874239928703e-05
"atat","r100","1306","2023-06-14",0.00042966632060794,1.26733947326441,0.000364298111242611
"atat","r100","1306","2023-06-27",-0.00402353126939881,2.37689666619549,0.000987524981161421
"atat","r100","1306","2023-07-10",-0.00148888381775111,2.81469940784372,0.0023548672627696
"atat","r100","1306","2023-07-24",-0.00260683237522158,1.83358952878759,0.00113231135989348
"atat","r100","1306","2023-08-07",0.00255073279165498,1.59465392709057,0.00305782152845746
"atat","r100","1306","2023-08-21",-0.002232782516682,0.736050379763949,-0.00551703764328402
"atat","r100","1307","2022-09-02",0.00829761554569519,9.5689291464094,0.00217835585371708
"atat","r100","1307","2022-09-08",0.00323392143588521,2.99905563327903,0.000387141432867292
"atat","r100","1307","2022-09-15",-0.00308114238712426,3.62539661895627,0.00163096440473481
"atat","r100","1307","2022-09-27",-0.00814698935127263,0.438251840965036,0.00321063619754582
"atat","r100","1307","2022-10-11",-0.00227293492332934,1.40194626070951,0.00296130950010904
"atat","r100","1307","2023-05-17",0.000556336354445792,1.52234409430896,0.00203531338534467
"atat","r100","1307","2023-05-31",0.00553071193121329,3.88382796443482,-0.000528411967950366
"atat","r100","1307","2023-06-14",-0.000998888365962815,3.56389099141722,0.00374583137236043
"atat","r100","1307","2023-06-28",0.0118203363087452,2.52989780226635,0.0020339052541153
"atat","r100","1307","2023-07-10",0.000248147302958503,2.21028347706621,-0.00053174422062541
"atat","r100","1307","2023-07-24",-0.0019577011226859,1.50894600383388,-0.000336744196989578
"atat","r100","1307","2023-08-07",0.00049944418298138,1.21650333140469,-0.00236981168455463
"atat","r100","1307","2023-08-21",0.00140468033600988,1.27321666353716,0.000694622144180705
"atat","r100","1308","2023-05-16",-0.00371994987414699,1.54117425895613,0.000785222353594312
"atat","r100","1308","2023-05-31",0.00545258335867604,1.31959688102787,0.00233800344319556
"atat","r100","1308","2023-06-14",-0.000535118767480098,1.30925725110122,-0.000840900920325888
"atat","r100","1308","2023-06-27",0.00082755480042133,2.68886897370292,-0.00179841058960528
"atat","r100","1308","2023-07-10",0.0047474927983076,1.23399251012189,-0.00602009520170634
"atat","r100","1308","2023-07-24",-0.000363114810285534,1.63734906606132,0.00451701440354914
"atat","r100","1308","2023-08-07",-0.00178258795619505,1.87591421364702,-0.000474149709390374
"atat","r100","1308","2023-08-21",-0.00443014567510819,-3.2541761117563,0.00100334309714988
"atat","r100","1309","2022-09-27",-0.00424893914831785,0.477671426992993,-0.00486495893003703
"atat","r100","1309","2022-10-11",0.00954664237363375,3.20257246175563,-0.00325408455056099
"atat","r100","1309","2022-10-27",0.00147203467684478,0.7292598591366,-0.00112972530144242
"atat","r100","1309","2023-05-16",-0.000702340168004977,0.381784911838574,-7.71802382423503e-05
"atat","r100","1309","2023-05-31",-0.00254157209059055,1.39095437616331,0.00368353932025987
"atat","r100","1309","2023-06-14",0.00144482067219616,1.11661449480842,0.000229336614634273
"atat","r100","1309","2023-06-27",-0.000369182266002068,2.32924497539462,-0.00541244589070914
"atat","r100","1309","2023-07-10",0.000444521797594329,0.26671307855661,-0.00167648220807013
"atat","r100","1309","2023-07-24",0.000956403266185326,3.53458449105536,-0.00275478397042363
"atat","r100","1309","2023-08-07",0.00217539235408342,1.28494505563063,0.00138278544132426
"atat","r100","1309","2023-08-21",0.00127861928021413,0.886029135021624,-0.00154360476484606
"atat","r100","1310","2023-05-16",-0.00136866289149684,0.293542172781551,0.00632877953586877
"atat","r100","1310","2023-05-31",-0.00372244760988336,0.368733017960142,-0.00872918981293405
"atat","r100","1310","2023-06-14",-0.000365265007948801,2.22637903618299,-0.0017688190494385
"atat","r100","1310","2023-06-28",-0.00346774542364063,1.22256916545927,0.00231364463766474
"atat","r100","1310","2023-07-10",0.00148049525669482,3.17325429115681,0.00405161352520618
"atat","r100","1310","2023-07-24",0.000693454004247179,2.12837036688171,-0.00114305605095695
"atat","r100","1310","2023-08-07",-0.000375775507559877,1.12553711550082,0.00605842144841454
"atat","r100","1310","2023-08-21",-0.00452018928639088,1.05531112423307,0.00455363405629582
"atat","r100","1401","2023-05-17",0.00104532514870719,0.442396536149277,-0.00263997932964327
"atat","r100","1401","2023-06-01",-0.00010273760055641,1.81605279564187,0.00310224943615605
"atat","r100","1401","2023-06-15",0.0015658558920273,2.27878086875035,-0.00260537366908753
"atat","r100","1401","2023-06-28",0.00544020021956104,1.53001513485973,0.00509307704591889
"atat","r100","1401","2023-07-11",-0.00159351657034213,1.16991198179953,-0.000418927483845561
"atat","r100","1401","2023-07-25",0.00138281496232779,2.45385444812835,0.000846283230389765
"atat","r100","1401","2023-08-08",0.000648314001235313,0.482633756475194,-0.00100334309714993
"atat","r100","1401","2023-08-21",0.00160637793842115,1.49670696383618,-0.000727105593082015
"atat","r100","1402","2023-05-17",0.0026162535514847,3.3785336440355,0.00288826466016562
"atat","r100","1402","2023-06-01",0.000354496147083576,3.44924751112336,-0.00227890380268028
"atat","r100","1402","2023-06-15",0.00135655137473218,1.54951873333149,-0.000480701605051717
"atat","r100","1402","2023-06-28",0.00136376095399759,0.870988662619793,-0.00093515036845551
"atat","r100","1402","2023-07-11",-0.000491641591473614,1.51772502726906,-0.000183223290374639
"atat","r100","1402","2023-07-25",-0.00068460141186629,3.58660089214223,-0.00151480005626213
"atat","r100","1402","2023-08-08",-0.00148998919456364,0.224859099910181,0.00353544402819645
"atat","r100","1402","2023-08-21",0.000394378142306077,1.26749798977053,-0.000206422021996588
