"","experiment","site","year","treatment name","managementInformation","value"
"60","fert","rosemount",2021,"BAU1","Hay harvesting date",""
"61","fert","rosemount",2021,"BAU2","Hay harvesting date",""
"62","fert","rosemount",2021,"0N_spring","Root harvesting date",""
"63","fert","rosemount",2021,"80N_spring","Root harvesting date",""
"64","fert","rosemount",2021,"160N_spring","Root harvesting date",""
"65","fert","rosemount",2021,"BAU1","Root harvesting date",""
"66","fert","rosemount",2021,"BAU2","Root harvesting date",""
"67","fert","rosemount",2021,"0N_spring","Tillage type","field cultivator & disc"
"68","fert","rosemount",2021,"80N_spring","Tillage type","field cultivator & disc"
"69","fert","rosemount",2021,"160N_spring","Tillage type",""
"70","fert","rosemount",2021,"BAU1","Tillage type","field cultivator & disc"
"71","fert","rosemount",2021,"BAU2","Tillage type","field cultivator & disc"
"72","fert","rosemount",2021,"0N_spring","Tillage date","2021-09-01"
"73","fert","rosemount",2021,"80N_spring","Tillage date","2021-09-01"
"74","fert","rosemount",2021,"160N_spring","Tillage date",""
"75","fert","rosemount",2021,"BAU1","Tillage date","2021-09-01"
"76","fert","rosemount",2021,"BAU2","Tillage date","2021-09-01"
"77","fert","rosemount",2021,"0N_spring","N fertilizer type",""
"78","fert","rosemount",2021,"80N_spring","N fertilizer type",""
"79","fert","rosemount",2021,"160N_spring","N fertilizer type",""
"80","fert","rosemount",2021,"BAU1","N fertilizer type",""
"81","fert","rosemount",2021,"BAU2","N fertilizer type",""
"82","fert","rosemount",2021,"0N_spring","N fertilizer application date",""
"83","fert","rosemount",2021,"80N_spring","N fertilizer application date",""
"84","fert","rosemount",2021,"160N_spring","N fertilizer application date",""
"85","fert","rosemount",2021,"BAU1","N fertilizer application date",""
"86","fert","rosemount",2021,"BAU2","N fertilizer application date",""
"87","fert","rosemount",2021,"0N_spring","N fertilizer rate",""
"88","fert","rosemount",2021,"80N_spring","N fertilizer rate",""
"89","fert","rosemount",2021,"160N_spring","N fertilizer rate",""
"90","fert","rosemount",2021,"BAU1","N fertilizer rate",""
"91","fert","rosemount",2021,"BAU2","N fertilizer rate",""
"92","fert","rosemount",2021,"0N_spring","Stand age","0"
"93","fert","rosemount",2021,"80N_spring","Stand age","0"
"94","fert","rosemount",2021,"160N_spring","Stand age","0"
"95","fert","rosemount",2021,"BAU1","Stand age",""
"96","fert","rosemount",2021,"BAU2","Stand age",""
"97","fert","rosemount",2022,"0N_spring","Planting date","2021-09-02"
"98","fert","rosemount",2022,"80N_spring","Planting date","2021-09-02"
"99","fert","rosemount",2022,"160N_spring","Planting date","2021-09-02"
"100","fert","rosemount",2022,"BAU1","Planting date","2022-05-10"
"101","fert","rosemount",2022,"BAU2","Planting date","2022-06-02"
"102","fert","rosemount",2022,"0N_spring","Crop type","iwg"
"103","fert","rosemount",2022,"80N_spring","Crop type","iwg"
"104","fert","rosemount",2022,"160N_spring","Crop type","iwg"
"105","fert","rosemount",2022,"BAU1","Crop type","corn"
"106","fert","rosemount",2022,"BAU2","Crop type","soy"
"107","fert","rosemount",2022,"0N_spring","Seed harvesting date","2022-08-01"
"108","fert","rosemount",2022,"80N_spring","Seed harvesting date","2022-08-01"
"109","fert","rosemount",2022,"160N_spring","Seed harvesting date","2022-08-01"
"110","fert","rosemount",2022,"BAU1","Seed harvesting date",""
"111","fert","rosemount",2022,"BAU2","Seed harvesting date",""
"112","fert","rosemount",2022,"0N_spring","Straw harvesting date",""
"113","fert","rosemount",2022,"80N_spring","Straw harvesting date",""
"114","fert","rosemount",2022,"160N_spring","Straw harvesting date",""
"115","fert","rosemount",2022,"BAU1","Straw harvesting date",""
"116","fert","rosemount",2022,"BAU2","Straw harvesting date",""
"117","fert","rosemount",2022,"0N_spring","Hay harvesting date",""
"118","fert","rosemount",2022,"80N_spring","Hay harvesting date",""
"119","fert","rosemount",2022,"160N_spring","Hay harvesting date",""
"120","fert","rosemount",2022,"BAU1","Hay harvesting date",""
"121","fert","rosemount",2022,"BAU2","Hay harvesting date",""
"122","fert","rosemount",2022,"0N_spring","Root harvesting date",""
"123","fert","rosemount",2022,"80N_spring","Root harvesting date",""
"124","fert","rosemount",2022,"160N_spring","Root harvesting date",""
"125","fert","rosemount",2022,"BAU1","Root harvesting date",""
"126","fert","rosemount",2022,"BAU2","Root harvesting date",""
"127","fert","rosemount",2022,"0N_spring","Tillage type",""
"128","fert","rosemount",2022,"80N_spring","Tillage type",""
"129","fert","rosemount",2022,"160N_spring","Tillage type",""
"130","fert","rosemount",2022,"BAU1","Tillage type",""
"131","fert","rosemount",2022,"BAU2","Tillage type",""
"132","fert","rosemount",2022,"0N_spring","Tillage date",""
"133","fert","rosemount",2022,"80N_spring","Tillage date",""
"134","fert","rosemount",2022,"160N_spring","Tillage date",""
"135","fert","rosemount",2022,"BAU1","Tillage date",""
"136","fert","rosemount",2022,"BAU2","Tillage date",""
"137","fert","rosemount",2022,"0N_spring","N fertilizer type",""
"138","fert","rosemount",2022,"80N_spring","N fertilizer type","urea"
"139","fert","rosemount",2022,"160N_spring","N fertilizer type",""
"140","fert","rosemount",2022,"BAU1","N fertilizer type","urea"
"141","fert","rosemount",2022,"BAU2","N fertilizer type","urea"
"142","fert","rosemount",2022,"0N_spring","N fertilizer application date",""
"143","fert","rosemount",2022,"80N_spring","N fertilizer application date","2022-04-29"
"144","fert","rosemount",2022,"160N_spring","N fertilizer application date","2022-04-29"
"145","fert","rosemount",2022,"BAU1","N fertilizer application date","2022-04-29"
"146","fert","rosemount",2022,"BAU2","N fertilizer application date",""
"147","fert","rosemount",2022,"0N_spring","N fertilizer rate","0"
"148","fert","rosemount",2022,"80N_spring","N fertilizer rate","80"
"149","fert","rosemount",2022,"160N_spring","N fertilizer rate","160"
"150","fert","rosemount",2022,"BAU1","N fertilizer rate","180"
"151","fert","rosemount",2022,"BAU2","N fertilizer rate",""
"152","fert","rosemount",2022,"0N_spring","Stand age","1"
"153","fert","rosemount",2022,"80N_spring","Stand age","1"
"154","fert","rosemount",2022,"160N_spring","Stand age","1"
"155","fert","rosemount",2022,"BAU1","Stand age",""
"156","fert","rosemount",2022,"BAU2","Stand age",""
"157","fert","rosemount",2023,"0N_spring","Planting date","2021-09-02"
"158","fert","rosemount",2023,"80N_spring","Planting date","2021-09-02"
"159","fert","rosemount",2023,"160N_spring","Planting date","2021-09-02"
"160","fert","rosemount",2023,"BAU1","Planting date","2023-05-24"
"161","fert","rosemount",2023,"BAU2","Planting date","2023-05-16"
"162","fert","rosemount",2023,"0N_spring","Crop type","iwg"
"163","fert","rosemount",2023,"80N_spring","Crop type","iwg"
"164","fert","rosemount",2023,"160N_spring","Crop type","iwg"
"165","fert","rosemount",2023,"BAU1","Crop type","soy"
"166","fert","rosemount",2023,"BAU2","Crop type","corn"
"167","fert","rosemount",2023,"0N_spring","Seed harvesting date","2023-07-28"
"168","fert","rosemount",2023,"80N_spring","Seed harvesting date","2023-07-28"
"169","fert","rosemount",2023,"160N_spring","Seed harvesting date","2023-07-28"
"170","fert","rosemount",2023,"BAU1","Seed harvesting date","2023-10-11"
"171","fert","rosemount",2023,"BAU2","Seed harvesting date","2023-10-19"
"172","fert","rosemount",2023,"0N_spring","Straw harvesting date",""
"173","fert","rosemount",2023,"80N_spring","Straw harvesting date",""
"174","fert","rosemount",2023,"160N_spring","Straw harvesting date",""
"175","fert","rosemount",2023,"BAU1","Straw harvesting date",""
"176","fert","rosemount",2023,"BAU2","Straw harvesting date",""
"177","fert","rosemount",2023,"0N_spring","Hay harvesting date",""
"178","fert","rosemount",2023,"80N_spring","Hay harvesting date",""
"179","fert","rosemount",2023,"160N_spring","Hay harvesting date",""
"180","fert","rosemount",2023,"BAU1","Hay harvesting date",""
"181","fert","rosemount",2023,"BAU2","Hay harvesting date",""
"182","fert","rosemount",2023,"0N_spring","Root harvesting date",""
"183","fert","rosemount",2023,"80N_spring","Root harvesting date",""
"184","fert","rosemount",2023,"160N_spring","Root harvesting date",""
"185","fert","rosemount",2023,"BAU1","Root harvesting date",""
"186","fert","rosemount",2023,"BAU2","Root harvesting date",""
"187","fert","rosemount",2023,"0N_spring","Tillage type",""
"188","fert","rosemount",2023,"80N_spring","Tillage type",""
"189","fert","rosemount",2023,"160N_spring","Tillage type",""
"190","fert","rosemount",2023,"BAU1","Tillage type",""
"191","fert","rosemount",2023,"BAU2","Tillage type",""
"192","fert","rosemount",2023,"0N_spring","Tillage date",""
"193","fert","rosemount",2023,"80N_spring","Tillage date",""
"194","fert","rosemount",2023,"160N_spring","Tillage date",""
"195","fert","rosemount",2023,"BAU1","Tillage date",""
"196","fert","rosemount",2023,"BAU2","Tillage date",""
"197","fert","rosemount",2023,"0N_spring","N fertilizer type",""
"198","fert","rosemount",2023,"80N_spring","N fertilizer type",""
"199","fert","rosemount",2023,"160N_spring","N fertilizer type",""
"200","fert","rosemount",2023,"BAU1","N fertilizer type",""
"201","fert","rosemount",2023,"BAU2","N fertilizer type",""
"202","fert","rosemount",2023,"0N_spring","N fertilizer application date","2023-04-18"
"203","fert","rosemount",2023,"80N_spring","N fertilizer application date","2023-04-18"
"204","fert","rosemount",2023,"160N_spring","N fertilizer application date","2023-04-18"
"205","fert","rosemount",2023,"BAU1","N fertilizer application date",""
"206","fert","rosemount",2023,"BAU2","N fertilizer application date","2023-04-18"
"207","fert","rosemount",2023,"0N_spring","N fertilizer rate","0"
"208","fert","rosemount",2023,"80N_spring","N fertilizer rate","80"
"209","fert","rosemount",2023,"160N_spring","N fertilizer rate","160"
"210","fert","rosemount",2023,"BAU1","N fertilizer rate",""
"211","fert","rosemount",2023,"BAU2","N fertilizer rate","180"
"212","fert","rosemount",2023,"0N_spring","Stand age","2"
"213","fert","rosemount",2023,"80N_spring","Stand age","2"
"214","fert","rosemount",2023,"160N_spring","Stand age","2"
"215","fert","rosemount",2023,"BAU1","Stand age",""
"216","fert","rosemount",2023,"BAU2","Stand age",""
"217","fert","rosemount",2024,"0N_spring","Planting date","2021-09-02"
"218","fert","rosemount",2024,"80N_spring","Planting date","2021-09-02"
"219","fert","rosemount",2024,"160N_spring","Planting date","2021-09-02"
"220","fert","rosemount",2024,"BAU1","Planting date","2024-05-17"
"221","fert","rosemount",2024,"BAU2","Planting date",""
"222","fert","rosemount",2024,"0N_spring","Crop type","iwg"
"223","fert","rosemount",2024,"80N_spring","Crop type","iwg"
"224","fert","rosemount",2024,"160N_spring","Crop type","iwg"
"225","fert","rosemount",2024,"BAU1","Crop type","corn"
"226","fert","rosemount",2024,"BAU2","Crop type","soy"
"227","fert","rosemount",2024,"0N_spring","Seed harvesting date","2024-08-02"
"228","fert","rosemount",2024,"80N_spring","Seed harvesting date","2024-08-02"
"229","fert","rosemount",2024,"160N_spring","Seed harvesting date","2024-08-02"
"230","fert","rosemount",2024,"BAU1","Seed harvesting date","na crop failure"
"231","fert","rosemount",2024,"BAU2","Seed harvesting date","2024-10-3"
"232","fert","rosemount",2024,"0N_spring","Straw harvesting date",""
"233","fert","rosemount",2024,"80N_spring","Straw harvesting date",""
"234","fert","rosemount",2024,"160N_spring","Straw harvesting date",""
"235","fert","rosemount",2024,"BAU1","Straw harvesting date",""
"236","fert","rosemount",2024,"BAU2","Straw harvesting date",""
"237","fert","rosemount",2024,"0N_spring","Hay harvesting date",""
"238","fert","rosemount",2024,"80N_spring","Hay harvesting date",""
"239","fert","rosemount",2024,"160N_spring","Hay harvesting date",""
"240","fert","rosemount",2024,"BAU1","Hay harvesting date",""
"241","fert","rosemount",2024,"BAU2","Hay harvesting date",""
"242","fert","rosemount",2024,"0N_spring","Root harvesting date",""
"243","fert","rosemount",2024,"80N_spring","Root harvesting date",""
"244","fert","rosemount",2024,"160N_spring","Root harvesting date",""
"245","fert","rosemount",2024,"BAU1","Root harvesting date",""
"246","fert","rosemount",2024,"BAU2","Root harvesting date",""
"247","fert","rosemount",2024,"0N_spring","Tillage type",""
"248","fert","rosemount",2024,"80N_spring","Tillage type",""
"249","fert","rosemount",2024,"160N_spring","Tillage type",""
"250","fert","rosemount",2024,"BAU1","Tillage type",""
"251","fert","rosemount",2024,"BAU2","Tillage type",""
"252","fert","rosemount",2024,"0N_spring","Tillage date",""
"253","fert","rosemount",2024,"80N_spring","Tillage date",""
"254","fert","rosemount",2024,"160N_spring","Tillage date",""
"255","fert","rosemount",2024,"BAU1","Tillage date",""
"256","fert","rosemount",2024,"BAU2","Tillage date",""
"257","fert","rosemount",2024,"0N_spring","N fertilizer type",""
"258","fert","rosemount",2024,"80N_spring","N fertilizer type",""
"259","fert","rosemount",2024,"160N_spring","N fertilizer type",""
"260","fert","rosemount",2024,"BAU1","N fertilizer type",""
"261","fert","rosemount",2024,"BAU2","N fertilizer type",""
"262","fert","rosemount",2024,"0N_spring","N fertilizer application date","2024-04-29"
"263","fert","rosemount",2024,"80N_spring","N fertilizer application date","2024-04-29"
"264","fert","rosemount",2024,"160N_spring","N fertilizer application date","2024-04-29"
"265","fert","rosemount",2024,"BAU1","N fertilizer application date","2024-04-29"
"266","fert","rosemount",2024,"BAU2","N fertilizer application date","2024-04-29"
"267","fert","rosemount",2024,"0N_spring","N fertilizer rate","0"
"268","fert","rosemount",2024,"80N_spring","N fertilizer rate","80"
"269","fert","rosemount",2024,"160N_spring","N fertilizer rate","160"
"270","fert","rosemount",2024,"BAU1","N fertilizer rate","180"
"271","fert","rosemount",2024,"BAU2","N fertilizer rate",""
"272","fert","rosemount",2024,"0N_spring","Stand age","3"
"273","fert","rosemount",2024,"80N_spring","Stand age","3"
"274","fert","rosemount",2024,"160N_spring","Stand age","3"
"275","fert","rosemount",2024,"BAU1","Stand age",""
"276","fert","rosemount",2024,"BAU2","Stand age",""
"277","IREE_legume","multiple",2013,"corn_6","Planting date",NA
"278","IREE_legume","multiple",2013,"corn_7","Planting date",NA
"279","IREE_legume","multiple",2013,"corn_8","Planting date",NA
"280","IREE_legume","multiple",2013,"corn_9","Planting date",NA
"281","IREE_legume","multiple",2013,"corn_10","Planting date",NA
"282","IREE_legume","multiple",2013,"corn_6","Crop type",NA
"283","IREE_legume","multiple",2013,"corn_7","Crop type",NA
"284","IREE_legume","multiple",2013,"corn_8","Crop type",NA
"285","IREE_legume","multiple",2013,"corn_9","Crop type",NA
"286","IREE_legume","multiple",2013,"corn_10","Crop type",NA
"287","IREE_legume","multiple",2013,"corn_6","Seed harvesting date",NA
"288","IREE_legume","multiple",2013,"corn_7","Seed harvesting date",NA
"289","IREE_legume","multiple",2013,"corn_8","Seed harvesting date",NA
"290","IREE_legume","multiple",2013,"corn_9","Seed harvesting date",NA
"291","IREE_legume","multiple",2013,"corn_10","Seed harvesting date",NA
"292","IREE_legume","multiple",2013,"corn_6","Straw harvesting date",NA
"293","IREE_legume","multiple",2013,"corn_7","Straw harvesting date",NA
"294","IREE_legume","multiple",2013,"corn_8","Straw harvesting date",NA
"295","IREE_legume","multiple",2013,"corn_9","Straw harvesting date",NA
"296","IREE_legume","multiple",2013,"corn_10","Straw harvesting date",NA
"297","IREE_legume","multiple",2013,"corn_6","Hay harvesting date",NA
"298","IREE_legume","multiple",2013,"corn_7","Hay harvesting date",NA
"299","IREE_legume","multiple",2013,"corn_8","Hay harvesting date",NA
"300","IREE_legume","multiple",2013,"corn_9","Hay harvesting date",NA
"301","IREE_legume","multiple",2013,"corn_10","Hay harvesting date",NA
"302","IREE_legume","multiple",2013,"corn_6","Root harvesting date",NA
"303","IREE_legume","multiple",2013,"corn_7","Root harvesting date",NA
"304","IREE_legume","multiple",2013,"corn_8","Root harvesting date",NA
"305","IREE_legume","multiple",2013,"corn_9","Root harvesting date",NA
"306","IREE_legume","multiple",2013,"corn_10","Root harvesting date",NA
"307","IREE_legume","multiple",2013,"corn_6","Tillage type",NA
"308","IREE_legume","multiple",2013,"corn_7","Tillage type",NA
"309","IREE_legume","multiple",2013,"corn_8","Tillage type",NA
"310","IREE_legume","multiple",2013,"corn_9","Tillage type",NA
"311","IREE_legume","multiple",2013,"corn_10","Tillage type",NA
"312","IREE_legume","multiple",2013,"corn_6","Tillage date",NA
"313","IREE_legume","multiple",2013,"corn_7","Tillage date",NA
"314","IREE_legume","multiple",2013,"corn_8","Tillage date",NA
"315","IREE_legume","multiple",2013,"corn_9","Tillage date",NA
"316","IREE_legume","multiple",2013,"corn_10","Tillage date",NA
"317","IREE_legume","multiple",2013,"corn_6","N fertilizer type",NA
"318","IREE_legume","multiple",2013,"corn_7","N fertilizer type",NA
"319","IREE_legume","multiple",2013,"corn_8","N fertilizer type",NA
"320","IREE_legume","multiple",2013,"corn_9","N fertilizer type",NA
"321","IREE_legume","multiple",2013,"corn_10","N fertilizer type",NA
"322","IREE_legume","multiple",2013,"corn_6","N fertilizer application date",NA
"323","IREE_legume","multiple",2013,"corn_7","N fertilizer application date",NA
"324","IREE_legume","multiple",2013,"corn_8","N fertilizer application date",NA
"325","IREE_legume","multiple",2013,"corn_9","N fertilizer application date",NA
"326","IREE_legume","multiple",2013,"corn_10","N fertilizer application date",NA
"327","IREE_legume","multiple",2013,"corn_6","N fertilizer rate","0"
"328","IREE_legume","multiple",2013,"corn_7","N fertilizer rate","80"
"329","IREE_legume","multiple",2013,"corn_8","N fertilizer rate","120"
"330","IREE_legume","multiple",2013,"corn_9","N fertilizer rate","160"
"331","IREE_legume","multiple",2013,"corn_10","N fertilizer rate","200"
"332","IREE_legume","multiple",2013,"corn_6","Stand age",NA
"333","IREE_legume","multiple",2013,"corn_7","Stand age",NA
"334","IREE_legume","multiple",2013,"corn_8","Stand age",NA
"335","IREE_legume","multiple",2013,"corn_9","Stand age",NA
"336","IREE_legume","multiple",2013,"corn_10","Stand age",NA
"337","IREE_legume","multiple",2014,"corn_6","Planting date",NA
"338","IREE_legume","multiple",2014,"corn_7","Planting date",NA
"339","IREE_legume","multiple",2014,"corn_8","Planting date",NA
"340","IREE_legume","multiple",2014,"corn_9","Planting date",NA
"341","IREE_legume","multiple",2014,"corn_10","Planting date",NA
"342","IREE_legume","multiple",2014,"corn_6","Crop type",NA
"343","IREE_legume","multiple",2014,"corn_7","Crop type",NA
"344","IREE_legume","multiple",2014,"corn_8","Crop type",NA
"345","IREE_legume","multiple",2014,"corn_9","Crop type",NA
"346","IREE_legume","multiple",2014,"corn_10","Crop type",NA
"347","IREE_legume","multiple",2014,"corn_6","Seed harvesting date",NA
"348","IREE_legume","multiple",2014,"corn_7","Seed harvesting date",NA
"349","IREE_legume","multiple",2014,"corn_8","Seed harvesting date",NA
"350","IREE_legume","multiple",2014,"corn_9","Seed harvesting date",NA
"351","IREE_legume","multiple",2014,"corn_10","Seed harvesting date",NA
"352","IREE_legume","multiple",2014,"corn_6","Straw harvesting date",NA
"353","IREE_legume","multiple",2014,"corn_7","Straw harvesting date",NA
"354","IREE_legume","multiple",2014,"corn_8","Straw harvesting date",NA
"355","IREE_legume","multiple",2014,"corn_9","Straw harvesting date",NA
"356","IREE_legume","multiple",2014,"corn_10","Straw harvesting date",NA
"357","IREE_legume","multiple",2014,"corn_6","Hay harvesting date",NA
"358","IREE_legume","multiple",2014,"corn_7","Hay harvesting date",NA
"359","IREE_legume","multiple",2014,"corn_8","Hay harvesting date",NA
"360","IREE_legume","multiple",2014,"corn_9","Hay harvesting date",NA
"361","IREE_legume","multiple",2014,"corn_10","Hay harvesting date",NA
"362","IREE_legume","multiple",2014,"corn_6","Root harvesting date",NA
"363","IREE_legume","multiple",2014,"corn_7","Root harvesting date",NA
"364","IREE_legume","multiple",2014,"corn_8","Root harvesting date",NA
"365","IREE_legume","multiple",2014,"corn_9","Root harvesting date",NA
"366","IREE_legume","multiple",2014,"corn_10","Root harvesting date",NA
"367","IREE_legume","multiple",2014,"corn_6","Tillage type",NA
"368","IREE_legume","multiple",2014,"corn_7","Tillage type",NA
"369","IREE_legume","multiple",2014,"corn_8","Tillage type",NA
"370","IREE_legume","multiple",2014,"corn_9","Tillage type",NA
"371","IREE_legume","multiple",2014,"corn_10","Tillage type",NA
"372","IREE_legume","multiple",2014,"corn_6","Tillage date",NA
"373","IREE_legume","multiple",2014,"corn_7","Tillage date",NA
"374","IREE_legume","multiple",2014,"corn_8","Tillage date",NA
"375","IREE_legume","multiple",2014,"corn_9","Tillage date",NA
"376","IREE_legume","multiple",2014,"corn_10","Tillage date",NA
"377","IREE_legume","multiple",2014,"corn_6","N fertilizer type",NA
"378","IREE_legume","multiple",2014,"corn_7","N fertilizer type",NA
"379","IREE_legume","multiple",2014,"corn_8","N fertilizer type",NA
"380","IREE_legume","multiple",2014,"corn_9","N fertilizer type",NA
"381","IREE_legume","multiple",2014,"corn_10","N fertilizer type",NA
"382","IREE_legume","multiple",2014,"corn_6","N fertilizer application date",NA
"383","IREE_legume","multiple",2014,"corn_7","N fertilizer application date",NA
"384","IREE_legume","multiple",2014,"corn_8","N fertilizer application date",NA
"385","IREE_legume","multiple",2014,"corn_9","N fertilizer application date",NA
"386","IREE_legume","multiple",2014,"corn_10","N fertilizer application date",NA
"387","IREE_legume","multiple",2014,"corn_6","N fertilizer rate","0"
"388","IREE_legume","multiple",2014,"corn_7","N fertilizer rate","80"
"389","IREE_legume","multiple",2014,"corn_8","N fertilizer rate","120"
"390","IREE_legume","multiple",2014,"corn_9","N fertilizer rate","160"
"391","IREE_legume","multiple",2014,"corn_10","N fertilizer rate","200"
"392","IREE_legume","multiple",2014,"corn_6","Stand age",NA
"393","IREE_legume","multiple",2014,"corn_7","Stand age",NA
"394","IREE_legume","multiple",2014,"corn_8","Stand age",NA
"395","IREE_legume","multiple",2014,"corn_9","Stand age",NA
"396","IREE_legume","multiple",2014,"corn_10","Stand age",NA
"397","IREE_legume","multiple",2015,"corn_6","Planting date",NA
"398","IREE_legume","multiple",2015,"corn_7","Planting date",NA
"399","IREE_legume","multiple",2015,"corn_8","Planting date",NA
"400","IREE_legume","multiple",2015,"corn_9","Planting date",NA
"401","IREE_legume","multiple",2015,"corn_10","Planting date",NA
"402","IREE_legume","multiple",2015,"corn_6","Crop type",NA
"403","IREE_legume","multiple",2015,"corn_7","Crop type",NA
"404","IREE_legume","multiple",2015,"corn_8","Crop type",NA
"405","IREE_legume","multiple",2015,"corn_9","Crop type",NA
"406","IREE_legume","multiple",2015,"corn_10","Crop type",NA
"407","IREE_legume","multiple",2015,"corn_6","Seed harvesting date",NA
"408","IREE_legume","multiple",2015,"corn_7","Seed harvesting date",NA
"409","IREE_legume","multiple",2015,"corn_8","Seed harvesting date",NA
"410","IREE_legume","multiple",2015,"corn_9","Seed harvesting date",NA
"411","IREE_legume","multiple",2015,"corn_10","Seed harvesting date",NA
"412","IREE_legume","multiple",2015,"corn_6","Straw harvesting date",NA
"413","IREE_legume","multiple",2015,"corn_7","Straw harvesting date",NA
"414","IREE_legume","multiple",2015,"corn_8","Straw harvesting date",NA
"415","IREE_legume","multiple",2015,"corn_9","Straw harvesting date",NA
"416","IREE_legume","multiple",2015,"corn_10","Straw harvesting date",NA
"417","IREE_legume","multiple",2015,"corn_6","Hay harvesting date",NA
"418","IREE_legume","multiple",2015,"corn_7","Hay harvesting date",NA
"419","IREE_legume","multiple",2015,"corn_8","Hay harvesting date",NA
"420","IREE_legume","multiple",2015,"corn_9","Hay harvesting date",NA
"421","IREE_legume","multiple",2015,"corn_10","Hay harvesting date",NA
"422","IREE_legume","multiple",2015,"corn_6","Root harvesting date",NA
"423","IREE_legume","multiple",2015,"corn_7","Root harvesting date",NA
"424","IREE_legume","multiple",2015,"corn_8","Root harvesting date",NA
"425","IREE_legume","multiple",2015,"corn_9","Root harvesting date",NA
"426","IREE_legume","multiple",2015,"corn_10","Root harvesting date",NA
"427","IREE_legume","multiple",2015,"corn_6","Tillage type",NA
