"experiment","site","plot","date","n2o.e.kghyr"
"ATAT","r100","1106","2022-10-11",-0.200782732035365
"ATAT","r100","1106","2022-10-27",8.49314386601082
"atat","r100","1106","2023-05-16",-6.94548832514866
"atat","r100","1106","2023-05-31",4.06589575819138
"atat","v08","1106","2023-06-14",4.48641976105913
"atat","r100","1106","2023-06-27",2.35484482104801
"atat","r100","1106","2023-07-10",-1.67212228648778
"atat","r100","1106","2023-07-24",-7.80637348502101
"atat","r100","1106","2023-08-07",9.74975565712304
"atat","r100","1106","2023-08-21",2.01968399914761
"ATAT","r100","1107","2022-09-27",-0.853610099755209
"ATAT","r100","1107","2022-10-11",-5.32940069641051
"ATAT","r100","1107","2022-10-27",25.4794315980328
"atat","r100","1107","2023-05-16",4.1462975361936
"atat","r100","1107","2023-05-31",6.65850809059868
"atat","v08","1107","2023-06-14",-5.34414916000135
"atat","r100","1107","2023-06-27",9.74975565712298
"atat","r100","1107","2023-07-10",5.01013983750114
"atat","r100","1107","2023-07-24",0.914527520356905
"atat","r100","1107","2023-08-07",-4.51987147670261
"atat","r100","1107","2023-08-21",-1.5567159217125
"atat","r100","1108","2023-05-16",13.445646701551
"atat","r100","1108","2023-05-31",1.40283915450035
"atat","v08","1108","2023-06-14",-29.4888282858706
"atat","r100","1108","2023-06-27",25.8374742623441
"atat","r100","1108","2023-07-10",-4.69140450002489
"atat","r100","1108","2023-07-24",-1.60324474800054
"atat","r100","1108","2023-08-07",8.5280959189467
"atat","r100","1109","2023-05-16",0.842225828451962
"atat","r100","1109","2023-05-31",8.53337843454156
"atat","v08","1109","2023-06-14",18.1829928107006
"atat","r100","1109","2023-06-27",22.2001227096389
"atat","r100","1109","2023-07-10",5.41765348588747
"atat","r100","1109","2023-07-24",-2.29943615708834
"atat","r100","1109","2023-08-07",-3.4743496729151
"atat","r100","1109","2023-08-21",-4.2403676374515
"ATAT","r100","1110","2022-09-27",16.8604970883417
"ATAT","r100","1110","2022-10-11",-7.073526564272
"ATAT","r100","1110","2022-10-27",-3.31439760624821
"atat","r100","1110","2023-05-16",-5.37230528193486
"atat","r100","1110","2023-05-31",11.4683306125287
"atat","v08","1110","2023-06-14",-0.758820067209229
"atat","r100","1110","2023-06-27",15.7544951250497
"atat","r100","1110","2023-07-10",-3.92563145475334
"atat","r100","1110","2023-07-25",-7.97069722682342
"atat","r100","1110","2023-08-07",10.2557245418081
"atat","r100","1110","2023-08-21",10.5495746820228
"ATAT","r100","1201","2022-09-02",-12.1481209354229
"ATAT","r100","1201","2022-09-08",1.14828951853549
"ATAT","r100","1201","2022-09-15",-1.55159767110684
"ATAT","r100","1201","2022-09-27",-20.8400519620699
"ATAT","r100","1201","2022-10-11",0.999426500835585
"ATAT","r100","1201","2022-10-27",-5.61007792594949
"atat","r100","1201","2023-05-16",-11.7629624041747
"atat","r100","1201","2023-05-31",7.55230953836862
"atat","R100","1201","2023-06-14",19.9329514148763
"atat","r100","1201","2023-06-28",-12.3721037304183
"atat","r100","1201","2023-07-10",-1.96565792890119
"atat","r100","1201","2023-07-24",3.46613092583032
"atat","r100","1201","2023-08-07",-5.61810883528382
"atat","r100","1201","2023-08-21",-1.12828489594079
"atat","r100","1202","2023-05-16",-5.41817343741974
"atat","r100","1202","2023-05-31",4.54301277141422
"atat","R100","1202","2023-06-14",-1.55154961758154
"atat","r100","1202","2023-06-27",4.55007326048986
"atat","r100","1202","2023-07-10",6.6523324940218
"atat","r100","1202","2023-07-24",3.90989877518573
"atat","r100","1202","2023-08-07",2.73858290359882
"atat","r100","1202","2023-08-21",-10.7518913613171
"atat","r100","1203","2023-05-16",-1.46964101900041
"atat","r100","1203","2023-05-31",14.0543734213522
"atat","R100","1203","2023-06-14",-0.112856650785646
"atat","r100","1203","2023-06-27",-10.0892928819559
"atat","r100","1203","2023-07-10",-5.39048609552077
"atat","r100","1203","2023-07-24",2.59600729795097
"atat","r100","1203","2023-08-07",-1.47302856429401
"atat","r100","1203","2023-08-21",2.18313834750582
"atat","r100","1204","2023-05-16",-4.13468097137481
"atat","r100","1204","2023-05-31",-13.0269018317786
"atat","R100","1204","2023-06-14",6.79258965093977
"atat","r100","1204","2023-06-27",-0.42154654460391
"atat","r100","1204","2023-07-10",-10.515451286551
"atat","r100","1204","2023-07-24",-10.8042119625998
"atat","r100","1204","2023-08-07",2.90756426374634
"atat","r100","1204","2023-08-21",-0.593487816585677
"ATAT","r100","1205","2022-09-27",-9.94164768555626
"ATAT","r100","1205","2022-10-11",3.2064894960008
"ATAT","r100","1205","2022-10-27",10.8408421704367
"atat","r100","1205","2023-05-16",-1.25011216010529
"atat","r100","1205","2023-05-31",-14.5298278976491
"atat","R100","1205","2023-06-14",-9.10754840390887
"atat","r100","1205","2023-06-27",-44.8116586897493
"atat","r100","1205","2023-07-10",-7.42984827984896
"atat","r100","1205","2023-07-24",0.154688535114939
"atat","r100","1205","2023-08-07",-5.53921962146594
"atat","r100","1205","2023-08-21",9.41394760952062
"ATAT","r100","1206","2022-09-27",-34.0078881770859
"ATAT","r100","1206","2022-10-11",2.086379504833
"ATAT","r100","1206","2022-10-27",12.7079268224131
"atat","r100","1206","2023-05-16",-7.3839365579925
"atat","r100","1206","2023-05-31",1.2858024553457
"atat","R100","1206","2023-06-14",4.1934035816558
"atat","r100","1206","2023-06-27",-3.41288437291286
"atat","r100","1206","2023-07-10",4.57763902451806
"atat","r100","1206","2023-08-07",-10.6145528160664
"atat","r100","1207","2023-05-16",6.21863650501662
"atat","r100","1207","2023-05-31",0.918975927420331
"atat","R100","1207","2023-06-14",-17.8874871530007
"atat","r100","1207","2023-06-27",0.260424466840251
"atat","r100","1207","2023-07-10",-12.0509493123972
"atat","r100","1207","2023-07-25",2.95699856110081
"atat","r100","1207","2023-08-07",-4.97966675321636
"atat","r100","1207","2023-08-21",-4.94573180488036
"ATAT","r100","1208","2022-09-27",-3.12318547373496
"ATAT","r100","1208","2022-10-11",-8.12708686998844
"ATAT","r100","1208","2022-10-27",-5.66209591067404
"atat","r100","1208","2023-05-16",1.08877135163285
"atat","r100","1208","2023-05-31",-19.0298763391174
"atat","R100","1208","2023-06-14",-0.922938394735127
"atat","r100","1208","2023-06-27",8.63172426568697
"atat","r100","1208","2023-07-10",-6.64107830922735
"atat","r100","1208","2023-07-24",-3.46160818749823
"atat","r100","1208","2023-08-07",-2.16222372179135
"atat","r100","1208","2023-08-21",10.6827806985414
"ATAT","r100","1209","2022-09-02",-12.8146743979341
"ATAT","r100","1209","2022-09-08",7.59632938119824
"ATAT","r100","1209","2022-09-15",5.44641522915155
"ATAT","r100","1209","2022-09-27",-3.83180477458754
"ATAT","r100","1209","2022-10-11",8.45630527506041
"ATAT","r100","1209","2022-10-27",2.30649205134893
"atat","r100","1209","2023-05-16",3.62686999024549
"atat","r100","1209","2023-05-31",-4.74260895957318
"atat","R100","1209","2023-06-14",-12.6054788714556
"atat","r100","1209","2023-06-28",-2.14464205715422
"atat","r100","1209","2023-07-10",-3.49169425638709
"atat","r100","1209","2023-07-25",-1.61970669761334
"atat","r100","1209","2023-08-07",-5.70040799381337
"atat","r100","1209","2023-08-21",26.3112932019632
"atat","r100","1210","2023-05-16",1.29399716052893
"atat","r100","1210","2023-05-31",-7.38746846102359
"atat","R100","1210","2023-06-14",2.58484728005107
"atat","r100","1210","2023-06-27",9.02112536037961
"atat","r100","1210","2023-07-10",-0.959135145718667
"atat","r100","1210","2023-07-24",-14.2582395595064
"atat","r100","1210","2023-08-07",-0.195026750374808
"atat","r100","1210","2023-08-21",-3.61525099299991
"ATAT","r100","1301","2022-09-02",-6.9644722580978
"ATAT","r100","1301","2022-09-08",12.4632441482983
"ATAT","r100","1301","2022-09-15",-8.85581576049637
"ATAT","r100","1301","2022-09-27",-3.13410879407037
"ATAT","r100","1301","2022-10-11",2.05746069259767
"ATAT","r100","1301","2022-10-27",-1.19324299766325
"atat","r100","1301","2023-05-17",-3.88356959265239
"atat","r100","1301","2023-05-31",-15.3010492186147
"atat","R100","1301","2023-06-14",1.64937251342112
"atat","r100","1301","2023-06-28",10.3432094088536
"atat","r100","1301","2023-07-10",8.03626534591098
"atat","r100","1301","2023-07-25",12.3050560582041
"atat","r100","1301","2023-08-07",4.89850215211995
"atat","r100","1301","2023-08-21",3.6450654228168
"atat","r100","1302","2023-05-17",16.4881375688048
"atat","r100","1302","2023-05-31",0.0642901227672634
"atat","R100","1302","2023-06-14",11.1877288333804
"atat","r100","1302","2023-06-27",6.25574317169401
"atat","r100","1302","2023-07-10",0.96738296469493
"atat","r100","1302","2023-07-25",3.28966395739721
"atat","r100","1302","2023-08-07",-0.979700430424049
"atat","r100","1302","2023-08-21",0.745370345999864
"atat","r100","1303","2023-05-17",8.97855023712443
"atat","r100","1303","2023-05-31",-6.88960369116754
"atat","R100","1303","2023-06-14",21.269881185751
"atat","r100","1303","2023-06-27",-10.3904728849922
"atat","r100","1303","2023-07-10",8.51297008931563
"atat","r100","1303","2023-07-25",0.0702213547643499
"atat","r100","1303","2023-08-07",5.3968856933086
"atat","r100","1303","2023-08-21",1.90013599793776
"ATAT","r100","1304","2022-09-27",1.55742963334082
"ATAT","r100","1304","2022-10-11",-3.77396303486781
"ATAT","r100","1304","2022-10-27",-6.69784516262658
"atat","r100","1304","2023-05-17",2.65717919497259
"atat","r100","1304","2023-05-31",-3.27879626113172
"atat","R100","1304","2023-06-14",-1.06810893637294
"atat","r100","1304","2023-06-27",-22.0611814733799
"atat","r100","1304","2023-07-10",15.026682051595
"atat","r100","1304","2023-07-24",-0.192870368301942
"atat","r100","1304","2023-08-08",-9.77865214658268
"atat","r100","1304","2023-08-21",4.06235971972904
"ATAT","r100","1305","2022-09-27",-4.83016507072144
"ATAT","r100","1305","2022-10-11",-5.11381558042565
"ATAT","r100","1305","2022-10-27",-4.80015653208741
"atat","r100","1305","2023-05-17",-5.42460679449577
"atat","r100","1305","2023-05-31",10.8650307476717
"atat","R100","1305","2023-06-14",-3.09999021563111
"atat","r100","1305","2023-06-27",-1.22921539001242
"atat","r100","1305","2023-07-10",31.0857069686831
"atat","r100","1305","2023-07-24",-5.72182092628877
"atat","r100","1305","2023-08-07",-6.83614225455787
"atat","r100","1305","2023-08-21",-3.75214071677946
"atat","r100","1306","2023-05-17",8.98138530581266
"atat","r100","1306","2023-05-31",12.0865430802502
"atat","R100","1306","2023-06-14",1.56828207021898
"atat","r100","1306","2023-06-27",-14.6858891333056
"atat","r100","1306","2023-07-10",-5.43442593479155
"atat","r100","1306","2023-07-24",-9.51493816955877
"atat","r100","1306","2023-08-07",9.31017468954067
"atat","r100","1306","2023-08-21",-8.14965618588929
"ATAT","r100","1307","2022-09-02",30.2862967417875
"ATAT","r100","1307","2022-09-08",11.803813240981
"ATAT","r100","1307","2022-09-15",-11.2461697130036
"ATAT","r100","1307","2022-09-27",-29.7365111321451
"ATAT","r100","1307","2022-10-11",-8.29621247015209
"atat","r100","1307","2023-05-17",2.03062769372714
"atat","r100","1307","2023-05-31",20.1870985489285
"atat","R100","1307","2023-06-14",-3.64594253576428
"atat","r100","1307","2023-06-28",43.1442275269199
"atat","r100","1307","2023-07-10",0.905737655798536
"atat","r100","1307","2023-07-24",-7.14560909780353
"atat","r100","1307","2023-08-07",1.82297126788204
"atat","r100","1307","2023-08-21",5.12708322643608
"atat","r100","1308","2023-05-16",-13.5778170406365
"atat","r100","1308","2023-05-31",19.9019292591675
"atat","R100","1308","2023-06-14",-1.95318350130236
"atat","r100","1308","2023-06-27",3.02057502153785
"atat","r100","1308","2023-07-10",17.3283487138227
"atat","r100","1308","2023-07-24",-1.3253690575422
"atat","r100","1308","2023-08-07",-6.50644604011192
"atat","r100","1308","2023-08-21",-16.1700317141449
"ATAT","r100","1309","2022-09-27",-15.5086278913601
"ATAT","r100","1309","2022-10-11",34.8452446637632
"ATAT","r100","1309","2022-10-27",5.37292657048344
"atat","r100","1309","2023-05-16",-2.56354161321817
"atat","r100","1309","2023-05-31",-9.27673813065549
"atat","R100","1309","2023-06-14",5.27359545351599
"atat","r100","1309","2023-06-27",-1.34751527090755
"atat","r100","1309","2023-07-10",1.6225045612193
"atat","r100","1309","2023-07-24",3.49087192157644
"atat","r100","1309","2023-08-07",7.94018209240449
"atat","r100","1309","2023-08-21",4.66696037278157
"atat","r100","1310","2023-05-16",-4.99561955396348
"atat","r100","1310","2023-05-31",-13.5869337760743
"atat","R100","1310","2023-06-14",-1.33321727901312
"atat","r100","1310","2023-06-28",-12.6572707962883
"atat","r100","1310","2023-07-10",5.4038076869361
"atat","r100","1310","2023-07-24",2.5311071155022
"atat","r100","1310","2023-08-07",-1.37158060259355
"atat","r100","1310","2023-08-21",-16.4986908953267
"atat","r100","1401","2023-05-17",3.81543679278126
"atat","r100","1401","2023-06-01",-0.374992242030897
"atat","R100","1401","2023-06-15",5.71537400589965
"atat","r100","1401","2023-06-28",19.8567308013978
"atat","r100","1401","2023-07-11",-5.81633548174877
"atat","r100","1401","2023-07-25",5.04727461249644
"atat","r100","1401","2023-08-08",2.36634610450889
"atat","r100","1401","2023-08-21",5.86327947523718
"atat","r100","1402","2023-05-17",9.54932546291917
"atat","r100","1402","2023-06-01",1.29391093685505
"atat","R100","1402","2023-06-15",4.95141251777244
"atat","r100","1402","2023-06-28",4.97772748209122
"atat","r100","1402","2023-07-11",-1.79449180887869
"atat","r100","1402","2023-07-25",-2.49879515331196
"atat","r100","1402","2023-08-08",-5.43846056015728
"atat","r100","1402","2023-08-21",1.43948021941718
"atat","r100","1403","2023-05-17",10.4804437220993
"atat","r100","1403","2023-06-01",-12.5839091596951
"atat","R100","1403","2023-06-15",-2.79456481428396
"atat","r100","1403","2023-06-28",31.4918929058511
"atat","r100","1403","2023-07-11",1.72763076415085
"atat","r100","1403","2023-07-25",-2.97599515476681
"atat","r100","1403","2023-08-08",3.95658544390421
"atat","r100","1403","2023-08-21",1.63804827408426
"ATAT","r100","1404","2022-09-02",-22.3477764514078
"ATAT","r100","1404","2022-09-08",-0.305044399043925
"ATAT","r100","1404","2022-09-15",3.91581228591171
"ATAT","r100","1404","2022-09-27",20.7992572111946
"ATAT","r100","1404","2022-10-11",14.1451559449979
"ATAT","r100","1404","2022-10-27",-9.17238779106923
"atat","r100","1404","2023-05-17",12.6154593024267
"atat","r100","1404","2023-06-01",-13.0919161222051
"atat","R100","1404","2023-06-15",1.82144074434277
"atat","r100","1404","2023-06-28",-31.7001547992442
"atat","r100","1404","2023-07-11",-0.871260835718938
"atat","r100","1404","2023-07-25",3.99851625407245
"atat","r100","1404","2023-08-08",2.51816760954345
"atat","r100","1404","2023-08-21",2.16222372179127
"ATAT","r100","1405","2022-09-27",-15.269347642824
"ATAT","r100","1405","2022-10-11",-1.48862388770601
"ATAT","r100","1405","2022-10-27",1.44172729446817
"atat","r100","1405","2023-06-01",-9.70804997908591
"atat","R100","1405","2023-06-15",3.21081212451355
"atat","r100","1405","2023-06-28",5.41091446776862
"atat","r100","1405","2023-07-11",3.0728857670008
"atat","r100","1405","2023-07-25",-2.17518965470171
"atat","r100","1405","2023-08-08",4.30012098751153
"atat","r100","1405","2023-08-21",3.86579392683895
"ATAT","r100","1406","2022-09-27",8.58473278375792
"ATAT","r100","1406","2022-10-11",-28.4469542250764
"ATAT","r100","1406","2022-10-27",-11.7948868997253
"atat","r100","1406","2023-05-17",0.33953653286742
"atat","r100","1406","2023-06-01",-11.2290412222826
"atat","R100","1406","2023-06-15",0.396366906614769
"atat","r100","1406","2023-06-28",32.7099310631414
"atat","r100","1406","2023-07-11",4.62401573899653
"atat","r100","1406","2023-07-25",0.0831416605188594
"atat","r100","1406","2023-08-08",-2.85389708973232
"atat","r100","1406","2023-08-21",7.73158785367796
"atat","r100","1407","2023-05-16",-2.23488243203631
"atat","r100","1407","2023-06-01",-4.45549130550935
"atat","R100","1407","2023-06-15",0.415443388751298
"atat","r100","1407","2023-06-28",31.9823990048926
"atat","r100","1407","2023-07-11",-2.33047783170958
"atat","r100","1407","2023-07-25",-4.56459871647752
"atat","r100","1407","2023-08-08",0.327838234381883
"atat","r100","1407","2023-08-21",5.76592992477668
"ATAT","r100","1408","2022-09-02",-15.2987970497631
"ATAT","r100","1408","2022-09-08",4.00964201041801
"ATAT","r100","1408","2022-09-15",-2.31544976250629
"ATAT","r100","1408","2022-09-27",46.7567753217318
"ATAT","r100","1408","2022-10-11",13.609397361929
"ATAT","r100","1408","2022-10-27",-11.687047933785
"atat","r100","1408","2023-05-17",-0.543258452587953
"atat","r100","1408","2023-06-01",-3.089396303109
"atat","R100","1408","2023-06-15",8.73114582177867
"atat","r100","1408","2023-06-28",-15.1669108682996
"atat","r100","1408","2023-07-11",1.7919818935528
"atat","r100","1408","2023-07-25",31.437870033204
"atat","r100","1408","2023-08-08",-0.0587686169866386
"atat","r100","1408","2023-08-21",7.14189047500759
"atat","r100","1409","2023-05-17",5.16095529958517
"atat","r100","1409","2023-06-01",-9.89146360976064
"atat","R100","1409","2023-06-15",-4.61125291495753
"atat","r100","1409","2023-06-28",-15.2328539590313
"atat","r100","1409","2023-07-11",31.1273891880105
"atat","r100","1409","2023-07-25",2.50731478792416
"atat","r100","1409","2023-08-08",-4.90740947593684
"atat","r100","1409","2023-08-21",8.51785102523834
"ATAT","r100","1410","2022-09-27",33.3850719368362
"ATAT","r100","1410","2022-10-11",-2.29476279153276
"ATAT","r100","1410","2022-10-27",1.79319757749379
"atat","r100","1410","2023-05-17",-5.63630644559972
"atat","r100","1410","2023-06-01",4.72436603129844
"atat","R100","1410","2023-06-15",-0.407443839441043
"atat","r100","1410","2023-06-28",-5.52210869592033
"atat","r100","1410","2023-07-11",4.37734062580683
"atat","r100","1410","2023-07-25",-9.64351841509325
"atat","r100","1410","2023-08-08",6.74607683089924
"atat","r100","1410","2023-08-21",17.7564432910739
"eddyfluedddyflux","v08","1","2022-05-05",18.6035291173083
"eddyfluedddyflux","v08","13","2022-05-05",18.9409183641642
"eddyfluedddyflux","v08","14","2022-05-05",16.9768266433724
"eddyfluedddyflux","v08","19","2022-05-05",22.8847623152661
"eddyfluedddyflux","v08","20","2022-05-05",2.92971039445698
"eddyfluedddyflux","v08","25","2022-05-05",-12.3591297963753
"eddyfluedddyflux","v08","28","2022-05-05",4.42863199162106
"eddyfluedddyflux","v08","29","2022-05-05",12.4395294316359
"eddyfluedddyflux","v08","32","2022-05-05",-0.3282871547923
"eddyfluedddyflux","i10","33","2022-05-04",17.5756302520687
"eddyfluedddyflux","i10","36","2022-05-04",-10.3906889473242
"eddyfluedddyflux","i10","37","2022-05-04",4.84125798146795
"eddyfluedddyflux","v08","4","2022-05-05",0.611165759161416
"eddyfluedddyflux","i10","40","2022-05-04",-1.63518719690632
"eddyfluedddyflux","i10","45","2022-05-04",-7.97645567495997
"eddyfluedddyflux","i10","46","2022-05-04",-4.28096996407354
"eddyfluedddyflux","v08","5","2022-05-05",4.13621595699193
"eddyfluedddyflux","i10","51","2022-05-04",-8.0476199266035
"eddyfluedddyflux","i10","52","2022-05-04",47.4806352373186
"eddyfluedddyflux","i10","57","2022-05-04",2.9159655572605
"eddyfluedddyflux","i10","60","2022-05-04",19.0255962129697
"eddyfluedddyflux","i10","61","2022-05-04",-3.42368649678538
"eddyfluedddyflux","i10","64","2022-05-04",-3.16026562679175
"eddyfluedddyflux","v08","8","2022-05-05",-21.3908015706495
"eddyflux","v08","1","2022-05-16",-3.56232800451311
"eddyflux","v08","1","2022-06-01",-7.68135756858723
"eddyflux","v08","1","2022-06-16",81.1701428079678
"eddyflux","v08","1","2022-06-28",60.4852014135358
"eddyflux","v08","1","2022-07-14",7.19817449678992
"eddyflux","v08","1","2022-09-19",3.63136883807927
"eddyflux","v08","1","2022-10-03",8.54497446326
"eddyflux","v08","1","2022-10-21",-1.73868689481157
"eddyflux","v08","1","2023-05-24",-16.2837391691916
"eddyflux","v08","1","2023-06-09",-22.9929354494911
"eddyflux","v08","1","2023-06-19",-4.96022114565314
"eddyflux","v08","1","2023-07-05",6.4511941244815
"eddyflux","v08","1","2023-07-17",7.26202940517259
"eddyflux","v08","1","2023-08-04",11.9799442670917
"eddyflux","v08","1","2023-08-15",1.0693686343669
"eddyflux","v08","1","2023-08-30",17.5101295668713
"eddyflux","v08","1","2023-09-12",19.086690866214
"eddyflux","v08","1","2023-10-09",14.0176928575946
"eddyflux","v08","1","2024-05-29",-10.2637827434881
"eddyflux","v08","1","2024-06-10",23.0812368735593
"eddyflux","v08","1","2024-06-27",1.07068596152939
"eddyflux","v08","1","2024-07-16",18.2164111543102
"eddyflux","v08","1","2024-08-19",8.19476988244061
"eddyflux","v08","1","2024-09-06",-6.57026567762876
"eddyflux","v08","1","2024-10-07",-33.8363663908602
"eddyflux","v08","1","2024-10-28",16.844179748566
"eddyflux","v08","13","2022-05-16",64.9811276266663
"eddyflux","v08","13","2022-06-01",1.61326766004154
"eddyflux","v08","13","2022-06-28",-6.23034458501142
"eddyflux","v08","13","2022-07-14",1.34479388374103
"eddyflux","v08","13","2022-08-03",-1.61496914193658
"eddyflux","v08","13","2022-09-19",-1.91016450592888
"eddyflux","v08","13","2022-10-03",-15.1644567500791
"eddyflux","v08","13","2022-10-21",1.2816682445694
"eddyflux","v08","13","2023-05-08",-1.01524951416046
"eddyflux","v08","13","2023-05-24",-7.24211320101039
"eddyflux","v08","13","2023-06-09",-13.4260903145717
"eddyflux","v08","13","2023-06-19",12.6378134758385
"eddyflux","v08","13","2023-07-05",3.28551344290907
"eddyflux","v08","13","2023-07-17",-0.0665850809060489
"eddyflux","v08","13","2023-08-04",1.27338122143531
"eddyflux","v08","13","2023-08-15",1.49396074461678
"eddyflux","v08","13","2023-09-12",-1.62664680227036
"eddyflux","i10","13","2023-10-23",9.2221312429504
"eddyflux","v08","13","2024-05-29",-0.626844880591943
"eddyflux","v08","13","2024-06-10",97.6416851374893
"eddyflux","v08","13","2024-06-27",5.5480759641187
"eddyflux","v08","13","2024-07-16",26.3525233840737
"eddyflux","v08","13","2024-08-19",-38.6730691026697
"eddyflux","v08","13","2024-09-06",6.12856574992837
"eddyflux","v08","13","2024-10-07",0.0106724745050163
"eddyflux","v08","13","2024-10-28",56.0646083014572
"eddyflux","v08","14","2022-05-16",43.5548156540108
"eddyflux","v08","14","2022-06-01",9.77034596034055
"eddyflux","v08","14","2022-06-28",-1.33170161811985
"eddyflux","v08","14","2022-07-14",10.5910333450379
"eddyflux","v08","14","2022-08-03",15.251542875462
"eddyflux","v08","14","2022-09-19",2.92718122194959
"eddyflux","v08","14","2022-10-03",-4.15907971133142
"eddyflux","v08","14","2022-10-21",10.959042157823
"eddyflux","v08","14","2023-05-08",-0.938280900004969
"eddyflux","v08","14","2023-05-24",-21.0408855662922
"eddyflux","v08","14","2023-06-19",6.3305367102468
"eddyflux","v08","14","2023-07-05",28.0080132992334
"eddyflux","v08","14","2023-07-17",-13.8339470822341
"eddyflux","v08","14","2023-08-04",-0.0653133620283215
"eddyflux","v08","14","2023-08-15",10.4707162299249
"eddyflux","v08","14","2023-08-30",-15.5329874374739
"eddyflux","v08","14","2023-09-12",-9.66842205323747
"eddyflux","v08","14","2023-10-09",-4.12234497562115
"eddyflux","i10","14","2023-10-23",-9.10966591975561
"eddyflux","v08","14","2024-05-29",8.07474231753604
"eddyflux","v08","14","2024-06-10",-36.0336216067684
"eddyflux","v08","14","2024-06-27",31.4710912901046
"eddyflux","v08","14","2024-07-16",-38.0723510823355
"eddyflux","v08","14","2024-08-19",-10.4384429881338
"eddyflux","v08","14","2024-10-07",7.58339896017818
"eddyflux","v08","14","2024-10-28",-89.3593503904164
"eddyflux","v08","19","2022-05-16",-8.94528646603266
"eddyflux","v08","19","2022-06-01",6.06080174309057
"eddyflux","v08","19","2022-06-16",-2.44776117750657
"eddyflux","v08","19","2022-06-28",-1.89174456911602
"eddyflux","v08","19","2022-07-14",14.6494127217018
"eddyflux","v08","19","2022-08-03",-2.13805068767148
"eddyflux","v08","19","2022-09-19",-4.24159944634133
"eddyflux","v08","19","2022-10-03",-13.6584535146499
"eddyflux","v08","19","2022-10-21",9.26258566831719
"eddyflux","v08","19","2023-05-08",16.2720059932674
"eddyflux","v08","19","2023-05-24",-3.80770627650096
"eddyflux","v08","19","2023-06-19",17.2556477853287
"eddyflux","v08","19","2023-07-05",-3.31848498806085
"eddyflux","v08","19","2023-07-17",-0.386490695234534
"eddyflux","v08","19","2023-08-04",4.88888712421155
"eddyflux","v08","19","2023-08-15",4.7547613830865
"eddyflux","v08","19","2023-08-30",-0.226791074816504
"eddyflux","v08","19","2023-09-12",-6.62669102858535
"eddyflux","i10","19","2023-10-23",0.435016881765813
"eddyflux","v08","19","2024-05-29",-32.7853384699205
"eddyflux","v08","19","2024-06-10",-3.09413392923139
"eddyflux","v08","19","2024-06-27",-25.1125124938418
"eddyflux","v08","19","2024-07-16",23.4719066037752
"eddyflux","v08","19","2024-08-19",28.6207388453864
"eddyflux","v08","19","2024-09-06",-29.2956073427067
