year,date,time,experiment,site,plot,co2_ppm,n2o_ppm,ch4_ppm,nh3_ppm,temp_celsius
2020,11/2/2020,14:06:28,orei_manure,rosemount,104,433.4,0.388,1.87,0,24
2020,11/2/2020,14:06:49,orei_manure,rosemount,104,435.1,0.405,1.86,0,24
2020,11/2/2020,14:07:10,orei_manure,rosemount,104,433.5,0.395,1.95,0.01,24
2020,11/2/2020,14:07:32,orei_manure,rosemount,104,433.2,0.392,2.03,0,24
2020,11/2/2020,14:07:53,orei_manure,rosemount,104,434.3,0.38,1.89,0,24
2020,11/2/2020,14:08:14,orei_manure,rosemount,104,435.8,0.397,1.92,0,24
2020,11/2/2020,14:08:35,orei_manure,rosemount,104,434.8,0.407,1.97,0.03,24
2020,11/2/2020,14:08:56,orei_manure,rosemount,104,434.9,0.382,1.87,0.02,24
2020,11/2/2020,14:09:17,orei_manure,rosemount,104,436.6,0.4,1.9,0.06,24
2020,11/2/2020,14:09:38,orei_manure,rosemount,104,435.8,0.393,1.81,0,24
2020,11/2/2020,14:09:59,orei_manure,rosemount,104,437.7,0.405,1.89,0,24
2020,11/2/2020,14:10:20,orei_manure,rosemount,104,438.1,0.404,1.81,0,24
2020,11/2/2020,14:10:41,orei_manure,rosemount,104,437.7,0.423,1.86,0,24
2020,11/2/2020,14:11:02,orei_manure,rosemount,104,438.3,0.411,1.86,0,24
2020,11/2/2020,11:44:46,orei_manure,rosemount,107,9,0.016,0,0,27
2020,11/2/2020,11:45:06,orei_manure,rosemount,107,2.4,0.035,0,0,27
2020,11/2/2020,11:45:28,orei_manure,rosemount,107,2.2,0.049,0,0,27
2020,11/2/2020,11:45:49,orei_manure,rosemount,107,2.5,0.054,0,0,27
2020,11/2/2020,11:46:10,orei_manure,rosemount,107,0.7,0.061,0,0.04,27
2020,11/2/2020,11:46:31,orei_manure,rosemount,107,1.2,0.009,0,0,27
2020,11/2/2020,11:46:52,orei_manure,rosemount,107,2.5,0.06,0,0,27
2020,11/2/2020,11:47:13,orei_manure,rosemount,107,0.7,0.028,0,0,27
2020,11/2/2020,11:55:50,orei_manure,rosemount,107,145.5,0.118,0.75,0.06,26
2020,11/2/2020,11:56:11,orei_manure,rosemount,107,318.5,0.246,1.57,0,26
2020,11/2/2020,11:56:32,orei_manure,rosemount,107,391.2,0.321,1.79,0.03,26
2020,11/2/2020,11:56:53,orei_manure,rosemount,107,417.4,0.365,1.91,0,26
2020,11/2/2020,11:57:14,orei_manure,rosemount,107,428.1,0.361,2.14,0,26
2020,11/2/2020,11:57:35,orei_manure,rosemount,107,430.4,0.381,2.13,0,26
2020,11/2/2020,11:57:56,orei_manure,rosemount,107,430.3,0.37,2.14,0,26
2020,11/2/2020,11:58:17,orei_manure,rosemount,107,424.4,0.329,2.04,0.04,26
2020,11/2/2020,11:58:38,orei_manure,rosemount,107,430.9,0.373,2.21,0.09,26
2020,11/2/2020,11:58:59,orei_manure,rosemount,107,431.6,0.379,2.07,0,26
2020,11/2/2020,11:59:20,orei_manure,rosemount,107,432.9,0.373,2.08,0,26
2020,11/2/2020,11:59:41,orei_manure,rosemount,107,433.4,0.385,2.05,0,26
2020,11/2/2020,12:00:02,orei_manure,rosemount,107,434.7,0.393,2.05,0.04,26
2020,11/2/2020,12:00:23,orei_manure,rosemount,107,432.6,0.379,1.93,0.02,25
2020,11/2/2020,12:00:44,orei_manure,rosemount,107,432,0.389,2.13,0.01,25
2020,11/2/2020,12:01:05,orei_manure,rosemount,107,432.9,0.381,2.1,0,26
2020,11/2/2020,12:01:26,orei_manure,rosemount,107,434,0.395,2.06,0.16,25
2020,11/2/2020,12:01:47,orei_manure,rosemount,107,431.5,0.37,2.09,0,25
2020,11/2/2020,12:02:08,orei_manure,rosemount,107,432.7,0.383,2.04,0.05,25
2020,11/2/2020,12:02:29,orei_manure,rosemount,107,431.8,0.385,2.1,0.06,25
2020,11/2/2020,12:04:12,orei_manure,rosemount,108,429.8,0.367,2.04,0,25
2020,11/2/2020,12:04:33,orei_manure,rosemount,108,430.1,0.394,2.01,0,25
2020,11/2/2020,12:04:54,orei_manure,rosemount,108,433.7,0.398,2.08,0.02,25
2020,11/2/2020,12:05:15,orei_manure,rosemount,108,430.3,0.381,2.07,0.03,25
2020,11/2/2020,12:05:36,orei_manure,rosemount,108,432.1,0.385,2.05,0.07,25
2020,11/2/2020,12:05:57,orei_manure,rosemount,108,433.2,0.386,2.02,0.04,25
2020,11/2/2020,12:06:19,orei_manure,rosemount,108,434.8,0.4,2.05,0.04,25
2020,11/2/2020,12:06:40,orei_manure,rosemount,108,431.8,0.386,2.08,0,24
2020,11/2/2020,12:07:01,orei_manure,rosemount,108,436,0.399,2.07,0,25
2020,11/2/2020,12:07:22,orei_manure,rosemount,108,437,0.379,2.02,0.05,25
2020,11/2/2020,12:07:43,orei_manure,rosemount,108,434.6,0.38,2.11,0.02,25
2020,11/2/2020,12:08:04,orei_manure,rosemount,108,434.7,0.385,1.99,0.01,25
2020,11/2/2020,12:08:25,orei_manure,rosemount,108,435.2,0.406,2.14,0,25
2020,11/2/2020,12:08:46,orei_manure,rosemount,108,433.6,0.391,2.07,0.01,24
2020,11/2/2020,12:09:07,orei_manure,rosemount,108,436.4,0.409,2.05,0.07,24
2020,11/2/2020,12:09:28,orei_manure,rosemount,108,437.6,0.401,2.02,0,24
2020,11/2/2020,12:09:49,orei_manure,rosemount,108,435.2,0.397,2.1,0.03,24
2020,11/2/2020,12:10:10,orei_manure,rosemount,108,436.3,0.399,1.98,0.01,24
2020,11/2/2020,14:33:34,orei_manure,rosemount,201,437.1,0.409,1.91,0,24
2020,11/2/2020,14:33:55,orei_manure,rosemount,201,434.2,0.395,1.91,0,24
2020,11/2/2020,14:34:16,orei_manure,rosemount,201,434.9,0.41,1.92,0,25
2020,11/2/2020,14:34:37,orei_manure,rosemount,201,433.5,0.421,1.89,0,25
2020,11/2/2020,14:34:58,orei_manure,rosemount,201,436.3,0.397,1.84,0,25
2020,11/2/2020,14:35:19,orei_manure,rosemount,201,434.8,0.411,1.86,0,25
2020,11/2/2020,14:35:40,orei_manure,rosemount,201,432.7,0.405,1.93,0,25
2020,11/2/2020,14:36:01,orei_manure,rosemount,201,437.8,0.397,1.9,0,25
2020,11/2/2020,14:36:22,orei_manure,rosemount,201,434.9,0.412,1.89,0,25
2020,11/2/2020,14:36:43,orei_manure,rosemount,201,436.9,0.415,1.91,0,25
2020,11/2/2020,14:37:04,orei_manure,rosemount,201,434.7,0.394,1.84,0,25
2020,11/2/2020,14:37:25,orei_manure,rosemount,201,436.7,0.422,1.79,0,25
2020,11/2/2020,14:37:46,orei_manure,rosemount,201,437.1,0.393,1.92,0,25
2020,11/2/2020,14:38:07,orei_manure,rosemount,201,434.1,0.393,1.92,0,25
2020,11/2/2020,14:38:28,orei_manure,rosemount,201,436.8,0.417,2.01,0,25
2020,11/2/2020,14:38:49,orei_manure,rosemount,201,437.7,0.424,1.87,0,25
2020,11/2/2020,14:39:10,orei_manure,rosemount,201,437.3,0.418,1.82,0,25
2020,11/2/2020,14:39:31,orei_manure,rosemount,201,436.9,0.387,1.88,0,25
2020,11/2/2020,14:39:52,orei_manure,rosemount,201,438.1,0.41,1.85,0.03,25
2020,11/2/2020,14:41:33,orei_manure,rosemount,202,441.2,0.431,1.8,0.05,25
2020,11/2/2020,14:41:54,orei_manure,rosemount,202,433.9,0.4,1.82,0.06,25
2020,11/2/2020,14:42:15,orei_manure,rosemount,202,432.6,0.406,1.92,0,25
2020,11/2/2020,14:42:36,orei_manure,rosemount,202,431.5,0.419,1.88,0.01,25
2020,11/2/2020,14:42:57,orei_manure,rosemount,202,431.3,0.416,1.76,0,25
2020,11/2/2020,14:43:18,orei_manure,rosemount,202,428.8,0.408,1.84,0,25
2020,11/2/2020,14:43:39,orei_manure,rosemount,202,431.1,0.419,1.93,0,25
2020,11/2/2020,14:44:00,orei_manure,rosemount,202,432.3,0.414,1.95,0.03,25
2020,11/2/2020,14:44:21,orei_manure,rosemount,202,430.1,0.411,1.82,0,25
2020,11/2/2020,14:44:42,orei_manure,rosemount,202,432.1,0.402,1.87,0,25
2020,11/2/2020,14:45:04,orei_manure,rosemount,202,435.1,0.415,1.94,0.11,25
2020,11/2/2020,14:45:25,orei_manure,rosemount,202,434.5,0.421,1.7,0,25
2020,11/2/2020,14:45:46,orei_manure,rosemount,202,433.9,0.405,1.86,0,25
2020,11/2/2020,14:46:07,orei_manure,rosemount,202,432.7,0.381,1.88,0.08,25
2020,11/2/2020,14:46:28,orei_manure,rosemount,202,433.4,0.401,1.86,0,25
2020,11/2/2020,14:46:49,orei_manure,rosemount,202,434.2,0.417,1.86,0,25
2020,11/2/2020,14:47:10,orei_manure,rosemount,202,438.4,0.424,1.94,0.05,25
2020,11/2/2020,13:57:02,orei_manure,rosemount,203,440.8,0.396,1.88,0,24
2020,11/2/2020,13:57:23,orei_manure,rosemount,203,436.9,0.386,1.9,0,24
2020,11/2/2020,13:57:44,orei_manure,rosemount,203,435.5,0.377,1.99,0,24
2020,11/2/2020,13:58:04,orei_manure,rosemount,203,435.6,0.395,1.94,0,24
2020,11/2/2020,13:58:25,orei_manure,rosemount,203,432.6,0.383,1.91,0,24
2020,11/2/2020,13:58:46,orei_manure,rosemount,203,434.2,0.382,1.96,0,24
2020,11/2/2020,13:59:07,orei_manure,rosemount,203,434.7,0.388,1.89,0,24
2020,11/2/2020,13:59:28,orei_manure,rosemount,203,435.2,0.392,2,0,24
2020,11/2/2020,13:59:49,orei_manure,rosemount,203,434.4,0.373,1.93,0,24
2020,11/2/2020,14:00:10,orei_manure,rosemount,203,435.6,0.397,1.82,0,24
2020,11/2/2020,14:00:30,orei_manure,rosemount,203,436.3,0.397,1.91,0,24
2020,11/2/2020,14:00:51,orei_manure,rosemount,203,437.1,0.4,1.99,0,24
2020,11/2/2020,14:01:12,orei_manure,rosemount,203,438.4,0.392,1.9,0,24
2020,11/2/2020,14:01:33,orei_manure,rosemount,203,436.8,0.371,1.89,0,24
2020,11/2/2020,14:01:54,orei_manure,rosemount,203,438.8,0.388,2.03,0,24
2020,11/2/2020,14:02:15,orei_manure,rosemount,203,436.9,0.385,1.86,0,24
2020,11/2/2020,14:02:36,orei_manure,rosemount,203,441.1,0.405,1.98,0,24
2020,11/2/2020,14:02:56,orei_manure,rosemount,203,437.5,0.394,1.94,0,24
2020,11/2/2020,14:03:17,orei_manure,rosemount,203,438.9,0.396,1.92,0,24
2020,11/2/2020,13:49:31,orei_manure,rosemount,204,440.3,0.368,1.98,0,24
2020,11/2/2020,13:49:52,orei_manure,rosemount,204,439.8,0.375,2.01,0,24
2020,11/2/2020,13:50:13,orei_manure,rosemount,204,435.6,0.395,1.82,0.01,24
2020,11/2/2020,13:50:34,orei_manure,rosemount,204,436.3,0.393,1.93,0,24
2020,11/2/2020,13:50:55,orei_manure,rosemount,204,436.4,0.397,1.95,0,24
2020,11/2/2020,13:51:16,orei_manure,rosemount,204,436.9,0.395,1.9,0,24
2020,11/2/2020,13:51:37,orei_manure,rosemount,204,437,0.401,1.93,0,24
2020,11/2/2020,13:51:58,orei_manure,rosemount,204,434.7,0.364,1.96,0,24
2020,11/2/2020,13:52:19,orei_manure,rosemount,204,436,0.38,1.96,0,24
2020,11/2/2020,13:52:39,orei_manure,rosemount,204,437.1,0.382,2,0,24
2020,11/2/2020,13:53:00,orei_manure,rosemount,204,438,0.401,1.98,0,24
2020,11/2/2020,13:53:21,orei_manure,rosemount,204,437.4,0.366,1.97,0,24
2020,11/2/2020,13:53:42,orei_manure,rosemount,204,439.9,0.401,1.95,0,24
2020,11/2/2020,13:54:03,orei_manure,rosemount,204,441.2,0.402,1.93,0,24
2020,11/2/2020,13:54:24,orei_manure,rosemount,204,437.8,0.374,1.92,0,24
2020,11/2/2020,13:54:45,orei_manure,rosemount,204,441.2,0.396,1.91,0,24
2020,11/2/2020,13:55:06,orei_manure,rosemount,204,441.2,0.389,1.9,0,24
2020,11/2/2020,13:55:26,orei_manure,rosemount,204,438.9,0.404,1.92,0,24
2020,11/2/2020,12:12:03,orei_manure,rosemount,207,437,0.392,1.96,0,24
2020,11/2/2020,12:12:24,orei_manure,rosemount,207,435.6,0.388,2.03,0.04,24
2020,11/2/2020,12:12:45,orei_manure,rosemount,207,432.1,0.377,2.1,0.05,24
2020,11/2/2020,12:13:06,orei_manure,rosemount,207,432.1,0.385,2.08,0.05,24
2020,11/2/2020,12:13:27,orei_manure,rosemount,207,434.3,0.401,2.01,0.05,24
2020,11/2/2020,12:13:48,orei_manure,rosemount,207,435.6,0.387,2.04,0.06,24
2020,11/2/2020,12:14:09,orei_manure,rosemount,207,435,0.402,1.97,0.05,24
2020,11/2/2020,12:14:30,orei_manure,rosemount,207,435.9,0.389,2.02,0.07,24
2020,11/2/2020,12:14:51,orei_manure,rosemount,207,434.9,0.399,1.97,0,24
2020,11/2/2020,12:15:12,orei_manure,rosemount,207,435.3,0.389,2.11,0.07,24
2020,11/2/2020,12:15:33,orei_manure,rosemount,207,434.2,0.401,2.02,0,24
2020,11/2/2020,12:15:54,orei_manure,rosemount,207,436.5,0.389,2.01,0.1,24
2020,11/2/2020,12:16:15,orei_manure,rosemount,207,436.8,0.385,1.97,0,24
2020,11/2/2020,12:16:36,orei_manure,rosemount,207,435.8,0.385,2.06,0,24
2020,11/2/2020,12:16:57,orei_manure,rosemount,207,437.4,0.398,1.93,0.07,24
2020,11/2/2020,12:17:17,orei_manure,rosemount,207,439.5,0.399,1.95,0,24
2020,11/2/2020,12:17:38,orei_manure,rosemount,207,437.2,0.392,2.01,0,24
2020,11/2/2020,12:17:59,orei_manure,rosemount,207,439.8,0.395,1.96,0.01,24
2020,11/2/2020,12:19:38,orei_manure,rosemount,208,439.4,0.387,1.99,0,24
2020,11/2/2020,12:19:59,orei_manure,rosemount,208,437.6,0.386,1.97,0,24
2020,11/2/2020,12:20:20,orei_manure,rosemount,208,436.5,0.395,1.99,0,24
2020,11/2/2020,12:20:41,orei_manure,rosemount,208,434,0.395,1.96,0.02,23
2020,11/2/2020,12:21:02,orei_manure,rosemount,208,433.9,0.376,2.02,0,23
2020,11/2/2020,12:21:23,orei_manure,rosemount,208,435.2,0.385,1.92,0,24
2020,11/2/2020,12:21:44,orei_manure,rosemount,208,435.3,0.388,1.93,0,24
2020,11/2/2020,12:22:06,orei_manure,rosemount,208,436.3,0.384,1.89,0,24
2020,11/2/2020,12:22:27,orei_manure,rosemount,208,437.6,0.387,1.88,0.05,24
2020,11/2/2020,12:22:48,orei_manure,rosemount,208,435,0.389,2,0.06,23
2020,11/2/2020,12:23:09,orei_manure,rosemount,208,434.9,0.375,1.99,0,24
2020,11/2/2020,12:23:30,orei_manure,rosemount,208,439.2,0.398,2.04,0.05,23
2020,11/2/2020,12:23:51,orei_manure,rosemount,208,438.8,0.38,1.95,0.03,24
2020,11/2/2020,12:24:12,orei_manure,rosemount,208,436.7,0.381,2.02,0,23
2020,11/2/2020,14:49:01,orei_manure,rosemount,301,432.8,0.376,1.88,0,25
2020,11/2/2020,14:49:22,orei_manure,rosemount,301,431.8,0.393,1.88,0,25
2020,11/2/2020,14:49:43,orei_manure,rosemount,301,430.9,0.399,1.82,0,25
2020,11/2/2020,14:50:04,orei_manure,rosemount,301,427.7,0.386,1.76,0,25
2020,11/2/2020,14:50:25,orei_manure,rosemount,301,427.7,0.389,1.76,0,25
2020,11/2/2020,14:50:46,orei_manure,rosemount,301,425.9,0.385,1.83,0,25
2020,11/2/2020,14:51:07,orei_manure,rosemount,301,428.4,0.381,1.89,0,26
2020,11/2/2020,14:51:28,orei_manure,rosemount,301,429.4,0.373,1.75,0,26
2020,11/2/2020,14:51:49,orei_manure,rosemount,301,433.5,0.409,1.89,0,26
2020,11/2/2020,14:52:10,orei_manure,rosemount,301,431.1,0.398,1.81,0,26
2020,11/2/2020,14:52:31,orei_manure,rosemount,301,434.6,0.388,1.87,0,26
2020,11/2/2020,14:52:52,orei_manure,rosemount,301,429.6,0.381,1.89,0,25
2020,11/2/2020,14:53:13,orei_manure,rosemount,301,434.3,0.408,1.94,0,26
2020,11/2/2020,14:53:34,orei_manure,rosemount,301,434.6,0.379,1.82,0,26
2020,11/2/2020,14:53:56,orei_manure,rosemount,301,433.8,0.402,1.86,0,26
2020,11/2/2020,14:54:17,orei_manure,rosemount,301,436.2,0.404,1.88,0,26
2020,11/2/2020,14:54:38,orei_manure,rosemount,301,435.3,0.393,1.81,0,26
2020,11/2/2020,14:54:59,orei_manure,rosemount,301,436.2,0.412,1.85,0,26
2020,11/2/2020,14:56:45,orei_manure,rosemount,302,436.4,0.415,1.85,0,26
2020,11/2/2020,14:57:06,orei_manure,rosemount,302,431.7,0.396,1.94,0,25
2020,11/2/2020,14:57:27,orei_manure,rosemount,302,430.3,0.389,1.98,0,26
2020,11/2/2020,14:57:48,orei_manure,rosemount,302,430.3,0.412,1.86,0,26
2020,11/2/2020,14:58:09,orei_manure,rosemount,302,431,0.386,1.79,0,26
2020,11/2/2020,14:58:30,orei_manure,rosemount,302,433.3,0.387,1.87,0,26
2020,11/2/2020,14:58:51,orei_manure,rosemount,302,434,0.392,1.84,0,26
2020,11/2/2020,14:59:12,orei_manure,rosemount,302,432.2,0.384,1.8,0,26
2020,11/2/2020,13:41:45,orei_manure,rosemount,303,436.3,0.386,1.74,0,24
2020,11/2/2020,13:42:06,orei_manure,rosemount,303,438.7,0.391,1.96,0,24
2020,11/2/2020,13:42:27,orei_manure,rosemount,303,436,0.404,1.85,0,24
2020,11/2/2020,13:42:48,orei_manure,rosemount,303,436.8,0.399,1.95,0,24
2020,11/2/2020,13:43:08,orei_manure,rosemount,303,435.9,0.39,1.97,0,24
2020,11/2/2020,13:43:29,orei_manure,rosemount,303,437.7,0.401,2.02,0,24
2020,11/2/2020,13:43:50,orei_manure,rosemount,303,437.3,0.41,1.91,0,24
2020,11/2/2020,13:44:11,orei_manure,rosemount,303,436.2,0.369,1.94,0,24
2020,11/2/2020,13:44:32,orei_manure,rosemount,303,438.1,0.429,1.98,0,24
2020,11/2/2020,13:44:53,orei_manure,rosemount,303,439.5,0.379,1.94,0,24
2020,11/2/2020,13:45:14,orei_manure,rosemount,303,438.4,0.387,1.92,0.01,24
2020,11/2/2020,13:45:35,orei_manure,rosemount,303,437.7,0.382,1.87,0,24
2020,11/2/2020,13:45:56,orei_manure,rosemount,303,437,0.386,1.89,0,24
2020,11/2/2020,13:46:17,orei_manure,rosemount,303,439,0.384,2.01,0,24
2020,11/2/2020,13:46:37,orei_manure,rosemount,303,440.3,0.402,1.97,0.02,24
2020,11/2/2020,13:46:58,orei_manure,rosemount,303,443.5,0.405,1.89,0,24
2020,11/2/2020,13:47:19,orei_manure,rosemount,303,441.9,0.393,1.92,0,24
2020,11/2/2020,13:47:40,orei_manure,rosemount,303,440,0.386,1.89,0,24
2020,11/2/2020,13:48:01,orei_manure,rosemount,303,440.7,0.384,1.94,0,24
2020,11/2/2020,13:32:01,orei_manure,rosemount,304,437.8,0.374,1.96,0,24
2020,11/2/2020,13:32:22,orei_manure,rosemount,304,438,0.392,1.94,0,24
2020,11/2/2020,13:32:43,orei_manure,rosemount,304,437.8,0.39,2,0,24
2020,11/2/2020,13:33:04,orei_manure,rosemount,304,432.7,0.377,2,0,24
2020,11/2/2020,13:33:25,orei_manure,rosemount,304,435.1,0.393,1.99,0,24
2020,11/2/2020,13:33:46,orei_manure,rosemount,304,433.9,0.396,1.93,0,24
2020,11/2/2020,13:34:07,orei_manure,rosemount,304,436,0.392,1.89,0,24
2020,11/2/2020,13:34:28,orei_manure,rosemount,304,434.9,0.404,1.87,0,24
2020,11/2/2020,13:34:49,orei_manure,rosemount,304,436.4,0.392,1.99,0,24
2020,11/2/2020,13:35:10,orei_manure,rosemount,304,437.2,0.378,1.91,0,24
2020,11/2/2020,13:35:30,orei_manure,rosemount,304,436.4,0.387,1.99,0,24
2020,11/2/2020,13:35:51,orei_manure,rosemount,304,435.8,0.38,1.97,0,24
2020,11/2/2020,13:36:12,orei_manure,rosemount,304,437.8,0.379,1.85,0,24
2020,11/2/2020,13:36:33,orei_manure,rosemount,304,435.8,0.383,1.86,0,24
2020,11/2/2020,13:36:54,orei_manure,rosemount,304,438.6,0.389,1.88,0,24
2020,11/2/2020,13:37:15,orei_manure,rosemount,304,438.6,0.407,1.94,0,24
2020,11/2/2020,13:37:36,orei_manure,rosemount,304,438.5,0.399,1.91,0,24
2020,11/2/2020,13:37:56,orei_manure,rosemount,304,437,0.401,2.03,0,24
2020,11/2/2020,13:38:17,orei_manure,rosemount,304,438.6,0.406,1.93,0,24
2020,11/2/2020,13:38:38,orei_manure,rosemount,304,437.2,0.388,1.88,0,24
2020,11/2/2020,13:38:59,orei_manure,rosemount,304,436.4,0.376,1.86,0,24
2020,11/2/2020,13:39:20,orei_manure,rosemount,304,438.5,0.404,1.94,0,24
2020,11/2/2020,12:25:47,orei_manure,rosemount,307,438.1,0.402,2.01,0,23
2020,11/2/2020,12:26:08,orei_manure,rosemount,307,435.4,0.369,1.81,0,23
2020,11/2/2020,12:26:29,orei_manure,rosemount,307,434.1,0.386,1.94,0.03,23
2020,11/2/2020,12:26:50,orei_manure,rosemount,307,435.2,0.382,2.06,0.08,24
2020,11/2/2020,12:27:11,orei_manure,rosemount,307,436.1,0.408,2,0,23
2020,11/2/2020,12:27:32,orei_manure,rosemount,307,435.6,0.379,2.03,0,23
2020,11/2/2020,12:27:53,orei_manure,rosemount,307,436.2,0.402,1.94,0.1,23
2020,11/2/2020,12:28:14,orei_manure,rosemount,307,439.1,0.398,2.05,0,23
2020,11/2/2020,12:28:35,orei_manure,rosemount,307,436.6,0.39,2,0,23
2020,11/2/2020,12:28:56,orei_manure,rosemount,307,435.5,0.394,1.94,0,23
2020,11/2/2020,12:29:17,orei_manure,rosemount,307,436.5,0.38,1.94,0,23
2020,11/2/2020,12:29:38,orei_manure,rosemount,307,437.7,0.382,2.02,0,23
2020,11/2/2020,12:29:59,orei_manure,rosemount,307,435.7,0.38,1.97,0,23
2020,11/2/2020,12:30:20,orei_manure,rosemount,307,437,0.401,1.99,0,23
2020,11/2/2020,12:30:41,orei_manure,rosemount,307,437.8,0.397,1.88,0,23
2020,11/2/2020,12:31:03,orei_manure,rosemount,307,439.2,0.399,2.01,0,23
2020,11/2/2020,12:31:24,orei_manure,rosemount,307,439.2,0.384,1.94,0.04,23
2020,11/2/2020,12:31:45,orei_manure,rosemount,307,439.1,0.383,1.97,0.01,23
2020,11/2/2020,12:33:17,orei_manure,rosemount,308,436.9,0.39,1.96,0,23
2020,11/2/2020,12:33:38,orei_manure,rosemount,308,434.6,0.385,1.95,0,23
2020,11/2/2020,12:33:59,orei_manure,rosemount,308,433.7,0.371,1.99,0,23
2020,11/2/2020,12:34:20,orei_manure,rosemount,308,434.4,0.39,1.91,0,23
2020,11/2/2020,12:34:41,orei_manure,rosemount,308,434,0.39,1.94,0,23
2020,11/2/2020,12:35:02,orei_manure,rosemount,308,435.5,0.405,2.02,0,23
