"experiment","site","plot","date","ch4.e.gmd"
"atat","r100","1202","2023-05-16",0.00248523578237627
"atat","r100","1202","2023-05-31",0.00525805783440166
"atat","R100","1202","2023-06-14",0.00753213316862524
"atat","r100","1202","2023-06-27",0.00449084062126112
"atat","r100","1202","2023-07-10",-0.00494388823226442
"atat","r100","1202","2023-07-24",-0.000213099645186631
"atat","r100","1202","2023-08-07",-0.00190125316888095
"atat","r100","1202","2023-08-21",0.00272752190799512
"atat","r100","1203","2023-05-16",0.00101967620958927
"atat","r100","1203","2023-05-31",-0.000311230333239759
"atat","R100","1203","2023-06-14",-0.00031808191157928
"atat","r100","1203","2023-06-27",-0.001316280871749
"atat","r100","1203","2023-07-10",0.00503735328445694
"atat","r100","1203","2023-07-24",0.000228611210191348
"atat","r100","1203","2023-08-07",0.00122360122509825
"atat","r100","1203","2023-08-21",0.00163123662329206
"atat","r100","1204","2023-05-16",0.0001584768676818
"atat","r100","1204","2023-05-31",-0.00180229288529589
"atat","R100","1204","2023-06-14",-0.00053682215365703
"atat","r100","1204","2023-06-27",0.000774730312553537
"atat","r100","1204","2023-07-10",0.00789895454666713
"atat","r100","1204","2023-07-24",0.00197189910745364
"atat","r100","1204","2023-08-07",0.00104663105968458
"atat","r100","1204","2023-08-21",0.000154856573146975
"ATAT","r100","1205","2022-09-27",2.36618260882068e-05
"ATAT","r100","1205","2022-10-11",0.000784366315068646
"ATAT","r100","1205","2022-10-27",0.00381058433203673
"atat","r100","1205","2023-05-16",-0.00448345819370823
"atat","r100","1205","2023-05-31",-0.00427919211106672
"atat","R100","1205","2023-06-14",-0.00207721190138293
"atat","r100","1205","2023-06-27",-0.00283468239540165
"atat","r100","1205","2023-07-10",0.00618927800793457
"atat","r100","1205","2023-07-24",-0.00375818781896333
"atat","r100","1205","2023-08-07",0.00410369918839376
"atat","r100","1205","2023-08-21",0.00543799215389189
"ATAT","r100","1206","2022-09-27",-0.00157001684478829
"ATAT","r100","1206","2022-10-11",-0.00377226362248464
"ATAT","r100","1206","2022-10-27",0.00332134020493333
"atat","r100","1206","2023-05-16",-0.000598429191698219
"atat","r100","1206","2023-05-31",0.000981336511907638
"atat","R100","1206","2023-06-14",0.00100013906362872
"atat","r100","1206","2023-06-27",0.00424177035147793
"atat","r100","1206","2023-07-10",0.00230085461994423
"atat","r100","1206","2023-08-07",0.0024618807720093
"atat","r100","1207","2023-05-16",0.0020973042299469
"atat","r100","1207","2023-05-31",0.00241210969999762
"atat","R100","1207","2023-06-14",0.00369282115801393
"atat","r100","1207","2023-06-27",-0.00298137599024621
"atat","r100","1207","2023-07-10",0.00250067444581693
"atat","r100","1207","2023-07-25",0.00401158854254659
"atat","r100","1207","2023-08-07",0.000769337741252885
"atat","r100","1207","2023-08-21",-0.000619426292587763
"ATAT","r100","1208","2022-09-27",-0.00187115120663009
"ATAT","r100","1208","2022-10-11",0.000512008061905095
"ATAT","r100","1208","2022-10-27",0.00283766918343157
"atat","r100","1208","2023-05-16",0.00281770690591211
"atat","r100","1208","2023-05-31",0.000830361663921886
"atat","R100","1208","2023-06-14",0.00223034476453908
"atat","r100","1208","2023-06-27",-0.00495324288747992
"atat","r100","1208","2023-07-10",0.00043222759003856
"atat","r100","1208","2023-07-24",-0.00237735525190954
"atat","r100","1208","2023-08-07",0.000384668870626419
"atat","r100","1208","2023-08-21",0.00054199800601424
"ATAT","r100","1209","2022-09-02",0.00337292787904941
"ATAT","r100","1209","2022-09-08",0.000748750964715703
"ATAT","r100","1209","2022-09-15",-0.00102635932418605
"ATAT","r100","1209","2022-09-27",-0.00361196572223915
"ATAT","r100","1209","2022-10-11",-0.000469092546500131
"ATAT","r100","1209","2022-10-27",-0.00423712214674927
"atat","r100","1209","2023-05-16",0.00139370915832242
"atat","r100","1209","2023-05-31",0.00173078763532309
"atat","R100","1209","2023-06-14",-0.000153377758187726
"atat","r100","1209","2023-06-28",-1.86798398864249e-17
"atat","r100","1209","2023-07-10",0.000705003816494904
"atat","r100","1209","2023-07-25",0.00132774856412075
"atat","r100","1209","2023-08-07",0.00153867548250581
"atat","r100","1209","2023-08-21",-0.0027099900300714
"atat","r100","1210","2023-05-16",-0.0016490253055917
"atat","r100","1210","2023-05-31",0.000362660587921586
"atat","R100","1210","2023-06-14",-0.000297787061420913
"atat","r100","1210","2023-06-27",0.00281953825902698
"atat","r100","1210","2023-07-10",-0.000684264960655417
"atat","r100","1210","2023-07-24",0.00175824737886299
"atat","r100","1210","2023-08-07",0.00427234611631906
"atat","r100","1210","2023-08-21",0.00270130833848054
"ATAT","r100","1301","2022-09-02",0.000471020854179716
"ATAT","r100","1301","2022-09-08",-0.00015485657314697
"ATAT","r100","1301","2022-09-15",0.00211091645925046
"ATAT","r100","1301","2022-09-27",-0.000159998747251167
"ATAT","r100","1301","2022-10-11",0.000857221171084147
"ATAT","r100","1301","2022-10-27",-0.00103579894843567
"atat","r100","1301","2023-05-17",-0.000159998747251143
"atat","r100","1301","2023-05-31",0.00196267302381541
"atat","R100","1301","2023-06-14",0.00353095472067228
"atat","r100","1301","2023-06-28",0.0029679247290277
"atat","r100","1301","2023-07-10",0.00807715436724052
"atat","r100","1301","2023-07-25",0.00451028675447479
"atat","r100","1301","2023-08-07",0.00552159929475749
"atat","r100","1301","2023-08-21",0.00261749931973467
"atat","r100","1302","2023-05-17",-0.000239998120876693
"atat","r100","1302","2023-05-31",0.000905849087914782
"atat","R100","1302","2023-06-14",-0.00515148383166028
"atat","r100","1302","2023-06-27",0.00121159510255333
"atat","r100","1302","2023-07-10",0.00257463959292591
"atat","r100","1302","2023-07-25",0.00843746647604098
"atat","r100","1302","2023-08-07",-0.00161046646097098
"atat","r100","1302","2023-08-21",-0.00133288290506769
"atat","r100","1303","2023-05-17",-6.76432709671735e-05
"atat","r100","1303","2023-05-31",-0.00548658405265558
"atat","R100","1303","2023-06-14",-0.00165628890349563
"atat","r100","1303","2023-06-27",0.00256993589918472
"atat","r100","1303","2023-07-10",0.000832971633005426
"atat","r100","1303","2023-07-25",-0.00220229655119273
"atat","r100","1303","2023-08-07",0.00138249255527816
"atat","r100","1303","2023-08-21",0.00577003305939672
"ATAT","r100","1304","2022-09-27",-0.00165347342388772
"ATAT","r100","1304","2022-10-11",-0.00516855848073296
"ATAT","r100","1304","2022-10-27",0.00024322878715126
"atat","r100","1304","2023-05-17",7.99993736255288e-05
"atat","r100","1304","2023-05-31",0.00196267302381539
"atat","R100","1304","2023-06-14",0.00163064873735056
"atat","r100","1304","2023-06-27",0.00501358836589652
"atat","r100","1304","2023-07-10",-0.00363478530766015
"atat","r100","1304","2023-07-24",0.00241559756777281
"atat","r100","1304","2023-08-08",0.00119601909816318
"atat","r100","1304","2023-08-21",-0.00276961586851055
"ATAT","r100","1305","2022-09-27",-0.00176604571697632
"ATAT","r100","1305","2022-10-11",-7.24303996812709e-05
"ATAT","r100","1305","2022-10-27",0.000916785428493245
"atat","r100","1305","2023-05-17",-0.00350901079588638
"atat","r100","1305","2023-05-31",0.00286852211173019
"atat","R100","1305","2023-06-14",-0.00272070190367698
"atat","r100","1305","2023-06-27",-0.00243083072285896
"atat","r100","1305","2023-07-10",-0.00631134224441497
"atat","r100","1305","2023-07-24",-0.001585235903851
"atat","r100","1305","2023-08-07",-0.000152891076422878
"atat","r100","1305","2023-08-21",0.00439783176472664
"atat","r100","1306","2023-05-17",0.00289403697728559
"atat","r100","1306","2023-05-31",7.54874239928703e-05
"atat","R100","1306","2023-06-14",0.000364298111242611
"atat","r100","1306","2023-06-27",0.000987524981161421
"atat","r100","1306","2023-07-10",0.0023548672627696
"atat","r100","1306","2023-07-24",0.00113231135989348
"atat","r100","1306","2023-08-07",0.00305782152845746
"atat","r100","1306","2023-08-21",-0.00551703764328402
"ATAT","r100","1307","2022-09-02",0.00217835585371708
"ATAT","r100","1307","2022-09-08",0.000387141432867292
"ATAT","r100","1307","2022-09-15",0.00163096440473481
"ATAT","r100","1307","2022-09-27",0.00321063619754582
"ATAT","r100","1307","2022-10-11",0.00296130950010904
"atat","r100","1307","2023-05-17",0.00203531338534467
"atat","r100","1307","2023-05-31",-0.000528411967950366
"atat","R100","1307","2023-06-14",0.00374583137236043
"atat","r100","1307","2023-06-28",0.0020339052541153
"atat","r100","1307","2023-07-10",-0.00053174422062541
"atat","r100","1307","2023-07-24",-0.000336744196989578
"atat","r100","1307","2023-08-07",-0.00236981168455463
"atat","r100","1307","2023-08-21",0.000694622144180705
"atat","r100","1308","2023-05-16",0.000785222353594312
"atat","r100","1308","2023-05-31",0.00233800344319556
"atat","R100","1308","2023-06-14",-0.000840900920325888
"atat","r100","1308","2023-06-27",-0.00179841058960528
"atat","r100","1308","2023-07-10",-0.00602009520170634
"atat","r100","1308","2023-07-24",0.00451701440354914
"atat","r100","1308","2023-08-07",-0.000474149709390374
"atat","r100","1308","2023-08-21",0.00100334309714988
"ATAT","r100","1309","2022-09-27",-0.00486495893003703
"ATAT","r100","1309","2022-10-11",-0.00325408455056099
"ATAT","r100","1309","2022-10-27",-0.00112972530144242
"atat","r100","1309","2023-05-16",-7.71802382423503e-05
"atat","r100","1309","2023-05-31",0.00368353932025987
"atat","R100","1309","2023-06-14",0.000229336614634273
"atat","r100","1309","2023-06-27",-0.00541244589070914
"atat","r100","1309","2023-07-10",-0.00167648220807013
"atat","r100","1309","2023-07-24",-0.00275478397042363
"atat","r100","1309","2023-08-07",0.00138278544132426
"atat","r100","1309","2023-08-21",-0.00154360476484606
"atat","r100","1310","2023-05-16",0.00632877953586877
"atat","r100","1310","2023-05-31",-0.00872918981293405
"atat","R100","1310","2023-06-14",-0.0017688190494385
"atat","r100","1310","2023-06-28",0.00231364463766474
"atat","r100","1310","2023-07-10",0.00405161352520618
"atat","r100","1310","2023-07-24",-0.00114305605095695
"atat","r100","1310","2023-08-07",0.00605842144841454
"atat","r100","1310","2023-08-21",0.00455363405629582
"atat","r100","1401","2023-05-17",-0.00263997932964327
"atat","r100","1401","2023-06-01",0.00310224943615605
"atat","R100","1401","2023-06-15",-0.00260537366908753
"atat","r100","1401","2023-06-28",0.00509307704591889
"atat","r100","1401","2023-07-11",-0.000418927483845561
"atat","r100","1401","2023-07-25",0.000846283230389765
"atat","r100","1401","2023-08-08",-0.00100334309714993
"atat","r100","1401","2023-08-21",-0.000727105593082015
"atat","r100","1402","2023-05-17",0.00288826466016562
"atat","r100","1402","2023-06-01",-0.00227890380268028
"atat","R100","1402","2023-06-15",-0.000480701605051717
"atat","r100","1402","2023-06-28",-0.00093515036845551
"atat","r100","1402","2023-07-11",-0.000183223290374639
"atat","r100","1402","2023-07-25",-0.00151480005626213
"atat","r100","1402","2023-08-08",0.00353544402819645
"atat","r100","1402","2023-08-21",-0.000206422021996588
"atat","r100","1403","2023-05-17",0.0017390250374859
"atat","r100","1403","2023-06-01",0.002196016123378
"atat","R100","1403","2023-06-15",-0.00365375820569579
"atat","r100","1403","2023-06-28",0.000380424637368945
"atat","r100","1403","2023-07-11",0.00335613400088472
"atat","r100","1403","2023-07-25",-0.0015952326618762
"atat","r100","1403","2023-08-08",-7.74282865734926e-05
"atat","r100","1403","2023-08-21",-0.00438522512514158
"ATAT","r100","1404","2022-09-02",0.000453660107565027
"ATAT","r100","1404","2022-09-08",0.00251754111614933
"ATAT","r100","1404","2022-09-15",-7.79291973713075e-05
"ATAT","r100","1404","2022-09-27",-0.00175730221031701
"ATAT","r100","1404","2022-10-11",0.00149777831865305
"ATAT","r100","1404","2022-10-27",-0.00247545218999198
"atat","r100","1404","2023-05-17",0.00466303812142035
"atat","r100","1404","2023-06-01",0.00136304449037255
"atat","R100","1404","2023-06-15",-0.000158420590940928
"atat","r100","1404","2023-06-28",0.00229881343482674
"atat","r100","1404","2023-07-11",0.00456418441713345
"atat","r100","1404","2023-07-25",0.00265036428683545
"atat","r100","1404","2023-08-08",0.00311180759929531
"atat","r100","1404","2023-08-21",0.00569309928527144
"ATAT","r100","1405","2022-09-27",-0.000952661863612672
"ATAT","r100","1405","2022-10-11",1.5122379026128e-05
"ATAT","r100","1405","2022-10-27",0.00033409397250686
"atat","r100","1405","2023-06-01",0.00143115042546899
"atat","R100","1405","2023-06-15",0.000767842107155529
"atat","r100","1405","2023-06-28",-0.00166774760992871
"atat","r100","1405","2023-07-11",-0.000627493052054989
"atat","r100","1405","2023-07-25",0.00167897810893352
"atat","r100","1405","2023-08-08",0.00108749108219466
"atat","r100","1405","2023-08-21",0.000153867548250584
"ATAT","r100","1406","2022-09-27",-0.00167998684613661
"ATAT","r100","1406","2022-10-11",-0.00194194836106203
"ATAT","r100","1406","2022-10-27",0.00401230594900354
"atat","r100","1406","2023-05-17",-0.000239203819632668
"atat","r100","1406","2023-06-01",0.000207335387212528
"atat","R100","1406","2023-06-15",-0.00134642881094201
"atat","r100","1406","2023-06-28",-0.00152655927181618
"atat","r100","1406","2023-07-11",0.00285463266868345
"atat","r100","1406","2023-07-25",-0.00328152075327432
"atat","r100","1406","2023-08-08",0.00101307956582673
"atat","r100","1406","2023-08-21",-0.00076933774125298
"atat","r100","1407","2023-05-16",-0.00192950595605764
"atat","r100","1407","2023-06-01",-0.000153867548250653
"atat","R100","1407","2023-06-15",0.000793920130666298
"atat","r100","1407","2023-06-28",-0.00480055376755513
"atat","r100","1407","2023-07-11",0.00289273737008399
"atat","r100","1407","2023-07-25",0.000603899391943162
"atat","r100","1407","2023-08-08",0.00771887266861361
"atat","r100","1407","2023-08-21",0.000615470193002296
"ATAT","r100","1408","2022-09-02",0.00797511351706722
"ATAT","r100","1408","2022-09-08",0.00617441905938414
"ATAT","r100","1408","2022-09-15",-0.00178659249217705
"ATAT","r100","1408","2022-09-27",-0.000729119343531395
"ATAT","r100","1408","2022-10-11",-0.000438568893883437
"ATAT","r100","1408","2022-10-27",0.00371158084828929
"atat","r100","1408","2023-05-17",-2.24158078637099e-17
"atat","r100","1408","2023-06-01",0.000154360476484502
"atat","R100","1408","2023-06-15",-0.00103313062106341
"atat","r100","1408","2023-06-28",-0.00193570716433676
"atat","r100","1408","2023-07-11",0.00171444234216835
"atat","r100","1408","2023-07-25",0.00158523590385091
"atat","r100","1408","2023-08-08",-0.00292808197186331
"atat","r100","1408","2023-08-21",0.000615470193002286
"atat","r100","1409","2023-05-17",-0.00167442673742857
"atat","r100","1409","2023-06-01",0.00209056373748359
"atat","R100","1409","2023-06-15",-0.00592925300679817
"atat","r100","1409","2023-06-28",-0.0021679920240571
"atat","r100","1409","2023-07-11",0.00171444234216838
"atat","r100","1409","2023-07-25",0.00301949695971604
"atat","r100","1409","2023-08-08",0.00128231261433611
"atat","r100","1409","2023-08-21",0.00215414567550815
"ATAT","r100","1410","2022-09-27",-0.000399996868127809
"ATAT","r100","1410","2022-10-11",0.00116444930836325
"ATAT","r100","1410","2022-10-27",0.000983617641209613
"atat","r100","1410","2023-05-17",0.0037475265075781
"atat","r100","1410","2023-06-01",0.00594987927761131
"atat","R100","1410","2023-06-15",0.00302991504868017
"atat","r100","1410","2023-06-28",-0.00460467372855643
"atat","r100","1410","2023-07-11",-0.000125477088581924
"atat","r100","1410","2023-07-25",0.00211364787180124
"atat","r100","1410","2023-08-08",-0.000633682363763555
"atat","r100","1410","2023-08-21",0.000153867548250601
"eddyfluedddyflux","v08","1","2022-05-05",-0.00279441596726905
"eddyfluedddyflux","v08","13","2022-05-05",0.000879993109881003
"eddyfluedddyflux","v08","14","2022-05-05",-0.000398673032721065
"eddyfluedddyflux","v08","19","2022-05-05",0.000637876852353694
"eddyfluedddyflux","v08","20","2022-05-05",0.00135998935163431
"eddyfluedddyflux","v08","25","2022-05-05",0.00199336516360538
"eddyfluedddyflux","v08","28","2022-05-05",-0.00375997056040096
"eddyfluedddyflux","v08","29","2022-05-05",-8.74922820273521e-05
"eddyfluedddyflux","v08","32","2022-05-05",0.00210512864485536
"eddyfluedddyflux","i10","33","2022-05-04",0.00252247735009864
"eddyfluedddyflux","i10","36","2022-05-04",-0.000401329524693227
"eddyfluedddyflux","i10","37","2022-05-04",0.0046580923174594
"eddyfluedddyflux","v08","4","2022-05-05",0.00414619954029919
"eddyfluedddyflux","i10","40","2022-05-04",0.00167998684613654
"eddyfluedddyflux","i10","45","2022-05-04",0.00386514821473727
"eddyfluedddyflux","i10","46","2022-05-04",6.92790397052617e-05
"eddyfluedddyflux","v08","5","2022-05-05",-0.00160726377735858
"eddyfluedddyflux","i10","51","2022-05-04",0.00120033582137193
"eddyfluedddyflux","i10","52","2022-05-04",0.000263375363457065
"eddyfluedddyflux","i10","57","2022-05-04",-0.00030872026576447
"eddyfluedddyflux","i10","60","2022-05-04",-0.00114005180457824
"eddyfluedddyflux","i10","61","2022-05-04",0.0011558239640872
"eddyfluedddyflux","i10","64","2022-05-04",-0.00126321147592124
"eddyfluedddyflux","v08","8","2022-05-05",0.000318938426176846
"eddyflux","v08","1","2022-05-16",0.00378933004576073
"eddyflux","v08","1","2022-06-01",0.0014443301545115
"eddyflux","v08","1","2022-06-16",0.0478485271859729
"eddyflux","v08","1","2022-06-28",0.0348933189211111
"eddyflux","v08","1","2022-07-14",0.00422593414684337
"eddyflux","v08","1","2022-09-19",-0.00127450413558286
"eddyflux","v08","1","2022-10-03",0.000321063619754567
"eddyflux","v08","1","2022-10-21",-0.00346925102110687
"eddyflux","v08","1","2023-05-24",0.0046399636702819
"eddyflux","v08","1","2023-06-09",0.00381164291401024
"eddyflux","v08","1","2023-06-19",0.00413747313395073
"eddyflux","v08","1","2023-07-05",0.000797346065442094
"eddyflux","v08","1","2023-07-17",0.00311883446764275
"eddyflux","v08","1","2023-08-04",0.0054835394502592
"eddyflux","v08","1","2023-08-15",0.0024430591039366
"eddyflux","v08","1","2023-08-30",0.00631995051641854
"eddyflux","v08","1","2023-09-12",0.00874187448592058
"eddyflux","v08","1","2023-10-09",0.00904905915608712
"eddyflux","v08","1","2024-05-29",0.0084842683339498
"eddyflux","v08","1","2024-06-10",-0.000609420548427667
"eddyflux","v08","1","2024-06-27",0.00222366091765038
"eddyflux","v08","1","2024-07-16",0.0007441595356164
"eddyflux","v08","1","2024-08-19",0.000475130125938975
"eddyflux","v08","1","2024-09-06",0.00098946394697885
"eddyflux","v08","1","2024-10-07",-0.00110297254385542
"eddyflux","v08","1","2024-10-28",-0.000542732444827682
"eddyflux","v08","13","2022-05-16",-0.00343138934007666
"eddyflux","v08","13","2022-06-01",-0.001864931403828
"eddyflux","v08","13","2022-06-28",-0.00177149454196029
"eddyflux","v08","13","2022-07-14",0.0020527186483719
"eddyflux","v08","13","2022-08-03",-0.00083486447607392
"eddyflux","v08","13","2022-09-19",-0.000788889078292441
"eddyflux","v08","13","2022-10-03",0.00108217684944213
"eddyflux","v08","13","2022-10-21",-0.00144283672699531
"eddyflux","v08","13","2023-05-08",0.00254309075954048
"eddyflux","v08","13","2023-05-24",-0.0016689033109485
"eddyflux","v08","13","2023-06-09",-0.00711205820529152
"eddyflux","v08","13","2023-06-19",-0.00153796896659063
"eddyflux","v08","13","2023-07-05",-0.00217918460831436
"eddyflux","v08","13","2023-07-17",0.00234546273250055
"eddyflux","v08","13","2023-08-04",0.00503634142580239
"eddyflux","v08","13","2023-08-15",0.00175416134397267
"eddyflux","v08","13","2023-09-12",-0.00312618723116132
"eddyflux","i10","13","2023-10-23",0.00620624679030898
"eddyflux","v08","13","2024-05-29",-0.000940830185675224
"eddyflux","v08","13","2024-06-10",-0.000114872363476507
"eddyflux","v08","13","2024-06-27",0.00339335758803264
"eddyflux","v08","13","2024-07-16",-0.00152969273585404
"eddyflux","v08","13","2024-08-19",0.00611061975391417
"eddyflux","v08","13","2024-09-06",-0.000835591206695848
"eddyflux","v08","13","2024-10-07",0.00103648193791474
"eddyflux","v08","13","2024-10-28",-0.00124795395505002
"eddyflux","v08","14","2022-05-16",-0.000705929683561894
"eddyflux","v08","14","2022-06-01",-0.000399318105889739
"eddyflux","v08","14","2022-06-28",0.00273637318791721
"eddyflux","v08","14","2022-07-14",-0.00306928695352508
"eddyflux","v08","14","2022-08-03",0.000838241104034982
"eddyflux","v08","14","2022-09-19",8.21787027556167e-05
"eddyflux","v08","14","2022-10-03",-0.00187123216158081
"eddyflux","v08","14","2022-10-21",-0.00568140159749743
"eddyflux","v08","14","2023-05-08",-0.00137712460861781
"eddyflux","v08","14","2023-05-24",-0.000860003001916917
"eddyflux","v08","14","2023-06-19",0.00603940635273049
"eddyflux","v08","14","2023-07-05",0.00381853067119322
"eddyflux","v08","14","2023-07-17",0.00157238562176142
"eddyflux","v08","14","2023-08-04",0.000690199911844643
"eddyflux","v08","14","2023-08-15",0.00657244774986024
"eddyflux","v08","14","2023-08-30",0.00212407343084046
"eddyflux","v08","14","2023-09-12",-0.00402907230167939
"eddyflux","v08","14","2023-10-09",-0.00199307573357994
"eddyflux","i10","14","2023-10-23",-0.00504004965223349
"eddyflux","v08","14","2024-05-29",0.000825663751128997
"eddyflux","v08","14","2024-06-10",0.00152703057740958
"eddyflux","v08","14","2024-06-27",0.00230927063438955
"eddyflux","v08","14","2024-07-16",-0.00107486715906292
"eddyflux","v08","14","2024-08-19",0.00159795498693864
"eddyflux","v08","14","2024-10-07",-0.000110022299376659
"eddyflux","v08","14","2024-10-28",-0.00023759023793377
"eddyflux","v08","19","2022-05-16",0.0012699618653401
"eddyflux","v08","19","2022-06-01",0.00253304250628736
"eddyflux","v08","19","2022-06-16",-0.00396157465656648
"eddyflux","v08","19","2022-06-28",-0.00101469665110922
"eddyflux","v08","19","2022-07-14",-0.00336398835455469
"eddyflux","v08","19","2022-08-03",0.00661290780254786
