plot,date,year,co2.e.gmd,co2.e.gmhr,n2o.e.gmhr,ch4.e.gmhr,experiment,site
2103,2022-07-01,2022,0.651494875,0.02714562,2.37946e-4,0,ncas,x
2103,2022-07-25,2022,0.539974159,0.022498923,-9.45e-5,0,ncas,x
2103,2022-08-09,2022,2.829608735,0.117900364,4.41778e-4,0,ncas,x
2103,2022-08-24,2022,1.627314784,0.067804783,1.30342e-4,0,ncas,x
2103,2022-09-07,2022,0.619095105,0.025795629,0,6.99e-5,ncas,x
2103,2022-09-22,2022,0.284280201,0.011845008,0,0,ncas,x
2103,2022-10-06,2022,0,0,0,0,ncas,x
2103,2022-10-19,2022,0.341044877,0.014210203,8.79e-5,0,ncas,x
2103,2023-04-14,2023,0.278469552,0.011602898,-1.92018e-4,0,ncas,x
2103,2023-04-26,2023,0.502533962,0.020938915,-1.17997e-4,0,ncas,x
2103,2023-05-09,2023,0,0,-3.59322e-4,0,ncas,x
2103,2023-05-22,2023,1.483839099,0.061826629,0,0,ncas,x
2103,2023-06-05,2023,0.400263484,0.016677645,-8.96e-5,0,ncas,x
2103,2023-07-05,2023,4.72333627,0.196805678,0,0,ncas,x
2103,2023-07-20,2023,1.84505172,0.076877155,0,0,ncas,x
2103,2023-08-02,2023,2.776961972,0.115706749,1.84445e-4,0,ncas,x
2103,2023-08-17,2023,1.030952502,0.042956354,0,0,ncas,x
2103,2023-09-27,2023,1.414853495,0.058952229,7.91e-5,0,ncas,x
2104,2022-05-18,2022,1.407663772,0.058652657,7.69e-5,0,ncas,x
2104,2022-06-07,2022,0.636039367,0.02650164,-2.5792e-4,0,ncas,x
2104,2022-07-01,2022,0.876108803,0.036504533,0,0,ncas,x
2104,2022-07-25,2022,1.621646824,0.067568618,-7.14e-5,0,ncas,x
2104,2022-08-09,2022,2.403207934,0.100133664,2.6313e-4,0,ncas,x
2104,2022-08-24,2022,1.953804054,0.081408502,-8.9e-5,0,ncas,x
2104,2022-09-07,2022,1.246115058,0.051921461,1.22474e-4,0,ncas,x
2104,2022-09-22,2022,0.358818987,0.014950791,0,0,ncas,x
2104,2022-10-06,2022,0.899934583,0.037497274,0,0,ncas,x
2104,2022-10-19,2022,0.193910189,0.008079591,5.01e-5,0,ncas,x
2104,2023-04-14,2023,1.122569763,0.04677374,2.69245e-4,0,ncas,x
2104,2023-04-26,2023,0.813537995,0.033897416,1.062e-4,0,ncas,x
2104,2023-05-09,2023,0,0,-1.97287e-4,0,ncas,x
2104,2023-05-22,2023,1.06130692,0.044221122,-7.99e-5,0,ncas,x
2104,2023-06-05,2023,0,0,0,0,ncas,x
2104,2023-07-05,2023,1.470030295,0.061251262,0,0,ncas,x
2104,2023-07-20,2023,1.379183646,0.057465985,0,0,ncas,x
2104,2023-08-02,2023,1.092310799,0.04551295,0,0,ncas,x
2104,2023-08-17,2023,1.050004562,0.04375019,0,0,ncas,x
2104,2023-09-27,2023,3.097171172,0.129048799,2.2439e-4,0,ncas,x
2105,2022-05-18,2022,1.644729944,0.068530414,0,0,ncas,x
2105,2022-06-07,2022,0,0,2.52784e-4,0,ncas,x
2105,2022-07-25,2022,0.30922973,0.012884572,-1.00007e-4,0,ncas,x
2105,2022-08-09,2022,1.451314555,0.06047144,0,0,ncas,x
2105,2022-08-24,2022,1.753587782,0.073066158,0,-6.4e-5,ncas,x
2105,2022-09-07,2022,0.844020725,0.03516753,0,0,ncas,x
2105,2022-09-22,2022,0.839593342,0.034983056,1.7445e-4,0,ncas,x
2105,2022-10-06,2022,1.753378847,0.073057452,3.05031e-4,0,ncas,x
2105,2022-10-19,2022,0.838120958,0.034921707,1.94487e-4,0,ncas,x
2105,2023-04-14,2023,1.225932594,0.051080525,0,0,ncas,x
2105,2023-04-26,2023,0.926856861,0.038619036,5.93e-5,5.19e-5,ncas,x
2105,2023-05-09,2023,0,0,0,0,ncas,x
2105,2023-05-22,2023,1.450025561,0.060417732,0,0,ncas,x
2105,2023-06-05,2023,0.528083362,0.022003473,0,0,ncas,x
2105,2023-07-04,2023,3.43918579,0.143299408,8.24e-5,0,ncas,x
2105,2023-07-20,2023,1.552534379,0.064688932,-4.3e-5,0,ncas,x
2105,2023-08-02,2023,1.411162407,0.058798434,0,6.73e-5,ncas,x
2105,2023-08-17,2023,1.596344586,0.066514358,0,0,ncas,x
2105,2023-09-27,2023,2.128757007,0.088698209,0,0,ncas,x
2106,2022-05-18,2022,-0.554609882,-0.023108745,7.12e-5,0,ncas,x
2106,2022-06-07,2022,1.468853011,0.061202209,0,0,ncas,x
2106,2022-07-01,2022,2.228970203,0.092873758,1.81278e-4,0,ncas,x
2106,2022-07-25,2022,0.242858292,0.010119096,-1.28097e-4,-5.42e-5,ncas,x
2106,2022-08-09,2022,0,0,0,-1.56768e-4,ncas,x
2106,2022-08-24,2022,2.041030046,0.085042919,0,0,ncas,x
2106,2022-09-07,2022,1.208513039,0.05035471,-1.22872e-4,0,ncas,x
2106,2022-09-22,2022,0.52866388499999994,0.022027662,-1.31886e-4,0,ncas,x
2106,2022-10-06,2022,1.036361164,0.043181715,2.09625e-4,0,ncas,x
2106,2022-10-19,2022,0.195454147,0.008143923,6.24e-5,-4.15e-5,ncas,x
2106,2023-04-14,2023,0.461392955,0.019224706,8.8e-5,0,ncas,x
2106,2023-04-26,2023,0.612711745,0.025529656,1.3261e-4,0,ncas,x
2106,2023-05-09,2023,0,0,1.77414e-4,0,ncas,x
2106,2023-05-22,2023,1.090484515,0.045436855,-3.16651e-4,0,ncas,x
2106,2023-06-05,2023,0.80225716,0.033427382,-2.53812e-4,0,ncas,x
2106,2023-07-04,2023,2.337401158,0.097391715,0,0,ncas,x
2106,2023-07-20,2023,0.737474343,0.030728098,0,0,ncas,x
2106,2023-08-02,2023,1.121620183,0.046734174,-1.20217e-4,0,ncas,x
2106,2023-08-17,2023,0.644224545,0.026842689,0,0,ncas,x
2106,2023-09-27,2023,1.973772754,0.082240531,0,0,ncas,x
2107,2022-05-18,2022,0.992977968,0.041374082,7.67e-5,0,ncas,x
2107,2022-06-07,2022,0.75250742,0.031354476,0,0,ncas,x
2107,2022-07-01,2022,1.385786957,0.057741123,1.23225e-4,0,ncas,x
2107,2022-07-25,2022,0.561544965,0.023397707,-1.4546e-4,0,ncas,x
2107,2022-08-09,2022,1.654131881,0.068922162,0,0,ncas,x
2107,2022-08-24,2022,1.807746956,0.07532279,0,0,ncas,x
2107,2022-09-07,2022,0.625524784,0.026063533,0,0,ncas,x
2107,2022-09-22,2022,0.441112601,0.018379692,-2.43771e-4,0,ncas,x
2107,2022-10-06,2022,0.215036502,0.008959854,0,-4.03e-5,ncas,x
2107,2022-10-19,2022,1.503545601,0.062647733,5.0758e-4,0,ncas,x
2107,2023-04-14,2023,0.882315405,0.036763142,-1.94944e-4,0,ncas,x
2107,2023-04-26,2023,0.502923885,0.020955162,8.34e-5,4.79e-5,ncas,x
2107,2023-05-09,2023,0.774709025,0.032279543,1.13207e-4,0,ncas,x
2107,2023-05-22,2023,1.049234809,0.043718117,-2.65424e-4,0,ncas,x
2107,2023-06-05,2023,0.339982343,0.014165931,0,0,ncas,x
2107,2023-07-04,2023,1.355818365,0.056492432,0,0,ncas,x
2107,2023-07-20,2023,0.365641857,0.015235077,-8.41e-5,0,ncas,x
2107,2023-08-02,2023,0.907605668,0.037816903,-7.5e-5,0,ncas,x
2107,2023-08-17,2023,2.176324755,0.090680198,6.53e-5,0,ncas,x
2107,2023-09-27,2023,1.030891758,0.042953823,-2.13254e-4,0,ncas,x
2109,2022-05-18,2022,1.83517465,0.07646561,0,0,ncas,x
2109,2022-06-07,2022,1.180514387,0.049188099,-1.32585e-4,5.07e-5,ncas,x
2109,2022-07-01,2022,0.70080106,0.029200044,0,-7.03e-5,ncas,x
2109,2022-07-25,2022,1.105415332,0.046058972,-9.01e-5,0,ncas,x
2109,2022-08-09,2022,3.137641195,0.13073505,0,0,ncas,x
2109,2022-08-24,2022,2.103515443,0.087646477,1.29274e-4,0,ncas,x
2109,2022-09-07,2022,1.124829028,0.046867876,-9.56e-5,0,ncas,x
2109,2022-09-22,2022,0,0,0,3.69e-5,ncas,x
2109,2022-10-06,2022,0.254368891,0.010598704,-1.77222e-4,0,ncas,x
2109,2022-10-19,2022,0,0,-2.26087e-4,0,ncas,x
2109,2023-04-14,2023,0.697362475,0.02905677,-1.08849e-4,0,ncas,x
2109,2023-04-26,2023,0.604209195,0.025175383,9.29e-5,0,ncas,x
2109,2023-05-09,2023,0.786052536,0.032752189,2.02281e-4,-7.63e-5,ncas,x
2109,2023-05-22,2023,0.715279204,0.0298033,-3.2357e-4,0,ncas,x
2109,2023-06-05,2023,0.671589277,0.027982887,-1.63425e-4,0,ncas,x
2109,2023-07-04,2023,2.12572634,0.088571931,1.87806e-4,0,ncas,x
2109,2023-07-20,2023,1.291657815,0.053819076,0,0,ncas,x
2109,2023-08-02,2023,1.778843627,0.074118484,8.91e-5,7.93e-5,ncas,x
2109,2023-08-16,2023,2.740631357,0.114192973,1.19755e-4,0,ncas,x
2109,2023-09-27,2023,1.749861463,0.072910894,1.28746e-4,0,ncas,x
2112,2022-05-18,2022,1.252830389,0.052201266,0,9e-5,ncas,x
2112,2022-06-07,2022,0.818221227,0.034092551,0,0,ncas,x
2112,2022-07-01,2022,0.790860945,0.032952539,0,0,ncas,x
2112,2022-07-25,2022,0.875399401,0.036474975,0,0,ncas,x
2112,2022-08-09,2022,1.184813482,0.049367228,0,0,ncas,x
2112,2022-08-24,2022,2.427607528,0.101150314,3.72028e-4,-6.61e-5,ncas,x
2112,2022-09-07,2022,1.525492039,0.063562168,0,0,ncas,x
2112,2022-09-22,2022,0,0,-3.05695e-4,0,ncas,x
2112,2022-10-06,2022,0.204563265,0.008523469,-1.98833e-4,0,ncas,x
2112,2022-10-19,2022,0,0,-1.43506e-4,0,ncas,x
2112,2023-04-14,2023,1.410145857,0.058756077,-8.9e-5,0,ncas,x
2112,2023-04-26,2023,1.061644581,0.044235191,0,0,ncas,x
2112,2023-05-09,2023,1.236955265,0.051539803,0,0,ncas,x
2112,2023-05-22,2023,1.29395189,0.053914662,0,0,ncas,x
2112,2023-06-05,2023,0.647084079,0.026961837,-1.63045e-4,0,ncas,x
2112,2023-07-04,2023,1.819206663,0.075800278,0,0,ncas,x
2112,2023-07-20,2023,1.915484808,0.079811867,0,0,ncas,x
2112,2023-08-02,2023,1.139102222,0.047462593,-1.38235e-4,8.63e-5,ncas,x
2112,2023-08-16,2023,2.467371019,0.102807126,0,0,ncas,x
2112,2023-09-27,2023,1.523074084,0.06346142,0,0,ncas,x
2201,2022-05-18,2022,1.49124719,0.0621353,5.39e-5,0,ncas,x
2201,2022-06-07,2022,1.370012869,0.05708387,0,0,ncas,x
2201,2022-07-01,2022,1.557890017,0.064912084,0,0,ncas,x
2201,2022-07-25,2022,0.828202348,0.034508431,-1.33954e-4,0,ncas,x
2201,2022-08-09,2022,2.059592405,0.08581635,0,0,ncas,x
2201,2022-09-07,2022,0.727476879,0.030311537,0,0,ncas,x
2201,2022-09-22,2022,0.370034429,0.015418101,0,0,ncas,x
2201,2022-10-06,2022,0.152652903,0.006360538,0,0,ncas,x
2201,2022-10-19,2022,0.323893118,0.013495547,-1.60623e-4,0,ncas,x
2201,2023-04-14,2023,2.446174567,0.10192394,0,0,ncas,x
2201,2023-04-25,2023,1.032919734,0.043038322,2.54181e-4,0,ncas,x
2201,2023-05-09,2023,1.48668016,0.061945007,0,0,ncas,x
2201,2023-05-22,2023,1.52436782,0.063515326,1.16375e-4,-5.38e-5,ncas,x
2201,2023-06-05,2023,1.161051475,0.048377145,-3.10958e-4,0,ncas,x
2201,2023-07-04,2023,2.402628815,0.100109534,-7.3e-5,0,ncas,x
2201,2023-07-20,2023,2.105477482,0.087728228,0,0,ncas,x
2201,2023-08-02,2023,2.912749452,0.12136456,8.14e-5,0,ncas,x
2201,2023-08-16,2023,3.298579619,0.137440817,1.39998e-4,0,ncas,x
2201,2023-09-14,2023,0.847708758,0.035321198,0,0,ncas,x
2201,2023-09-27,2023,2.58762134,0.107817556,1.55126e-4,0,ncas,x
2202,2022-05-18,2022,1.540259102,0.064177463,0,0,ncas,x
2202,2022-06-07,2022,1.09134809,0.045472837,-2.55959e-4,0,ncas,x
2202,2022-07-01,2022,1.446128636,0.06025536,1.92137e-4,0,ncas,x
2202,2022-07-25,2022,0.933467689,0.038894487,0,0,ncas,x
2202,2022-08-09,2022,1.639319021,0.068304959,0,0,ncas,x
2202,2022-08-24,2022,2.133765325,0.088906889,0,0,ncas,x
2202,2022-09-07,2022,1.210935405,0.050455642,1.03465e-4,0,ncas,x
2202,2022-09-22,2022,0.665590617,0.027732942,-2.11763e-4,0,ncas,x
2202,2022-10-06,2022,0.464934263,0.019372261000000002,0,-8.06e-5,ncas,x
2202,2022-10-19,2022,0.601168127,0.025048672,0,0,ncas,x
2202,2023-04-14,2023,0.604226379,0.025176099,0,0,ncas,x
2202,2023-04-25,2023,0.989860189,0.041244175,0,0,ncas,x
2202,2023-05-09,2023,1.516258654,0.063177444,0,-7.04e-5,ncas,x
2202,2023-05-22,2023,1.81695048,0.07570627,-2.91255e-4,0,ncas,x
2202,2023-06-05,2023,1.043078299,0.043461596,0,0,ncas,x
2202,2023-07-04,2023,2.495650775,0.103985449,-1.09606e-4,0,ncas,x
2202,2023-07-20,2023,2.11333166,0.088055486,0,0,ncas,x
2202,2023-08-02,2023,1.341180189,0.055882508,-6.19e-5,8.14e-5,ncas,x
2202,2023-08-17,2023,0.751545801,0.031314408,0,0,ncas,x
2202,2023-09-14,2023,0,0,0,0,ncas,x
2202,2023-09-27,2023,3.190414536,0.132933939,0,0,ncas,x
2203,2022-05-18,2022,1.582818191,0.065950758,1.0006e-4,0,ncas,x
2203,2022-06-07,2022,1.090065162,0.045419382,0,0,ncas,x
2203,2022-07-01,2022,0.417496832,0.017395701,0,0,ncas,x
2203,2022-07-25,2022,0.784623707,0.032692654,0,0,ncas,x
2203,2022-08-09,2022,0,0,0,0,ncas,x
2203,2022-08-24,2022,1.712849496,0.071368729,-6.28e-5,0,ncas,x
2203,2022-09-07,2022,1.536378882,0.064015787,1.24832e-4,0,ncas,x
2203,2022-09-22,2022,0.590865743,0.024619406,2.87632e-4,0,ncas,x
2203,2022-10-06,2022,0.288735888,0.012030662,7.52e-5,0,ncas,x
2203,2022-10-19,2022,0.752431138,0.031351297,0.00030911000000000003,0,ncas,x
2203,2023-04-14,2023,0,0,0,0,ncas,x
2203,2023-04-25,2023,1.058959943,0.044123331,2.63693e-4,0,ncas,x
2203,2023-05-09,2023,0,0,-1.78983e-4,0,ncas,x
2203,2023-05-22,2023,0.25735054,0.010722939,0,0,ncas,x
2203,2023-06-05,2023,0.237424399,0.009892683,-1.9304e-4,0,ncas,x
2203,2023-07-04,2023,0.368631573,0.015359649,0,0,ncas,x
2203,2023-07-20,2023,0.765070546,0.031877939,1.14957e-4,6.12e-5,ncas,x
2203,2023-08-02,2023,1.985148897,0.082714537,-8.04e-5,0,ncas,x
2203,2023-08-17,2023,0.423337304,0.017639054,0,0,ncas,x
2203,2023-09-14,2023,0.50391322,0.020996384,-2.31461e-4,0,ncas,x
2203,2023-09-27,2023,1.36124321,0.056718467,3.62326e-4,0,ncas,x
2204,2022-05-18,2022,1.640619543,0.068359148,0,0,ncas,x
2204,2022-06-07,2022,1.431035626,0.059626484,3.39879e-4,0,ncas,x
2204,2022-07-01,2022,1.334355734,0.055598156,0,0,ncas,x
2204,2022-07-25,2022,1.105222989,0.046050958,0,0,ncas,x
2204,2022-08-09,2022,1.234926135,0.051455256,0,0,ncas,x
2204,2022-08-24,2022,4.392786321,0.183032763,0,0,ncas,x
2204,2022-09-07,2022,1.426666885,0.059444454,0,0,ncas,x
2204,2022-09-22,2022,0.665990805,0.027749617,0,0,ncas,x
2204,2022-10-06,2022,0,0,-1.88613e-4,0,ncas,x
2204,2022-10-19,2022,0,0,0,0,ncas,x
2204,2023-04-14,2023,0.499932834,0.020830535,-1.05181e-4,0,ncas,x
2204,2023-04-25,2023,0.940247847,0.039176994,0,0,ncas,x
2204,2023-05-09,2023,0.923421212,0.038475884,0,0,ncas,x
2204,2023-05-22,2023,1.194261299,0.049760887,-1.01092e-4,0,ncas,x
2204,2023-06-05,2023,0.647985023,0.026999376,0,0,ncas,x
2204,2023-07-04,2023,2.176236952,0.09067654,0,0,ncas,x
2204,2023-07-20,2023,0.50406281,0.021002617,0,0,ncas,x
2204,2023-08-02,2023,0.844037575,0.035168232,1.32427e-4,0,ncas,x
2204,2023-08-16,2023,2.231909775,0.092996241,6.58e-5,0,ncas,x
2204,2023-09-14,2023,1.20004906,0.050002044,5.28673e-4,0,ncas,x
2204,2023-09-27,2023,1.462651111,0.060943796,-1.46261e-4,0,ncas,x
2205,2022-05-18,2022,1.332312795,0.055513033,8.35e-5,0,ncas,x
2205,2022-07-01,2022,1.187206978,0.049466957,1.61185e-4,0,ncas,x
2205,2022-07-25,2022,0.663067371,0.027627807,1.01238e-4,0,ncas,x
2205,2022-08-09,2022,2.301692196,0.095903842,4.42666e-4,-9.99e-5,ncas,x
2205,2022-08-24,2022,1.987810253,0.082825427,0,0,ncas,x
2205,2022-09-07,2022,1.816185466,0.075674394,0,0,ncas,x
2205,2022-09-22,2022,0.697905572,0.029079399,0,6.3e-5,ncas,x
2205,2022-10-06,2022,0,0,0,0,ncas,x
2205,2022-10-19,2022,0.576250942,0.024010456,0,0,ncas,x
2205,2023-04-14,2023,0.817746839,0.034072785,-2.0899e-4,0,ncas,x
2205,2023-04-25,2023,0.850576131,0.035440672,0,0,ncas,x
2205,2023-05-09,2023,0.790231928,0.03292633,1.90258e-4,0,ncas,x
2205,2023-05-22,2023,1.398789546,0.058282898,0,8.33e-5,ncas,x
2205,2023-06-05,2023,0.647636664,0.026984861,-1.21302e-4,0,ncas,x
2205,2023-06-21,2023,0,0,-1.45121e-4,0,ncas,x
2205,2023-07-03,2023,1.152229596,0.048009566,1.70019e-4,0,ncas,x
2205,2023-07-19,2023,1.966109128,0.081921214,6.84e-5,0,ncas,x
2205,2023-08-01,2023,1.519452219,0.063310509,0,0,ncas,x
2205,2023-08-17,2023,0.734512736,0.030604697,0,9.05e-5,ncas,x
2205,2023-09-13,2023,1.004567297,0.041856971,0,0,ncas,x
2205,2023-09-27,2023,1.341885565,0.055911899,-1.55145e-4,0,ncas,x
2206,2022-05-18,2022,2.322572379,0.096773849,0,0,ncas,x
2206,2022-06-07,2022,0.630567348,0.026273639,0,4.9e-5,ncas,x
2206,2022-07-01,2022,0.814063361,0.033919307,0,0,ncas,x
2206,2022-07-25,2022,0,0,-3.81183e-4,0,ncas,x
2206,2022-08-09,2022,1.63003445,0.067918102,2.49238e-4,0,ncas,x
2206,2022-08-24,2022,1.747822055,0.072825919,0,0,ncas,x
2206,2022-09-07,2022,1.982328288,0.082597012,4.24712e-4,0,ncas,x
2206,2022-09-22,2022,0,0,-2.07068e-4,0,ncas,x
2206,2022-10-06,2022,0.248296173,0.010345674,0,0,ncas,x
2206,2022-10-19,2022,0.286339731,0.011930822,-9.07e-5,0,ncas,x
2206,2023-04-14,2023,1.712878954,0.071369956,-2.27921e-4,0,ncas,x
2206,2023-04-25,2023,0.908890587,0.037870441,0,0,ncas,x
2206,2023-05-09,2023,1.717258991,0.071552458,3.61991e-4,0,ncas,x
2206,2023-05-22,2023,1.730825854,0.072117744,3.1711e-4,0,ncas,x
2206,2023-06-05,2023,0.267045802,0.011126908,-3.62373e-4,0,ncas,x
2206,2023-06-21,2023,0.307307885,0.012804495,-1.73181e-4,0,ncas,x
2206,2023-07-03,2023,0.691233091,0.028801379,0,0,ncas,x
2206,2023-07-19,2023,1.412530515,0.058855438,0,0,ncas,x
2206,2023-08-01,2023,1.954473307,0.081436388,0,0,ncas,x
2206,2023-08-17,2023,0.222948459,0.009289519,-1.07399e-4,0,ncas,x
2206,2023-09-13,2023,0.441998447,0.018416602,7.75e-5,0,ncas,x
2206,2023-09-27,2023,1.232811462,0.051367144000000003,0,0,ncas,x
2207,2022-05-18,2022,1.397531503,0.058230479,0,0,ncas,x
2207,2022-06-07,2022,1.14155711,0.04756488,-2.43304e-4,7.27e-5,ncas,x
2207,2022-07-01,2022,1.983204863,0.082633536,3.62497e-4,0,ncas,x
2207,2022-07-25,2022,1.271096962,0.052962373,0,0,ncas,x
2207,2022-08-09,2022,1.686550851,0.070272952,0,0,ncas,x
2207,2022-08-24,2022,3.140844627,0.130868526,0,-5.84e-5,ncas,x
2207,2022-09-07,2022,1.778067192,0.074086133,0,0,ncas,x
2207,2022-09-22,2022,0.924822853,0.038534286,0,0,ncas,x
2207,2022-10-06,2022,1.647867868,0.068661161,1.02191e-4,0,ncas,x
2207,2022-10-19,2022,1.216293149,0.050678881,2.88237e-4,0,ncas,x
2207,2023-04-14,2023,0.146323378,0.006096807,0,0,ncas,x
2207,2023-04-25,2023,2.116182515,0.088174271,6.3e-5,0,ncas,x
2207,2023-05-09,2023,1.952430973,0.081351291,0,-5.23e-5,ncas,x
2207,2023-05-22,2023,2.199265035,0.091636043,-2.52303e-4,0,ncas,x
2207,2023-06-05,2023,1.813916881,0.07557987,-3.37736e-4,0,ncas,x
2207,2023-06-21,2023,0,0,0,0,ncas,x
2207,2023-07-03,2023,2.687812724,0.111992197,0,0,ncas,x
2207,2023-07-19,2023,3.123542566,0.130147607,0,0,ncas,x
2207,2023-08-01,2023,3.672506327,0.153021097,0,0,ncas,x
2207,2023-08-17,2023,1.234471551,0.051436315,0,0,ncas,x
2207,2023-09-13,2023,1.673122061,0.069713419,0,0,ncas,x
2207,2023-09-27,2023,3.170398365,0.132099932,2.33519e-4,0,ncas,x
2208,2022-05-18,2022,1.283754774,0.053489782,-1.14775e-4,0,ncas,x
2208,2022-06-07,2022,1.146807703,0.047783654,-2.22678e-4,0,ncas,x
2208,2022-07-01,2022,3.49678667,0.145699445,0,0,ncas,x
2208,2022-07-25,2022,1.24201375,0.051750573,0,4.31e-5,ncas,x
2208,2022-08-09,2022,2.159187721,0.089966155,0,0,ncas,x
2208,2022-08-24,2022,2.270091595,0.09458715,-6.6e-5,0,ncas,x
2208,2022-09-07,2022,1.506503549,0.062770981,1.57122e-4,-2.66e-5,ncas,x
2208,2022-09-22,2022,0.698981325,0.029124222,0,0,ncas,x
2208,2022-10-06,2022,0.45549626,0.018979011,-1.93181e-4,0,ncas,x
2208,2022-10-19,2022,0.699373739,0.029140572,7.92e-5,0,ncas,x
2208,2023-04-14,2023,1.885706029,0.078571085,-2.28949e-4,0,ncas,x
2208,2023-04-25,2023,0.638461894,0.026602579,-1.55089e-4,0,ncas,x
2208,2023-05-09,2023,1.673411045,0.06972546,1.58194e-4,0,ncas,x
2208,2023-05-22,2023,1.875919795,0.078163325,-1.35024e-4,0,ncas,x
2208,2023-06-05,2023,0.788565721,0.032856905,-1.70537e-4,0,ncas,x
2208,2023-06-21,2023,0.643372684,0.026807195,-4.01083e-4,0,ncas,x
2208,2023-07-03,2023,1.761398794,0.073391616,2.52223e-4,0,ncas,x
2208,2023-07-19,2023,3.848409956,0.160350415,-1.27839e-4,0,ncas,x
2208,2023-08-01,2023,2.488777233,0.103699051,0,0,ncas,x
2208,2023-08-16,2023,2.87937835,0.119974098,1.18984e-4,0,ncas,x
2208,2023-09-13,2023,0,0,0,0,ncas,x
2208,2023-09-27,2023,1.815891961,0.075662165,2.14365e-4,0,ncas,x
2210,2022-05-18,2022,0.82163289,0.034234704,1.291e-4,-6.47e-5,ncas,x
2210,2022-06-07,2022,0,0,-3.57288e-4,0,ncas,x
2210,2022-07-01,2022,1.12093237,0.046705515,0,0,ncas,x
2210,2022-07-25,2022,1.042975462,0.043457311,0,0,ncas,x
2210,2022-08-09,2022,1.97969473,0.08248728,0,-1.30521e-4,ncas,x
2210,2022-08-24,2022,1.194083162,0.049753465,0,0,ncas,x
2210,2022-09-07,2022,2.075472462,0.086478019,1.05079e-4,-7.18e-5,ncas,x
2210,2022-09-22,2022,0.454045878,0.018918578,0,0,ncas,x
2210,2022-10-06,2022,0.103162886,0.004298454,-6.41e-5,0,ncas,x
2210,2022-10-19,2022,0.671171376,0.027965474,0,0,ncas,x
2210,2023-04-14,2023,2.176101455,0.090670894,0,6.96e-5,ncas,x
2210,2023-04-25,2023,1.730654128,0.072110589,-3.25937e-4,0,ncas,x
2210,2023-05-09,2023,1.333457348,0.055560723,1.8808e-4,0,ncas,x
2210,2023-05-22,2023,2.81664568,0.117360237,1.65375e-4,0,ncas,x
