experiment,site,plot,date,slope_CO2_ugcm3,slope_N2O_ugcm3,slope_CH4_ugcm3,co2.e,co2.e.area,co2.e.gmd,co2.e.gmhr,n2o.e,n2o.e.area,n2o.e.gmhr,ch4.e,ch4.e.area,ch4.e.gmhr
eddyflux,i10,45,2024-05-29,1.684434055301983e-4,0,3.0950842629820476e-7,6.176258202773937e-4,0.005508181450367275,4.759068773117325,0.19829453221322188,0,0,0,4.1267790173093964e-7,3.6803914095915445e-6,1.324940907452956e-4
eddyflux,i10,45,2024-06-10,3.503054722719464e-4,0,0,0.00128445339833047,0.011455159661828118,9.897257947819494,0.4123857478258123,0,0,0,0,0,0
eddyflux,i10,45,2024-06-27,5.262368423530127e-4,6.775426663043263e-7,0,0.001929535088627713,0.01720820120220767,14.867885838707426,0.6194952432794761,2.1294198083850253e-6,1.8990836042643257e-5,6.836700975351572e-4,0,0,0
eddyflux,i10,45,2024-07-16,4.0482023840666574e-4,0,0,0.0014843408741577744,0.01323781908176331,11.4374756866435,0.47656148694347916,0,0,0,0,0,0
eddyflux,i10,45,2024-07-29,4.691833285224026e-4,0,0,0.0017203388712488095,0.015342523495378721,13.255940300007214,0.5523308458336339,0,0,0,0,0,0
eddyflux,i10,45,2024-09-20,9.455331219538374e-5,0,0,3.4669547804974036e-4,0.003091939388580144,2.671435631733244,0.11130981798888517,0,0,0,0,0,0
eddyflux,i10,45,2024-10-07,0,3.437836675770281e-7,0,0,0,0,0,1.0804629552420882e-6,9.635908688533354e-6,3.4689271278720075e-4,0,0,0
eddyflux,i10,45,2024-10-28,1.2186604829422782e-4,0,0,4.468421770788353e-4,0.003985079169653131,3.443108402580305,0.14346285010751272,0,0,0,0,0,0
eddyflux,i10,46,2024-05-29,1.2096233853307095e-4,-2.9430890930891594e-7,0,4.4352857462126013e-4,0.003955527420047666,3.417575690921183,0.14239898712171598,-9.249708578280215e-7,-8.249181225827546e-6,-2.969705241297917e-4,0,0,0
eddyflux,i10,46,2024-06-10,2.980341212698609e-4,0,0,0.0010927917779894897,0.009745861010040255,8.42042391267478,0.3508509963614492,0,0,0,0,0,0
eddyflux,i10,46,2024-06-27,4.062933359685973e-4,2.3327093330496529e-7,0,0.0014897422318848566,0.01328599008994064,11.479095437708711,0.478295643237863,7.331372189584623e-7,6.53834845866249e-6,2.3538054451184966e-4,0,0,0
eddyflux,i10,46,2024-07-16,3.422633489813474e-4,-5.192743454685866e-7,0,0.001254965612931607,0.011192178310961863,9.670042060671049,0.40291841919462706,-1.632005085758415e-6,-1.4554734995117535e-5,-5.239704598242312e-4,0,0,0
eddyflux,i10,46,2024-07-29,4.193790764148792e-4,1.9709931655792233e-7,4.3442298343379375e-7,0.0015377232801878904,0.013713900179763708,11.848809755315843,0.49370040647149344,6.194549948963273e-7,5.524494605314339e-6,1.988818057913162e-4,5.792306445783917e-7,5.165761189384906e-6,1.8596740281785662e-4
eddyflux,i10,46,2024-09-20,1.565097985077803e-4,0,0,5.738692611951945e-4,0.005117946684987452,4.421905935829159,0.18424608065954828,0,0,0,0,0,0
eddyflux,i10,46,2024-10-07,6.307498652120462e-5,-1.632021271788033e-7,0,2.3127495057775028e-4,0.002062582798327351,1.7820715377548315,0.07425298073978465,-5.129209711333818e-7,-4.574390651984651e-6,-1.6467806347144742e-4,0,0,0
eddyflux,i10,46,2024-10-28,1.5569608138983208e-4,2.1604479346048686e-7,0,5.708856317627176e-4,0.005091337738672095,4.39891580621269,0.1832881585921954,6.789979223043873e-7,6.055517171861734e-6,2.1799861818702241e-4,0,0,0
eddyflux,i10,51,2024-05-29,2.07977608342682e-4,3.6143966167264054e-7,0,7.625845639231673e-4,0.006800969149009123,5.876037344743882,0.2448348893643284,1.1359532223997273e-6,1.0130788355475315e-5,3.6470838079711134e-4,0,0,0
eddyflux,i10,51,2024-06-10,1.2509124217873055e-4,0,0,4.5866788798867863e-4,0.004090544581448495,3.5342305183714995,0.14725960493214582,0,0,0,0,0,0
eddyflux,i10,51,2024-06-27,3.735781701605346e-4,3.1699738038197006e-7,0,0.0013697866239219601,0.01221618822454583,10.554786626007598,0.4397827760836499,9.962774812004773e-7,8.885116135368863e-6,3.19864180873279e-4,0,0,0
eddyflux,i10,51,2024-07-16,4.282857375475532e-4,6.766000147147476e-7,0,0.0015703810376743615,0.014005152339391333,12.100451621234113,0.5041854842180881,2.1264571891034925e-6,1.8964414471466534e-5,6.827189209727951e-4,0,0,0
eddyflux,i10,51,2024-07-29,5.297529794395193e-4,0,0,0.0019424275912782371,0.017323180598497374,14.96722803710173,0.6236345015459054,0,0,0,0,0,0
eddyflux,i10,51,2024-09-20,3.9273011279252314e-5,-2.7744146380755707e-7,0,1.4400104135725848e-4,0.0012842466082156022,1.1095890694982802,0.04623287789576167,-8.719588862523222e-7,-7.776403778878325e-6,-2.799505360396197e-4,0,0,0
eddyflux,i10,51,2024-10-07,3.4834265018681736e-5,0,0,1.2772563840183303e-4,0.001139097442307895,0.984180190154021,0.04100750792308421,0,0,0,0,0,0
eddyflux,i10,51,2024-10-28,2.4989802629570057e-5,0,0,9.162927630842354e-5,8.171787245649088e-4,0.7060424180240811,0.02941843408433671,0,0,0,0,0,0
eddyflux,i10,52,2024-05-29,2.556604595751488e-4,0,0,9.374216851088789e-4,0.008360221622162245,7.223231481548178,0.3009679783978408,0,0,0,0,0,0
eddyflux,i10,52,2024-06-10,3.2255045119523504e-4,0,0,0.0011826849877158618,0.01054755694643487,9.113089201719728,0.3797120500716553,0,0,0,0,0,0
eddyflux,i10,52,2024-06-27,4.436090976552083e-4,3.877708835511561e-7,0,0.0016265666914024302,0.014506233682627129,12.533385901789838,0.5222244125745766,1.2187084911607762e-6,1.0868825887819803e-5,3.912777319615129e-4,0,0,0
eddyflux,i10,52,2024-07-16,3.1084444653949305e-4,5.206641875006109e-7,0,0.001139762970644808,0.010164764889365522,8.78235686441181,0.3659315360171588,1.6363731607162057e-6,1.459369086235364e-5,5.25372871044731e-4,0,0,0
eddyflux,i10,52,2024-07-29,4.4129246304962e-4,1.4304443575175763e-7,5.82987704930381e-7,0.0016180723645152733,0.014430478602031276,12.467933512155023,0.519497229673126,4.495682266483811e-7,4.009390937682857e-6,1.4433807375658289e-4,7.773169399071747e-7,6.932357114749447e-6,2.495648561309801e-4
eddyflux,i10,52,2024-09-20,2.3044785014263185e-4,0,0,8.449754505229835e-4,0.007535757006557882,6.510894053666011,0.2712872522360838,0,0,0,0,0,0
eddyflux,i10,52,2024-10-07,4.5552762392780564e-4,0,0,0.001670267954401954,0.014895975300138337,12.870122659319522,0.5362551108049801,0,0,0,0,0,0
eddyflux,i10,52,2024-10-28,9.384816598311124e-4,0,0,0.0034410994193807454,0.030688807637915365,26.51512979915887,1.104797074964953,0,0,0,0,0,0
eddyflux,i10,57,2024-05-29,1.8209405133222048e-4,3.13118556791298e-7,0,6.676781882181417e-4,0.005954564220625102,5.144743486620088,0.2143643119425037,9.840868927726509e-7,8.776396631030368e-6,3.1595027871709325e-4,0,0,0
eddyflux,i10,57,2024-06-10,2.5139414816282326e-4,0,0,9.217785432636853e-4,0.008220711159826878,7.102694442090422,0.2959456017537676,0,0,0,0,0,0
eddyflux,i10,57,2024-06-27,6.152463669762838e-4,3.475074420978929e-7,-4.789545518222587e-7,0.0022559033455797073,0.020118856035459747,17.38269161463722,0.724278817276551,1.0921662465933778e-6,9.740282324176475e-6,3.506501636703531e-4,-6.386060690963449e-7,-5.695289912440208e-6,-2.0503043684784748e-4
eddyflux,i10,57,2024-07-16,4.981245696957038e-4,6.776346068526262e-7,0,0.0018264567555509137,0.016288916186025217,14.073623584725784,0.5864009826969077,2.129708764393968e-6,1.8993413043274018e-5,6.837628695578647e-4,0,0,0
eddyflux,i10,57,2024-07-29,6.29008999705939e-4,3.1661422048544145e-7,0,0.0023063663322551095,0.020568900832827097,17.771530319562608,0.7404804299817753,9.95073264382816e-7,8.87437655078627e-6,3.1947755582830567e-4,0,0,0
eddyflux,i10,57,2024-09-20,1.2877791794726933e-4,0,0,4.721856991399875e-4,0.0042111006757512975,3.638390983849121,0.1515996243270467,0,0,0,0,0,0
eddyflux,i10,57,2024-10-07,0,-1.624755215379618e-7,0,0,0,0,0,-5.106373534050228e-7,-4.554024630361029e-6,-1.6394488669299704e-4,0,0,0
eddyflux,i10,57,2024-10-28,7.960895003868906e-5,0,0,0.00029189948347519323,0.0026032514630423362,2.249209264068578,0.0937170526695241,0,0,0,0,0,0
eddyflux,i10,60,2024-05-29,1.9801369477546164e-4,0,0,7.260502141766927e-4,0.006475144319528418,5.594524692072553,0.23310519550302303,0,0,0,0,0,0
eddyflux,i10,60,2024-06-10,2.923365979552462e-4,3.050339993272528e-7,0,0.0010719008591692362,0.009559549221010502,8.259450526953072,0.344143771956378,9.586782835999373e-7,8.549794657586454e-6,3.077926076731123e-4,0,0,0
eddyflux,i10,60,2024-06-27,4.912994324990314e-4,0,0,0.0018014312524964485,0.01606573087351868,13.88079147472014,0.5783663114466725,0,0,0,0,0,0
eddyflux,i10,60,2024-07-16,8.161003248599873e-4,6.578532743929533e-7,0,0.002992367857819953,0.0266868783428069,23.057462888185164,0.9607276203410485,2.067538862377853e-6,1.8438962290385297e-5,6.638026424538707e-4,0,0,0
eddyflux,i10,60,2024-07-29,7.243135179134568e-4,0,0,0.0026558162323493412,0.02368540502409819,20.464189940820834,0.8526745808675347,0,0,0,0,0,0
eddyflux,i10,60,2024-09-20,3.344914468474076e-4,0,0,0.0012264686384404946,0.010938033323608458,9.450460791597708,0.3937691996499045,0,0,0,0,0,0
eddyflux,i10,60,2024-10-07,2.4750435898531875e-4,0,0,9.075159829461687e-4,0.00809351315806522,6.99279536856835,0.2913664736903479,0,0,0,0,0,0
eddyflux,i10,60,2024-10-28,2.3090241010471037e-4,-5.545331768322325e-7,0,8.46642170383938e-4,0.0075506213388439655,6.523736836761186,0.27182236819838274,-1.742818555758445e-6,-1.5543004396857986e-5,-5.595481582868875e-4,0,0,0
eddyflux,i10,61,2024-05-29,1.6802834673131082e-4,3.545773213425195e-7,0,6.161039380148064e-4,0.0054946088253681104,4.747342025118047,0.19780591771325196,1.1143858670764898e-6,9.938443892817355e-6,3.577839801414248e-4,0,0,0
eddyflux,i10,61,2024-06-10,2.6458919838625504e-4,0,0,9.701603940829351e-4,0.008652195732633983,7.47549711299576,0.3114790463748233,0,0,0,0,0,0
eddyflux,i10,61,2024-06-27,4.933955091845533e-4,0,0,0.0018091168670100288,0.016134273602641247,13.940012392682036,0.5808338496950848,0,0,0,0,0,0
eddyflux,i10,61,2024-07-16,5.952207753939713e-4,0,0,0.0021824761764445613,0.01946400943140822,16.8169041487367,0.7007043395306958,0,0,0,0,0,0
eddyflux,i10,61,2024-07-29,3.8516275468176585e-4,0,-3.46428785621856e-7,0.0014122634338331415,0.012595009784043557,10.882088453413633,0.45342035222556804,0,0,0,-4.61905047495808e-7,-4.119414588763023e-6,-1.4829892519546882e-4
eddyflux,i10,61,2024-09-20,3.659407319827802e-4,2.3030270582719192e-7,0,0.0013417826839368606,0.011966440274089605,10.339004396813419,0.4307918498672258,7.238085040283175e-7,6.455152042892648e-6,2.323854735441353e-4,0,0,0
eddyflux,i10,61,2024-10-07,2.0495005819862959e-4,0,0,7.514835467283084e-4,0.00670196678384656,5.790499301243427,0.24127080421847613,0,0,0,0,0,0
eddyflux,i10,61,2024-10-28,3.151266633652583e-4,0,0,0.0011554644323392804,0.010304795466471742,8.903343283031584,0.37097263679298265,0,0,0,0,0,0
eddyflux,i10,64,2024-05-29,1.3997937812473563e-4,-2.7616401885431994e-7,0,5.132577197906974e-4,0.004577393882495365,3.9548683144759953,0.16478617976983312,-8.679440592564341e-7,-7.74059828814406e-6,-2.786615383731862e-4,0,0,0
eddyflux,i10,64,2024-06-10,2.4927245290495836e-4,4.301846447159537e-7,-1.3591979257875318e-7,9.139989939848473e-4,0.00815133069090369,7.042749716940788,0.29344790487253286,1.3520088833929973e-6,1.2057640739327196e-5,4.34075066615779e-4,-1.8122639010500424e-7,-1.6162339842674885e-6,-5.818442343362959e-5
eddyflux,i10,64,2024-06-27,3.9837906975766197e-4,3.1631596550046385e-7,0,0.0014607232557780937,0.013027189727889498,11.255491924896527,0.4689788302040219,9.941358915728863e-7,8.866016765048339e-6,3.191766035417402e-4,0,0,0
eddyflux,i10,64,2024-07-16,5.032034312749171e-4,-4.385511074316289e-7,0,0.0018450792480080292,0.016454997434807557,14.217117783673729,0.592379907653072,-1.378303480499405e-6,-1.2292144232010431e-5,-4.4251719235237553e-4,0,0,0
eddyflux,i10,64,2024-07-29,4.4859504086160044e-4,3.962282184078953e-7,0,0.0016448484831592016,0.014669276455335204,12.674254857409615,0.5280939523920672,1.245288686424814e-6,1.1105876434758977e-5,3.998115516513231e-4,0,0,0
eddyflux,i10,64,2024-09-20,1.8234060872471852e-4,0,0,6.685822319906345e-4,0.005962626767517537,5.151709527135152,0.21465456363063132,0,0,0,0,0,0
eddyflux,i10,64,2024-10-07,7.099051175985221e-5,-3.07565567425977e-7,0,2.602985431194581e-4,0.00232142433119826,2.0057106221552967,0.08357127592313736,-9.66634640481642e-7,-8.620751952358596e-6,-3.1034707028490945e-4,0,0,0
eddyflux,i10,64,2024-10-28,1.778370559242049e-4,-3.6291986116612116e-7,0,6.52069205055418e-4,0.00581535839617075,5.0244696542915275,0.209352902262147,-1.1406052779506665e-6,-1.0172276851018219e-5,-3.6620196663665584e-4,0,0,0
eddyflux,v08,01,2024-05-29,2.586279188789418e-4,9.061200919005423e-7,0,9.483023692227865e-4,0.00845725898756354,7.307071765254898,0.30446132355228744,2.84780600311599e-6,2.5397630224660823e-5,9.143146880877896e-4,0,0,0
eddyflux,v08,01,2024-06-10,3.1438764473047063e-4,0,0,0.0011527546973450588,0.010280629196959436,8.882463626172951,0.3701026510905397,0,0,0,0,0,0
eddyflux,v08,01,2024-06-27,2.7263244983536294e-4,0,0,9.996523160629974e-4,0.008915213974833277,7.70274487425595,0.3209477030939979,0,0,0,0,0,0
eddyflux,v08,01,2024-07-16,3.4980761594517924e-4,0,0,0.0012826279251323238,0.011438879517316583,9.883191902961526,0.41179966262339696,0,0,0,0,0,0
eddyflux,v08,01,2024-08-19,9.536086069285632e-4,4.632734300803992e-7,0,0.0034965648920713983,0.03118346617999719,26.942514779517566,1.1226047824798986,1.4560022088241117e-6,1.298508594530062e-5,4.674630940308223e-4,0,0,0
eddyflux,v08,01,2024-09-06,2.91524127837357e-4,0,0,0.001068921802070309,0.009532981052204792,8.23649562910494,0.3431873178793725,0,0,0,0,0,0
eddyflux,v08,01,2024-10-07,7.091354774848028e-5,0,0,2.600163417444277e-4,0.00231890757051861,2.003536140928079,0.08348067253866996,0,0,0,0,0,0
eddyflux,v08,01,2024-10-28,2.3110729815331555e-4,-2.3420805490306268e-7,0,8.47393426562157e-4,0.0075573212778838874,6.529525584091678,0.2720635660038199,-7.360824582667684e-7,-6.564615029767983e-6,-2.3632614107164737e-4,0,0,0
eddyflux,v08,04,2024-05-29,2.8985150356138274e-4,0,0,0.0010627888463917367,0.009478285423240536,8.189238605679822,0.34121827523665926,0,0,0,0,0,0
eddyflux,v08,04,2024-06-10,3.7500675396089127e-4,0,0,0.001375024764523268,0.01226290361102624,10.595148719926671,0.44146452999694463,0,0,0,0,0,0
eddyflux,v08,04,2024-06-27,4.3060698421137027e-4,5.254134592253319e-7,0,0.0015788922754416909,0.014081058236538917,12.166034316369622,0.506918096515401,1.6512994432796146e-6,1.472680814799721e-5,5.301650933278995e-4,0,0,0
eddyflux,v08,04,2024-07-16,6.087195231997317e-4,3.0484053007050505e-7,0,0.0022319715850656827,0.019905425063162025,17.19828725457199,0.7165953022738328,9.580702373644445e-7,8.544371909888175e-6,3.0759738875597435e-4,0,0,0
eddyflux,v08,04,2024-08-19,3.995969896015415e-4,9.849701777944608e-7,0,0.0014651889618723189,0.013067016300327734,11.28990208348316,0.47041258681179837,3.095620558782591e-6,2.7607718426673998e-5,9.93877863360264e-4,0,0,0
eddyflux,v08,04,2024-10-07,3.947497580027493e-5,0,0,1.447415779343414e-4,0.0012908509464788157,1.1152952177576967,0.04647063407323736,0,0,0,0,0,0
eddyflux,v08,04,2024-10-28,3.332892302700367e-4,0,0,0.0012220605109901346,0.010898720255637914,9.416494300871157,0.3923539292029649,0,0,0,0,0,0
eddyflux,v08,05,2024-06-10,3.5801361425452855e-4,0,0,0.001312716585599938,0.011707219661159137,10.115037787241494,0.42145990780172893,0,0,0,0,0,0
eddyflux,v08,05,2024-06-27,4.079488452347489e-4,5.165853999230329e-7,0,0.0014958124325274126,0.013340126049742832,11.525868906977808,0.48024453779074194,1.6235541140438176e-6,1.4479366569595724e-5,5.21257196505446e-4,0,0,0
eddyflux,v08,05,2024-07-16,4.1485697423024705e-4,0,0,0.0015211422388442392,0.013566025234516353,11.721045802622129,0.4883769084425887,0,0,0,0,0,0
eddyflux,v08,05,2024-08-19,5.622414228649911e-4,4.328804173797059e-7,0,0.0020615518838383003,0.018385568531490145,15.885131211207485,0.6618804671336452,1.3604813117647899e-6,1.213320052207092e-5,4.367952187945531e-4,0,0,0
eddyflux,v08,05,2024-09-06,3.5931037848713676e-4,0,0,0.0013174713877861682,0.011749624483532976,10.15167555377249,0.4229864814071871,0,0,0,0,0,0
eddyflux,v08,05,2024-10-07,8.138409330374297e-5,3.94554402258379e-7,0,2.984083421137242e-4,0.0026612995129112957,2.2993627791553597,0.09580678246480664,1.2400281213834768e-6,1.105896106006475e-5,3.9812259816233097e-4,0,0,0
eddyflux,v08,05,2024-10-28,4.936970378791626e-5,0,0,1.810222472223596e-4,0.0016144133737902538,1.3948531549547791,0.05811888145644913,0,0,0,0,0,0
eddyflux,v08,08,2024-05-29,1.8567003526952098e-4,0,0,6.807901293215769e-4,0.006071500638101646,5.245776551319822,0.21857402297165923,0,0,0,0,0,0
eddyflux,v08,08,2024-06-10,3.2149357761732984e-4,0,0,0.001178809784596876,0.01051299666537859,9.083229118887102,0.37846787995362924,0,0,0,0,0,0
eddyflux,v08,08,2024-06-27,3.5086531002330435e-4,3.995834502364667e-7,0,0.001286506136752116,0.01147346662912992,9.91307516756825,0.4130447986486771,1.2558337007431812e-6,1.1199920191278419e-5,4.031971268860231e-4,0,0,0
eddyflux,v08,08,2024-07-16,3.038391882533743e-4,0,0,0.0011140770235957057,0.009935689529453534,8.584435753447853,0.3576848230603272,0,0,0,0,0,0
eddyflux,v08,08,2024-08-19,4.483535322283316e-4,0,0,0.0016439629515038823,0.014661379005330034,12.667431460605147,0.5278096441918811,0,0,0,0,0,0
eddyflux,v08,08,2024-10-07,1.0011946307717839e-4,0,0,3.6710469794965406e-4,0.003273955235033392,2.8286973230688504,0.11786238846120209,0,0,0,0,0,0
eddyflux,v08,08,2024-10-28,8.150922370345422e-5,0,0,2.988671535793321e-4,0.0026653913379631406,2.3028981160001534,0.09595408816667306,0,0,0,0,0,0
eddyflux,v08,13,2024-05-29,2.0839853652148234e-4,0,0,7.641279672454352e-4,0.006814733705591833,5.887929921631343,0.24533041340130599,0,0,0,0,0,0
eddyflux,v08,13,2024-06-10,2.9298901738289407e-4,0,0,0.0010742930637372783,0.009580883654245913,8.27788347726847,0.34491181155285283,0,0,0,0,0,0
eddyflux,v08,13,2024-06-27,3.4500911293306705e-4,2.8865017843220453e-7,0,0.0012650334140879124,0.011281966130308926,9.747618736586912,0.4061507806911213,9.071862750726428e-7,8.090572719480285e-6,2.9126061790129025e-4,0,0,0
eddyflux,v08,13,2024-07-16,1.91942114805182e-4,0,0,7.037877542856673e-4,0.0062766006955649375,5.422983000968106,0.22595762504033773,0,0,0,0,0,0
eddyflux,v08,13,2024-08-19,4.1911897998469887e-4,9.13608283255571e-7,0,0.001536769593277229,0.013705394899740922,11.841461193376157,0.49339421639067316,2.871340318803223e-6,2.560751665890556e-5,9.218705997206e-4,0,0,0
eddyflux,v08,13,2024-09-06,2.3663914485104516e-4,0,0,8.676768644538323e-4,0.0077382153608003415,6.685818071731496,0.2785757529888123,0,0,0,0,0,0
eddyflux,v08,13,2024-10-07,1.458361458261957e-4,0,0,5.347325346960509e-4,0.004768913040581426,4.120340867062351,0.17168086946093133,0,0,0,0,0,0
eddyflux,v08,13,2024-10-28,4.7636398219416375e-5,0,0,1.7466679347119337e-4,0.0015577334369878736,1.3458816895575227,0.05607840373156345,0,0,0,0,0,0
eddyflux,v08,14,2024-05-29,2.6978195122736475e-4,3.948070150397286e-7,0,9.892004878336708e-4,0.008822001281184322,7.622209106943253,0.3175920461226356,1.2408220472677184e-6,1.10660415409724e-5,3.983774954750064e-4,0,0,0
eddyflux,v08,14,2024-06-10,3.1438791148587203e-4,3.178159826236946e-7,-3.8238504625314946e-7,0.0011527556754481975,0.010280637919991065,8.88247116287228,0.37010296511967833,9.988502311030401e-7,8.908060728720492e-6,3.2069018623393766e-4,-5.098467283375325e-7,-4.546973587176032e-6,-1.6369104913833713e-4
eddyflux,v08,14,2024-06-27,2.85233913545743e-4,3.97170057156556e-7,0,0.0010458576830010575,0.00932728797938401,8.058776814187784,0.33578236725782434,1.2482487510634617e-6,1.1132275222826428e-5,4.0076190802175145e-4,0,0,0
eddyflux,v08,14,2024-07-16,2.2056586502009729e-4,0,0,8.0874150507369e-4,0.007212611277145566,6.231696143453769,0.25965400597724037,0,0,0,0,0,0
