"experiment","site","plot","date","slope_CO2_ugcm3","slope_N2O_ugcm3","slope_CH4_ugcm3","co2.e.gmhr","n2o.e.gmhr","ch4.e.gmhr"
"atat","r100",1204,"2023-08-21",6.04e-05,1.17e-07,0,0.07108933443,0.000118,0
"atat","r100",1205,"2022-09-27",0.000127,-2.78e-07,0,0.1489623045,-0.000281,0
"atat","r100",1205,"2022-10-11",8.79e-05,1.45e-07,0,0.1035338777,0.000147,0
"atat","r100",1205,"2022-10-27",4.23e-05,2.35e-07,0,0.04982886644,0.000237,0
"atat","r100",1205,"2023-05-16",3.29e-05,0,-2.02e-07,0.03869796625,0,-8.66e-05
"atat","r100",1205,"2023-05-31",0.000157,-1.71e-07,0,0.1853203367,-0.000173,0
"atat","r100",1205,"2023-06-14",4.15e-05,-3.58e-07,0,0.04881166266,-0.000361,0
"atat","r100",1205,"2023-06-27",0,-5.97e-07,0,0,-0.000603,0
"atat","r100",1205,"2023-07-10",2.74e-05,0,0,0.03222238741,0,0
"atat","r100",1205,"2023-07-24",6.46e-05,0,0,0.07602454718,0,0
"atat","r100",1205,"2023-08-07",4.75e-05,0,0,0.05587985755,0,0
"atat","r100",1205,"2023-08-21",3.52e-05,9e-08,1.66e-07,0.04143659173,9.08e-05,7.12e-05
"atat","r100",1206,"2022-09-27",9.83e-05,-4.55e-07,0,0.1156799903,-0.000459,0
"atat","r100",1206,"2022-10-11",0.000164,1.4e-07,0,0.1936080195,0.000141,0
"atat","r100",1206,"2022-10-27",2.93e-05,0,0,0.03451054682,0,0
"atat","r100",1206,"2023-05-16",1.32e-05,-1.36e-07,0,0.01549556345,-0.000137,0
"atat","r100",1206,"2023-05-31",0.000144,1.81e-07,0,0.1689329527,0.000182,0
"atat","r100",1206,"2023-06-14",4.86e-05,0,0,0.05716509689,0,0
"atat","r100",1206,"2023-06-27",4.73e-05,1.22e-07,0,0.05573816,0.000123,0
"atat","r100",1206,"2023-07-10",2.29e-05,-2.93e-07,0,0.02694592359,-0.000296,0
"atat","r100",1206,"2023-07-24",0,-2.26e-07,1.41e-07,0,-0.000228,6.02e-05
"atat","r100",1206,"2023-08-07",4.89e-05,0,0,0.05758594096,0,0
"atat","r100",1207,"2023-05-16",4.62e-05,2.47e-07,0,0.05435615422,0.00025,0
"atat","r100",1207,"2023-05-31",8.56e-05,-2.5e-07,0,0.100785268,-0.000252,0
"atat","r100",1207,"2023-06-14",3.51e-05,-1.86e-07,0,0.04133878988,-0.000188,0
"atat","r100",1207,"2023-06-27",7.03e-05,0,0,0.08276587988,0,0
"atat","r100",1207,"2023-07-10",5.15e-05,-1.7e-07,0,0.06067010202,-0.000171,0
"atat","r100",1207,"2023-07-25",8.27e-05,2.48e-07,0,0.09731970025,0.00025,0
"atat","r100",1207,"2023-08-07",3.97e-05,-1.52e-07,0,0.04670730146,-0.000153,0
"atat","r100",1207,"2023-08-21",3.71e-05,0,2.16e-07,0.04368832412,0,9.23e-05
"atat","r100",1208,"2022-09-27",4.02e-05,0,0,0.04727104831,0,0
"atat","r100",1208,"2022-10-11",5.98e-05,0,-1.43e-07,0.07037459791,0,-6.13e-05
"atat","r100",1208,"2022-10-27",2.85e-05,0,0,0.03358197052,0,0
"atat","r100",1208,"2023-05-16",2.07e-05,0,1.78e-07,0.02438207825,0,7.6e-05
"atat","r100",1208,"2023-05-31",1.39e-05,-4.73e-07,0,0.01634607729,-0.000478,0
"atat","r100",1208,"2023-06-14",7.07e-05,0,0,0.08323421146,0,0
"atat","r100",1208,"2023-06-27",0.000136,2.26e-07,0,0.1605722584,0.000228,0
"atat","r100",1208,"2023-07-10",8.31e-05,-1.01e-07,0,0.09779659016,-0.000101,0
"atat","r100",1208,"2023-07-24",8.17e-05,-1.28e-07,0,0.0961501346,-0.00013,0
"atat","r100",1208,"2023-08-07",6.56e-05,0,-1.37e-07,0.0772276184,0,-5.88e-05
"atat","r100",1208,"2023-08-21",0,0,2.73e-07,0,0,0.000117
"atat","r100",1209,"2022-09-02",9.75e-05,0,0,0.1148139049,0,0
"atat","r100",1209,"2022-09-08",0.000339,0,0,0.3988278181,0,0
"atat","r100",1209,"2022-09-15",0.000121,0,0,0.142088055,0,0
"atat","r100",1209,"2022-09-27",3.99e-05,-1.16e-07,0,0.04694543594,-0.000117,0
"atat","r100",1209,"2022-10-11",8.55e-05,1.67e-07,0,0.1006101466,0.000169,0
"atat","r100",1209,"2022-10-27",6.19e-05,-2.96e-07,-1.66e-07,0.07282378576,-0.000299,-7.12e-05
"atat","r100",1209,"2023-05-16",0,0,0,0,0,0
"atat","r100",1209,"2023-05-31",0.000101,-1.41e-07,0,0.1190467585,-0.000142,0
"atat","r100",1209,"2023-06-14",6.09e-05,-2.09e-07,0,0.0717326668,-0.00021,0
"atat","r100",1209,"2023-06-28",3.43e-05,0,0,0.0403365362,0,0
"atat","r100",1209,"2023-07-10",5.53e-05,0,2.53e-07,0.06515564813,0,0.000108
"atat","r100",1209,"2023-07-25",7.8e-05,0,0,0.09180934758,0,0
"atat","r100",1209,"2023-08-07",2.48e-05,0,0,0.02920805179,0,0
"atat","r100",1209,"2023-08-21",-6.74e-05,-5.38e-08,0,-0.07940034758,-5.42e-05,0
"atat","r100",1210,"2023-05-16",2.31e-05,0,0,0.02713737791,0,0
"atat","r100",1210,"2023-05-31",9.71e-05,-1.13e-07,0,0.1143443533,-0.000114,0
"atat","r100",1210,"2023-06-14",6.36e-05,1.17e-07,0,0.07483845682,0.000118,0
"atat","r100",1210,"2023-06-27",0.000131,0,0,0.154616131,0,0
"atat","r100",1210,"2023-07-10",0.000101,-6.72e-08,0,0.1183839735,-6.78e-05,0
"atat","r100",1210,"2023-07-24",7.72e-05,0,0,0.0908712221,0,0
"atat","r100",1210,"2023-08-07",4.83e-05,0,0,0.05681798541,0,0
"atat","r100",1210,"2023-08-21",3.15e-05,0,0,0.03707464732,0,0
"atat","r100",1301,"2022-09-02",0.000154,0,0,0.1817540032,0,0
"atat","r100",1301,"2022-09-08",0.000139,2.27e-07,0,0.163974927,0.000229,0
"atat","r100",1301,"2022-09-15",6.88e-05,0,0,0.08094758513,0,0
"atat","r100",1301,"2022-09-27",4.37e-05,0,0,0.05145653975,0,0
"atat","r100",1301,"2022-10-11",6.14e-05,1.47e-07,0,0.07224173593,0.000149,0
"atat","r100",1301,"2022-10-27",0,0,0,0,0,0
"atat","r100",1301,"2023-05-17",2.35e-05,-1.55e-07,0,0.0277169547,-0.000156,0
"atat","r100",1301,"2023-05-31",7.58e-05,0,0,0.08920287893,0,0
"atat","r100",1301,"2023-06-14",0.00016,0,0,0.1880288439,0,0
"atat","r100",1301,"2023-06-28",9.39e-05,0,0,0.1105099759,0,0
"atat","r100",1301,"2023-07-10",8.23e-05,1.24e-07,0,0.09685581278,0.000125,0
"atat","r100",1301,"2023-07-25",0.000137,1.97e-07,0,0.1616978267,0.000199,0
"atat","r100",1301,"2023-08-07",4.7e-05,0,0,0.05532250528,0,0
"atat","r100",1301,"2023-08-21",6.25e-05,0,0,0.0735256513,0,0
"atat","r100",1302,"2023-05-17",4.71e-05,2.34e-07,0,0.0554510085,0.000236,0
"atat","r100",1302,"2023-05-31",1.09e-05,0,0,0.01284334644,0,0
"atat","r100",1302,"2023-06-14",2.33e-05,1.68e-07,0,0.02741285232,0.00017,0
"atat","r100",1302,"2023-06-27",0.000112,0,0,0.1314302249,0,0
"atat","r100",1302,"2023-07-10",2.74e-05,7.65e-08,0,0.03224135092,7.72e-05,0
"atat","r100",1302,"2023-07-25",0,-1.52e-07,0,0,-0.000153,0
"atat","r100",1302,"2023-08-07",2.94e-05,0,-3.1e-07,0.034659597,0,-0.000133
"atat","r100",1302,"2023-08-21",3.86e-05,0,0,0.04545432277,0,0
"atat","r100",1303,"2023-05-17",1.83e-05,1.78e-07,-1.52e-07,0.02152520796,0.00018,-6.53e-05
"atat","r100",1303,"2023-05-31",9.33e-05,-1.25e-07,0,0.109832734,-0.000126,0
"atat","r100",1303,"2023-06-14",6.44e-05,0,0,0.07581433339,0,0
"atat","r100",1303,"2023-06-27",6.56e-05,-2.26e-07,0,0.07723213137,-0.000228,0
"atat","r100",1303,"2023-07-10",4.52e-05,0,2.33e-07,0.05317460671,0,9.97e-05
"atat","r100",1303,"2023-07-25",3.48e-05,0,0,0.04099264857,0,0
"atat","r100",1303,"2023-08-07",4.49e-05,0,0,0.05282665363,0,0
"atat","r100",1303,"2023-08-21",5.9e-05,0,0,0.06949295708,0,0
"atat","r100",1304,"2022-09-27",7.81e-05,0,0,0.09192942804,0,0
"atat","r100",1304,"2022-10-11",9.78e-05,0,0,0.115114743,0,0
"atat","r100",1304,"2022-10-27",1.8e-05,0,1.54e-07,0.02119220225,0,6.58e-05
"atat","r100",1304,"2023-05-17",6.36e-05,0,0,0.07491001953,0,0
"atat","r100",1304,"2023-05-31",0.000116,0,0,0.1365102477,0,0
"atat","r100",1304,"2023-06-14",2.01e-05,0,0,0.02365444412,0,0
"atat","r100",1304,"2023-06-27",5.26e-05,-2.91e-07,1.56e-07,0.06191933175,-0.000293,6.67e-05
"atat","r100",1304,"2023-07-10",3.94e-05,1.75e-07,0,0.04635795008,0.000176,0
"atat","r100",1304,"2023-07-24",3.3e-05,0,0,0.03885696088,0,0
"atat","r100",1304,"2023-08-08",4.78e-05,-1.1e-07,1.47e-07,0.05629647437,-0.000111,6.28e-05
"atat","r100",1304,"2023-08-21",5.58e-05,1.83e-07,0,0.06573272173,0.000185,0
"atat","r100",1305,"2022-09-27",0,0,0,0,0,0
"atat","r100",1305,"2022-10-11",7.78e-05,-2.19e-07,0,0.09158511388,-0.000221,0
"atat","r100",1305,"2022-10-27",1.66e-05,-1.05e-07,0,0.01956519711,-0.000105,0
"atat","r100",1305,"2023-05-17",2.19e-05,0,0,0.02576789242,0,0
"atat","r100",1305,"2023-05-31",3.4e-05,0,0,0.03997071916,0,0
"atat","r100",1305,"2023-06-14",4.23e-05,0,0,0.04983421964,0,0
"atat","r100",1305,"2023-06-27",7.88e-05,0,0,0.09273538534,0,0
"atat","r100",1305,"2023-07-10",3.52e-05,0,0,0.04140680549,0,0
"atat","r100",1305,"2023-07-24",5.77e-05,0,0,0.06796195982,0,0
"atat","r100",1305,"2023-08-07",6.22e-05,0,0,0.07316668097,0,0
"atat","r100",1305,"2023-08-21",5.59e-05,-3.98e-08,0,0.06583921679,-4.02e-05,0
"atat","r100",1306,"2023-05-17",4.59e-06,1.5e-07,0,0.00540767047,0.000151,0
"atat","r100",1306,"2023-05-31",4.68e-05,1.59e-07,2.28e-07,0.05510477834,0.00016,9.76e-05
"atat","r100",1306,"2023-06-14",4.41e-05,1.28e-07,0,0.05185969732,0.000129,0
"atat","r100",1306,"2023-06-27",9.16e-05,-2.11e-07,0,0.1078594811,-0.000213,0
"atat","r100",1306,"2023-07-10",0.000103,0,0,0.1210849149,0,0
"atat","r100",1306,"2023-07-24",7.7e-05,0,0,0.09067495897,0,0
"atat","r100",1306,"2023-08-07",4.24e-05,1.21e-07,0,0.04992077037,0.000122,0
"atat","r100",1306,"2023-08-21",3.36e-05,0,0,0.0395598416,0,0
"atat","r100",1307,"2022-09-02",0.000238,4.03e-07,0,0.279821853,0.000406,0
"atat","r100",1307,"2022-09-08",0.000112,2.26e-07,0,0.1319511939,0.000228,0
"atat","r100",1307,"2022-09-15",0.000134,-1.7e-07,0,0.158171895,-0.000171,0
"atat","r100",1307,"2022-09-27",5.13e-05,0,0,0.06043310056,0,0
"atat","r100",1307,"2022-10-11",4.98e-05,-1.82e-07,0,0.05860383877,-0.000184,0
"atat","r100",1307,"2022-10-27",0,-4.66e-07,0,0,-0.000471,0
"atat","r100",1307,"2023-05-17",4.89e-05,0,0,0.05753048602,0,0
"atat","r100",1307,"2023-05-31",8.56e-05,-2e-07,0,0.1007385392,-0.000202,0
"atat","r100",1307,"2023-06-14",1e-04,0,0,0.1180031474,0,0
"atat","r100",1307,"2023-06-28",6.96e-05,4.03e-07,0,0.08198023409,0.000407,0
"atat","r100",1307,"2023-07-10",7.01e-05,0,0,0.08252016021,0,0
"atat","r100",1307,"2023-07-24",5.45e-05,-1.68e-07,0,0.06420744899,-0.000169,0
"atat","r100",1307,"2023-08-07",2.9e-05,0,0,0.03419385426,0,0
"atat","r100",1307,"2023-08-21",4.69e-05,0,0,0.05525416263,0,0
"atat","r100",1308,"2023-05-16",3.62e-05,-5.2e-07,0,0.04255754584,-0.000525,0
"atat","r100",1308,"2023-05-31",2.83e-05,0,0,0.03335256485,0,0
"atat","r100",1308,"2023-06-14",5.3e-05,1.11e-07,0,0.06243052287,0.000112,0
"atat","r100",1308,"2023-06-27",8.4e-05,0,0,0.09894165583,0,0
"atat","r100",1308,"2023-07-10",6.71e-05,2.72e-07,0,0.07895963924,0.000274,0
"atat","r100",1308,"2023-07-24",5.59e-05,0,0,0.06584961572,0,0
"atat","r100",1308,"2023-08-07",6.64e-05,-9.14e-08,0,0.07811986988,-9.22e-05,0
"atat","r100",1308,"2023-08-21",2.13e-05,0,0,0.02505755118,0,0
"atat","r100",1309,"2022-09-27",0,-4.3e-07,0,0,-0.000434,0
"atat","r100",1309,"2022-10-11",9.89e-05,5.02e-07,0,0.1164485551,0.000507,0
"atat","r100",1309,"2022-10-27",1.7e-05,0,0,0.01997083635,0,0
"atat","r100",1309,"2023-05-16",1.78e-05,0,0,0.02091467517,0,0
"atat","r100",1309,"2023-05-31",4.08e-05,-1.48e-07,0,0.04801303743,-0.00015,0
"atat","r100",1309,"2023-06-14",3.7e-05,0,0,0.04351218261,0,0
"atat","r100",1309,"2023-06-27",9.42e-05,0,0,0.1109341906,0,0
"atat","r100",1309,"2023-07-10",0,0,0,0,0,0
"atat","r100",1309,"2023-07-24",0.000107,0,0,0.1261502102,0,0
"atat","r100",1309,"2023-08-07",3.72e-05,0,0,0.04381950547,0,0
"atat","r100",1309,"2023-08-21",2.83e-05,0,0,0.03325732716,0,0
"atat","r100",1310,"2023-05-16",6.69e-06,0,1.81e-07,0.007878815987,0,7.73e-05
"atat","r100",1310,"2023-05-31",2.51e-05,-1.59e-07,0,0.02958219839,-0.00016,0
"atat","r100",1310,"2023-06-14",4.55e-05,-1.34e-07,0,0.05359438301,-0.000135,0
"atat","r100",1310,"2023-06-28",4.41e-05,0,0,0.05197022198,0,0
"atat","r100",1310,"2023-07-10",9.95e-05,0,0,0.1171518221,0,0
"atat","r100",1310,"2023-07-24",9.18e-05,1.39e-07,0,0.1080356348,0.00014,0
"atat","r100",1310,"2023-08-07",3.5e-05,0,0,0.04123293036,0,0
"atat","r100",1310,"2023-08-21",6e-05,0,3.91e-07,0.07061698365,0,0.000167
"atat","r100",1401,"2023-05-17",1.59e-05,0,0,0.01875843898,0,0
"atat","r100",1401,"2023-06-01",6.15e-05,0,0,0.07238710852,0,0
"atat","r100",1401,"2023-06-15",6.25e-05,0,0,0.07361794228,0,0
"atat","r100",1401,"2023-06-28",3.97e-05,0,0,0.04674041521,0,0
"atat","r100",1401,"2023-07-11",2.46e-05,-2.13e-07,0,0.02895941923,-0.000215,0
"atat","r100",1401,"2023-07-25",9.59e-05,1.15e-07,0,0.1128926864,0.000116,0
"atat","r100",1401,"2023-08-08",3.22e-05,0,1.66e-07,0.03793769274,0,7.12e-05
"atat","r100",1401,"2023-08-21",6.25e-05,2.01e-07,0,0.0736146275,0.000203,0
"atat","r100",1402,"2023-05-17",0.000131,2.26e-07,0,0.1537795572,0.000228,0
"atat","r100",1402,"2023-06-01",9.31e-05,0,0,0.1095472227,0,0
"atat","r100",1402,"2023-06-15",4.02e-05,2.84e-07,0,0.04729939934,0.000287,0
"atat","r100",1402,"2023-06-28",2.59e-05,0,0,0.03054342399,0,0
"atat","r100",1402,"2023-07-11",5.64e-05,0,0,0.06643480692,0,0
"atat","r100",1402,"2023-07-25",0.000133,0,0,0.1568100037,0,0
"atat","r100",1402,"2023-08-08",3.32e-05,0,0,0.0390468779,0,0
"atat","r100",1402,"2023-08-21",5.74e-05,0,-1.7e-07,0.06753619638,0,-7.28e-05
"atat","r100",1403,"2023-05-17",2.44e-05,1.47e-07,0,0.02874164554,0.000148,0
"atat","r100",1403,"2023-06-01",2.98e-05,-1.68e-07,1.72e-07,0.0350613509,-0.00017,7.37e-05
"atat","r100",1403,"2023-06-15",2.44e-05,0,0,0.02874435169,0,0
"atat","r100",1403,"2023-06-28",4.51e-05,0,0,0.05304645314,0,0
"atat","r100",1403,"2023-07-11",4.01e-05,0,0,0.04716399926,0,0
"atat","r100",1403,"2023-07-25",0.00017,0,0,0.2007129566,0,0
