"experiment","site","plot","date","n2o.e.kghyr","co2.e.kghyr"
"atat","r100","1107","2023-07-24",0.914527520356905,5907.63993434206
"atat","r100","1107","2023-08-07",-4.51987147670261,6132.18383928737
"atat","r100","1107","2023-08-21",-1.5567159217125,6511.13355081477
"atat","r100","1108","2023-05-16",13.445646701551,2030.42846654725
"atat","r100","1108","2023-05-31",1.40283915450035,4990.0992781512
"atat","v08","1108","2023-06-14",-29.4888282858706,-388.716372859347
"atat","r100","1108","2023-06-27",25.8374742623441,7015.91990413523
"atat","r100","1108","2023-07-10",-4.69140450002489,6212.75995931844
"atat","r100","1108","2023-07-24",-1.60324474800054,2050.81724015051
"atat","r100","1108","2023-08-07",8.5280959189467,3695.50823154366
"atat","r100","1109","2023-05-16",0.842225828451962,-383.751016572899
"atat","r100","1109","2023-05-31",8.53337843454156,8003.46008169916
"atat","v08","1109","2023-06-14",18.1829928107006,6260.20012570664
"atat","r100","1109","2023-06-27",22.2001227096389,8880.04908385553
"atat","r100","1109","2023-07-10",5.41765348588747,11028.7578821757
"atat","r100","1109","2023-07-24",-2.29943615708834,9162.58942148276
"atat","r100","1109","2023-08-07",-3.4743496729151,2607.23890603471
"atat","r100","1109","2023-08-21",-4.2403676374515,6790.92796398439
"atat","r100","1110","2022-09-27",16.8604970883417,2284.76940135893
"atat","r100","1110","2022-10-11",-7.073526564272,6424.48145316735
"atat","r100","1110","2022-10-27",-3.31439760624821,593.829571119378
"atat","r100","1110","2023-05-16",-5.37230528193486,-5931.45367676772
"atat","r100","1110","2023-05-31",11.4683306125287,2927.79734461011
"atat","v08","1110","2023-06-14",-0.758820067209229,5421.11230138068
"atat","r100","1110","2023-06-27",15.7544951250497,16338.4979615817
"atat","r100","1110","2023-07-10",-3.92563145475334,7458.6997640311
"atat","r100","1110","2023-07-25",-7.97069722682342,26818.6673302359
"atat","r100","1110","2023-08-07",10.2557245418081,14393.5839591266
"atat","r100","1110","2023-08-21",10.5495746820228,17911.1789982497
"atat","r100","1201","2022-09-02",-12.1481209354229,3341.55098212923
"atat","r100","1201","2022-09-08",1.14828951853549,9256.74745271367
"atat","r100","1201","2022-09-15",-1.55159767110684,15967.9638587385
"atat","r100","1201","2022-09-27",-20.8400519620699,590.205788366793
"atat","r100","1201","2022-10-11",0.999426500835585,6619.12188764596
"atat","r100","1201","2022-10-27",-5.61007792594949,3453.64821200121
"atat","r100","1201","2023-05-16",-11.7629624041747,6810.1306499425
"atat","r100","1201","2023-05-31",7.55230953836862,19649.0260231006
"atat","r100","1201","2023-06-14",19.9329514148763,22211.5464334851
"atat","r100","1201","2023-06-28",-12.3721037304183,6414.66682544505
"atat","r100","1201","2023-07-10",-1.96565792890119,3662.67594085238
"atat","r100","1201","2023-07-24",3.46613092583032,8211.87583345546
"atat","r100","1201","2023-08-07",-5.61810883528382,1545.96720373073
"atat","r100","1201","2023-08-21",-1.12828489594079,2707.88375025748
"atat","r100","1202","2023-05-16",-5.41817343741974,10297.0650126113
"atat","r100","1202","2023-05-31",4.54301277141422,18931.3832203075
"atat","r100","1202","2023-06-14",-1.55154961758154,7497.58586352765
"atat","r100","1202","2023-06-27",4.55007326048986,9489.21075629689
"atat","r100","1202","2023-07-10",6.6523324940218,9389.18662126604
"atat","r100","1202","2023-07-24",3.90989877518573,10344.1047165657
"atat","r100","1202","2023-08-07",2.73858290359882,3933.37575475882
"atat","r100","1202","2023-08-21",-10.7518913613171,-12231.9356659922
"atat","r100","1203","2023-05-16",-1.46964101900041,4515.80604020102
"atat","r100","1203","2023-05-31",14.0543734213522,14721.1897985218
"atat","r100","1203","2023-06-14",-0.112856650785646,2914.08344750611
"atat","r100","1203","2023-06-27",-10.0892928819559,7253.73998049102
"atat","r100","1203","2023-07-10",-5.39048609552077,6516.761754219
"atat","r100","1203","2023-07-24",2.59600729795097,7989.21245944408
"atat","r100","1203","2023-08-07",-1.47302856429401,3228.64657467753
"atat","r100","1203","2023-08-21",2.18313834750582,8983.94507852408
"atat","r100","1204","2023-05-16",-4.13468097137481,5449.87777056311
"atat","r100","1204","2023-05-31",-13.0269018317786,9978.00090073141
"atat","r100","1204","2023-06-14",6.79258965093977,4976.87818655397
"atat","r100","1204","2023-06-27",-0.42154654460391,8476.14023164257
"atat","r100","1204","2023-07-10",-10.515451286551,777.229008136302
"atat","r100","1204","2023-07-24",-10.8042119625998,4053.04114928386
"atat","r100","1204","2023-08-07",2.90756426374634,4026.62642675398
"atat","r100","1204","2023-08-21",-0.593487816585677,5605.16271219765
"atat","r100","1205","2022-09-27",-9.94164768555626,10796.0920001525
"atat","r100","1205","2022-10-11",3.2064894960008,10461.1719807026
"atat","r100","1205","2022-10-27",10.8408421704367,4619.44166370832
"atat","r100","1205","2023-05-16",-1.25011216010529,3034.30689158199
"atat","r100","1205","2023-05-31",-14.5298278976491,18472.1826040366
"atat","r100","1205","2023-06-14",-9.10754840390887,5267.96324945509
"atat","r100","1205","2023-06-27",-44.8116586897493,-4164.81763205396
"atat","r100","1205","2023-07-10",-7.42984827984896,659.270154154307
"atat","r100","1205","2023-07-24",0.154688535114939,6547.50578639596
"atat","r100","1205","2023-08-07",-5.53921962146594,6422.85703727115
"atat","r100","1205","2023-08-21",9.41394760952062,4202.8339327763
"atat","r100","1206","2022-09-27",-34.0078881770859,7126.60103594857
"atat","r100","1206","2022-10-11",2.086379504833,15571.5590555906
"atat","r100","1206","2022-10-27",12.7079268224131,4279.00938659209
"atat","r100","1206","2023-05-16",-7.3839365579925,684.653065486974
"atat","r100","1206","2023-05-31",1.2858024553457,16258.9720478472
"atat","r100","1206","2023-06-14",4.1934035816558,6008.36106934119
"atat","r100","1206","2023-06-27",-3.41288437291286,5600.39802682755
"atat","r100","1206","2023-07-10",4.57763902451806,8152.15107245148
"atat","r100","1206","2023-08-07",-10.6145528160664,9120.65279010139
"atat","r100","1207","2023-05-16",6.21863650501662,5007.9870577634
"atat","r100","1207","2023-05-31",0.918975927420331,9170.99662168478
"atat","r100","1207","2023-06-14",-17.8874871530007,2974.69566573693
"atat","r100","1207","2023-06-27",0.260424466840251,7239.80017816026
"atat","r100","1207","2023-07-10",-12.0509493123972,5790.278688861
"atat","r100","1207","2023-07-25",2.95699856110081,7303.99027354772
"atat","r100","1207","2023-08-07",-4.97966675321636,5831.4518557402
"atat","r100","1207","2023-08-21",-4.94573180488036,4510.50740605082
"atat","r100","1208","2022-09-27",-3.12318547373496,4720.9762613226
"atat","r100","1208","2022-10-11",-8.12708686998844,6713.66108867356
"atat","r100","1208","2022-10-27",-5.66209591067404,2886.28791544101
"atat","r100","1208","2023-05-16",1.08877135163285,3813.46840473761
"atat","r100","1208","2023-05-31",-19.0298763391174,1420.81171315693
"atat","r100","1208","2023-06-14",-0.922938394735127,7043.1518554393
"atat","r100","1208","2023-06-27",8.63172426568697,13771.8187156298
"atat","r100","1208","2023-07-10",-6.64107830922735,6933.54361407043
"atat","r100","1208","2023-07-24",-3.46160818749823,10633.0153382018
"atat","r100","1208","2023-08-07",-2.16222372179135,5569.36413188654
"atat","r100","1208","2023-08-21",10.6827806985414,2110.17890341557
"atat","r100","1209","2022-09-02",-12.8146743979341,9331.976589109
"atat","r100","1209","2022-09-08",7.59632938119824,61113.1853013664
"atat","r100","1209","2022-09-15",5.44641522915155,10684.3874063231
"atat","r100","1209","2022-09-27",-3.83180477458754,4974.03034916805
"atat","r100","1209","2022-10-11",8.45630527506041,19203.1373332867
"atat","r100","1209","2022-10-27",2.30649205134893,13891.8371932787
"atat","r100","1209","2023-05-16",3.62686999024549,-336.309762731906
"atat","r100","1209","2023-05-31",-4.74260895957318,10074.8395735796
"atat","r100","1209","2023-06-14",-12.6054788714556,6694.6196078974
"atat","r100","1209","2023-06-28",-2.14464205715422,1353.80529857856
"atat","r100","1209","2023-07-10",-3.49169425638709,4849.17664181222
"atat","r100","1209","2023-07-25",-1.61970669761334,7594.75549341244
"atat","r100","1209","2023-08-07",-5.70040799381337,2660.19039711281
"atat","r100","1209","2023-08-21",26.3112932019632,41392.4780523116
"atat","r100","1210","2023-05-16",1.29399716052893,4197.73033783133
"atat","r100","1210","2023-05-31",-7.38746846102359,10935.3667932989
"atat","r100","1210","2023-06-14",2.58484728005107,7587.35862517977
"atat","r100","1210","2023-06-27",9.02112536037961,13603.0782412631
"atat","r100","1210","2023-07-10",-0.959135145718667,12976.2486549877
"atat","r100","1210","2023-07-24",-14.2582395595064,4212.36575114173
"atat","r100","1210","2023-08-07",-0.195026750374808,2425.23002524932
"atat","r100","1210","2023-08-21",-3.61525099299991,3819.0196853326
"atat","r100","1301","2022-09-02",-6.9644722580978,14533.6582404911
"atat","r100","1301","2022-09-08",12.4632441482983,15081.1848503484
"atat","r100","1301","2022-09-15",-8.85581576049637,6991.43349512867
"atat","r100","1301","2022-09-27",-3.13410879407037,2991.02991434095
"atat","r100","1301","2022-10-11",2.05746069259767,5508.68508018077
"atat","r100","1301","2022-10-27",-1.19324299766325,706.390966400582
"atat","r100","1301","2023-05-17",-3.88356959265239,2609.48623506286
"atat","r100","1301","2023-05-31",-15.3010492186147,9643.51841509331
"atat","r100","1301","2023-06-14",1.64937251342112,20205.2903173261
"atat","r100","1301","2023-06-28",10.3432094088536,10222.8486046375
"atat","r100","1301","2023-07-10",8.03626534591098,8576.30237715624
"atat","r100","1301","2023-07-25",12.3050560582041,15612.446787076
"atat","r100","1301","2023-08-07",4.89850215211995,4140.86715259197
"atat","r100","1301","2023-08-21",3.6450654228168,6469.99086478875
"atat","r100","1302","2023-05-17",16.4881375688048,7501.4212658073
"atat","r100","1302","2023-05-31",0.0642901227672634,1504.38887275452
"atat","r100","1302","2023-06-14",11.1877288333804,2103.69364518742
"atat","r100","1302","2023-06-27",6.25574317169401,13524.0138464354
"atat","r100","1302","2023-07-10",0.96738296469493,3443.88335431403
"atat","r100","1302","2023-07-25",3.28966395739721,2222.47824429854
"atat","r100","1302","2023-08-07",-0.979700430424049,2775.81788620134
"atat","r100","1302","2023-08-21",0.745370345999864,3493.86461017652
"atat","r100","1303","2023-05-17",8.97855023712443,1535.61373708611
"atat","r100","1303","2023-05-31",-6.88960369116754,11214.577803628
"atat","r100","1303","2023-06-14",21.269881185751,9803.74275057391
"atat","r100","1303","2023-06-27",-10.3904728849922,8006.59907109083
"atat","r100","1303","2023-07-10",8.51297008931563,3682.50448560547
"atat","r100","1303","2023-07-25",0.0702213547643499,3565.20942044544
"atat","r100","1303","2023-08-07",5.3968856933086,3989.29103554615
"atat","r100","1303","2023-08-21",1.90013599793776,6676.68476516761
"atat","r100","1304","2022-09-27",1.55742963334082,9969.7603412919
"atat","r100","1304","2022-10-11",-3.77396303486781,10837.0619348723
"atat","r100","1304","2022-10-27",-6.69784516262658,1816.01368842335
"atat","r100","1304","2023-05-17",2.65717919497259,7549.11422571722
"atat","r100","1304","2023-05-31",-3.27879626113172,14889.592432904
"atat","r100","1304","2023-06-14",-1.06810893637294,2908.14391714642
"atat","r100","1304","2023-06-27",-22.0611814733799,4334.60163846454
"atat","r100","1304","2023-07-10",15.026682051595,5675.31339287701
"atat","r100","1304","2023-07-24",-0.192870368301942,4461.73452004981
"atat","r100","1304","2023-08-08",-9.77865214658268,10213.258908653
"atat","r100","1304","2023-08-21",4.06235971972904,7246.72556454896
"atat","r100","1305","2022-09-27",-4.83016507072144,49.3321443899235
"atat","r100","1305","2022-10-11",-5.11381558042565,8930.36286584086
"atat","r100","1305","2022-10-27",-4.80015653208741,1514.42978196698
"atat","r100","1305","2023-05-17",-5.42460679449577,1866.54730084488
"atat","r100","1305","2023-05-31",10.8650307476717,3034.49379461597
"atat","r100","1305","2023-06-14",-3.09999021563111,5242.16164787108
"atat","r100","1305","2023-06-27",-1.22921539001242,11903.9806190671
"atat","r100","1305","2023-07-10",31.0857069686831,8186.36586120678
"atat","r100","1305","2023-07-24",-5.72182092628877,6326.14808030114
"atat","r100","1305","2023-08-07",-6.83614225455787,5534.0199203563
"atat","r100","1305","2023-08-21",-3.75214071677946,5063.00019611902
"atat","r100","1306","2023-05-17",8.98138530581266,943.870246476683
"atat","r100","1306","2023-05-31",12.0865430802502,4751.0400725026
"atat","r100","1306","2023-06-14",1.56828207021898,4625.78907741511
"atat","r100","1306","2023-06-27",-14.6858891333056,8675.67283161352
"atat","r100","1306","2023-07-10",-5.43442593479155,10273.6528386296
"atat","r100","1306","2023-07-24",-9.51493816955877,6692.6017800747
"atat","r100","1306","2023-08-07",9.31017468954067,5820.48683388058
"atat","r100","1306","2023-08-21",-8.14965618588929,2686.58388613841
"atat","r100","1307","2022-09-02",30.2862967417875,34926.5913843943
"atat","r100","1307","2022-09-08",11.803813240981,10946.5530614685
"atat","r100","1307","2022-09-15",-11.2461697130036,13232.6976591904
"atat","r100","1307","2022-09-27",-29.7365111321451,1599.61921952238
"atat","r100","1307","2022-10-11",-8.29621247015209,5117.10385158973
"atat","r100","1307","2023-05-17",2.03062769372714,5556.55594422771
"atat","r100","1307","2023-05-31",20.1870985489285,14175.9720701871
"atat","r100","1307","2023-06-14",-3.64594253576428,13008.2021186728
"atat","r100","1307","2023-06-28",43.1442275269199,9234.12697827218
"atat","r100","1307","2023-07-10",0.905737655798536,8067.53469129166
"atat","r100","1307","2023-07-24",-7.14560909780353,5507.65291399365
"atat","r100","1307","2023-08-07",1.82297126788204,4440.23715962711
"atat","r100","1307","2023-08-21",5.12708322643608,4647.24082191065
"atat","r100","1308","2023-05-16",-13.5778170406365,5625.28604518987
"atat","r100","1308","2023-05-31",19.9019292591675,4816.52861575173
"atat","r100","1308","2023-06-14",-1.95318350130236,4778.78896651945
"atat","r100","1308","2023-06-27",3.02057502153785,9814.37175401567
"atat","r100","1308","2023-07-10",17.3283487138227,4504.07266194488
"atat","r100","1308","2023-07-24",-1.3253690575422,5976.32409112381
"atat","r100","1308","2023-08-07",-6.50644604011192,6847.08687981161
"atat","r100","1308","2023-08-21",-16.1700317141449,-11877.7428079105
"atat","r100","1309","2022-09-27",-15.5086278913601,1743.50070852442
"atat","r100","1309","2022-10-11",34.8452446637632,11689.3894854081
"atat","r100","1309","2022-10-27",5.37292657048344,2661.79848584859
"atat","r100","1309","2023-05-16",-2.56354161321817,1393.5149282108
"atat","r100","1309","2023-05-31",-9.27673813065549,5076.9834729961
"atat","r100","1309","2023-06-14",5.27359545351599,4075.64290605073
"atat","r100","1309","2023-06-27",-1.34751527090755,8501.74416019036
"atat","r100","1309","2023-07-10",1.6225045612193,973.502736731626
"atat","r100","1309","2023-07-24",3.49087192157644,12901.2333923521
"atat","r100","1309","2023-08-07",7.94018209240449,4690.0494530518
"atat","r100","1309","2023-08-21",4.66696037278157,3234.00634282893
"atat","r100","1310","2023-05-16",-4.99561955396348,1071.42893065266
"atat","r100","1310","2023-05-31",-13.5869337760743,1345.87551555452
"atat","r100","1310","2023-06-14",-1.33321727901312,8126.28348206793
"atat","r100","1310","2023-06-28",-12.6572707962883,4462.37745392634
"atat","r100","1310","2023-07-10",5.4038076869361,11582.3781627224
"atat","r100","1310","2023-07-24",2.5311071155022,7768.55183911826
"atat","r100","1310","2023-08-07",-1.37158060259355,4108.21047157799
"atat","r100","1310","2023-08-21",-16.4986908953267,3851.88560345069
"atat","r100","1401","2023-05-17",3.81543679278126,1614.74735694486
"atat","r100","1401","2023-06-01",-0.374992242030897,6628.59270409284
"atat","r100","1401","2023-06-15",5.71537400589965,8317.5501709388
"atat","r100","1401","2023-06-28",19.8567308013978,5584.55524223802
"atat","r100","1401","2023-07-11",-5.81633548174877,4270.17873356827
"atat","r100","1401","2023-07-25",5.04727461249644,8956.56873566849
"atat","r100","1401","2023-08-08",2.36634610450889,1761.61321113446
"atat","r100","1401","2023-08-21",5.86327947523718,5462.98041800207
"atat","r100","1402","2023-05-17",9.54932546291917,12331.6478007296
"atat","r100","1402","2023-06-01",1.29391093685505,12589.7534156003
"atat","r100","1402","2023-06-15",4.95141251777244,5655.74337665995
"atat","r100","1402","2023-06-28",4.97772748209122,3179.10861856224
"atat","r100","1402","2023-07-11",-1.79449180887869,5539.69634953208
"atat","r100","1402","2023-07-25",-2.49879515331196,13091.0932563191
"atat","r100","1402","2023-08-08",-5.43846056015728,820.73571467216
"atat","r100","1402","2023-08-21",1.43948021941718,4626.36766266245
"atat","r100","1403","2023-05-17",10.4804437220993,1644.33310129354
"atat","r100","1403","2023-06-01",-12.5839091596951,3337.17484674373
"atat","r100","1403","2023-06-15",-2.79456481428396,2934.30797750127
"atat","r100","1403","2023-06-28",31.4918929058511,9432.85269392487
"atat","r100","1403","2023-07-11",1.72763076415085,1673.09995418434
"atat","r100","1403","2023-07-25",-2.97599515476681,17894.7882567062
"atat","r100","1403","2023-08-08",3.95658544390421,4807.25131434364
"atat","r100","1403","2023-08-21",1.63804827408426,2876.41276929201
"atat","r100","1404","2022-09-02",-22.3477764514078,11012.9904861867
"atat","r100","1404","2022-09-08",-0.305044399043925,26349.4830136944
"atat","r100","1404","2022-09-15",3.91581228591171,20713.9832954757
"atat","r100","1404","2022-09-27",20.7992572111946,10367.5736308869
"atat","r100","1404","2022-10-11",14.1451559449979,13047.5158107993
"atat","r100","1404","2022-10-27",-9.17238779106923,2860.93810205307
"atat","r100","1404","2023-05-17",12.6154593024267,9698.18035346652
"atat","r100","1404","2023-06-01",-13.0919161222051,28563.5943375598
"atat","r100","1404","2023-06-15",1.82144074434277,39957.0130694162
"atat","r100","1404","2023-06-28",-31.7001547992442,3919.78909092014
"atat","r100","1404","2023-07-11",-0.871260835718938,7472.73716789663
"atat","r100","1404","2023-07-25",3.99851625407245,22127.2730124559
"atat","r100","1404","2023-08-08",2.51816760954345,1467.71773217562
"atat","r100","1404","2023-08-21",2.16222372179127,5353.14175970751
"atat","r100","1405","2022-09-27",-15.269347642824,9887.1686152378
"atat","r100","1405","2022-10-11",-1.48862388770601,10871.569436286
"atat","r100","1405","2022-10-27",1.44172729446817,1551.50917081468
"atat","r100","1405","2023-06-01",-9.70804997908591,6304.43852596408
"atat","r100","1405","2023-06-15",3.21081212451355,7429.41558192446
"atat","r100","1405","2023-06-28",5.41091446776862,3213.9602185257
"atat","r100","1405","2023-07-11",3.0728857670008,3266.61117405084
"atat","r100","1405","2023-07-25",-2.17518965470171,9381.18702611287
"atat","r100","1405","2023-08-08",4.30012098751153,906.333192752374
"atat","r100","1405","2023-08-21",3.86579392683895,4494.80446408729
"atat","r100","1406","2022-09-27",8.58473278375792,2159.80975591367
"atat","r100","1406","2022-10-11",-28.4469542250764,4042.11372826074
"atat","r100","1406","2022-10-27",-11.7948868997253,-82.9012050667737
"atat","r100","1406","2023-05-17",0.33953653286742,7578.45541360135
"atat","r100","1406","2023-06-01",-11.2290412222826,8284.49157177041
"atat","r100","1406","2023-06-15",0.396366906614769,2244.66606473337
"atat","r100","1406","2023-06-28",32.7099310631414,8144.18325905419
"atat","r100","1406","2023-07-11",4.62401573899653,7094.57154174193
"atat","r100","1406","2023-07-25",0.0831416605188594,25536.5102603381
"atat","r100","1406","2023-08-08",-2.85389708973232,5150.28870147039
"atat","r100","1406","2023-08-21",7.73158785367796,6414.59704131406
"atat","r100","1407","2023-05-16",-2.23488243203631,1498.68586618885
"atat","r100","1407","2023-06-01",-4.45549130550935,8629.23830787606
"atat","r100","1407","2023-06-15",0.415443388751298,3987.40868836304
"atat","r100","1407","2023-06-28",31.9823990048926,10537.7058989316
"atat","r100","1407","2023-07-11",-2.33047783170958,7604.01623946367
"atat","r100","1407","2023-07-25",-4.56459871647752,16991.8794473943
"atat","r100","1407","2023-08-08",0.327838234381883,5394.76027910671
"atat","r100","1407","2023-08-21",5.76592992477668,5851.10843502909
"atat","r100","1408","2022-09-02",-15.2987970497631,7741.71885190591
"atat","r100","1408","2022-09-08",4.00964201041801,11411.0467706321
"atat","r100","1408","2022-09-15",-2.31544976250629,8553.93297977293
"atat","r100","1408","2022-09-27",46.7567753217318,12672.6780922665
"atat","r100","1408","2022-10-11",13.609397361929,1949.78825489106
"atat","r100","1408","2022-10-27",-11.687047933785,-808.118251015546
"atat","r100","1408","2023-05-17",-0.543258452587953,2342.80207678534
"atat","r100","1408","2023-06-01",-3.089396303109,3385.18956617252
"atat","r100","1408","2023-06-15",8.73114582177867,4121.91302749081
"atat","r100","1408","2023-06-28",-15.1669108682996,7906.57657873531
"atat","r100","1408","2023-07-11",1.7919818935528,7592.69365268308
"atat","r100","1408","2023-07-25",31.437870033204,21325.0337219095
"atat","r100","1408","2023-08-08",-0.0587686169866386,1785.82325992363
"atat","r100","1408","2023-08-21",7.14189047500759,3996.83778876565
"atat","r100","1409","2023-05-17",5.16095529958517,3816.3906294301
"atat","r100","1409","2023-06-01",-9.89146360976064,2420.11142985465
"atat","r100","1409","2023-06-15",-4.61125291495753,4040.14225336256
"atat","r100","1409","2023-06-28",-15.2328539590313,-1777.16629522033
"atat","r100","1409","2023-07-11",31.1273891880105,11647.8823080934
"atat","r100","1409","2023-07-25",2.50731478792416,10929.3208704389
"atat","r100","1409","2023-08-08",-4.90740947593684,1916.8273718493
"atat","r100","1409","2023-08-21",8.51785102523834,6958.42906831001
"atat","r100","1410","2022-09-27",33.3850719368362,11201.0322988079
"atat","r100","1410","2022-10-11",-2.29476279153276,4596.47940970643
"atat","r100","1410","2022-10-27",1.79319757749379,2003.84829663429
"atat","r100","1410","2023-05-17",-5.63630644559972,2220.56892495301
"atat","r100","1410","2023-06-01",4.72436603129844,6363.65661153816
"atat","r100","1410","2023-06-15",-0.407443839441043,5649.88790691431
"atat","r100","1410","2023-06-28",-5.52210869592033,5223.70005472334
"atat","r100","1410","2023-07-11",4.37734062580683,8484.33422845642
"atat","r100","1410","2023-07-25",-9.64351841509325,17731.215859218
"atat","r100","1410","2023-08-08",6.74607683089924,4020.66179121599
"atat","r100","1410","2023-08-21",17.7564432910739,12357.436179692
"eddyflux","v08","1","2022-05-05",18.6035291173083,7002.30132001034
"eddyflux","v08","13","2022-05-05",18.9409183641642,1880.46527644215
"eddyflux","v08","14","2022-05-05",16.9768266433724,278.419956951346
"eddyflux","v08","19","2022-05-05",22.8847623152661,7028.40623035616
"eddyflux","v08","20","2022-05-05",2.92971039445698,3835.87663274245
"eddyflux","v08","25","2022-05-05",-12.3591297963753,740.189641650947
"eddyflux","v08","28","2022-05-05",4.42863199162106,2193.87615584927
"eddyflux","v08","29","2022-05-05",12.4395294316359,3560.44897185055
"eddyflux","v08","32","2022-05-05",-0.3282871547923,1196.42429746477
"eddyflux","i10","33","2022-05-04",17.5756302520687,24094.100757617
"eddyflux","i10","36","2022-05-04",-10.3906889473242,17848.7426588577
"eddyflux","i10","37","2022-05-04",4.84125798146795,15754.2603480271
"eddyflux","v08","4","2022-05-05",0.611165759161416,4020.11254915061
"eddyflux","i10","40","2022-05-04",-1.63518719690632,19813.0182025142
"eddyflux","i10","45","2022-05-04",-7.97645567495997,15724.7736851728
"eddyflux","i10","46","2022-05-04",-4.28096996407354,15428.3185519934
