"","experiment","site","year","treatment name","managementInformation","value"
"28","orei_manure","rosemount",2020,"fertControl_cutFall","Hay harvesting date","2020-10-19"
"29","orei_manure","rosemount",2020,"fertManure_cutFall","Hay harvesting date","2020-10-19"
"30","orei_manure","rosemount",2020,"fertCommercial_cutFall","Hay harvesting date","2020-10-19"
"31","orei_manure","rosemount",2020,"fertControl_cutNone","Root harvesting date",""
"32","orei_manure","rosemount",2020,"fertManure_cutNone","Root harvesting date",""
"33","orei_manure","rosemount",2020,"fertCommercial_cutNone","Root harvesting date",""
"34","orei_manure","rosemount",2020,"fertControl_cutFall","Root harvesting date",""
"35","orei_manure","rosemount",2020,"fertManure_cutFall","Root harvesting date",""
"36","orei_manure","rosemount",2020,"fertCommercial_cutFall","Root harvesting date",""
"37","orei_manure","rosemount",2020,"fertControl_cutNone","Tillage type",""
"38","orei_manure","rosemount",2020,"fertManure_cutNone","Tillage type",""
"39","orei_manure","rosemount",2020,"fertCommercial_cutNone","Tillage type",""
"40","orei_manure","rosemount",2020,"fertControl_cutFall","Tillage type",""
"41","orei_manure","rosemount",2020,"fertManure_cutFall","Tillage type",""
"42","orei_manure","rosemount",2020,"fertCommercial_cutFall","Tillage type",""
"43","orei_manure","rosemount",2020,"fertControl_cutNone","Tillage date",""
"44","orei_manure","rosemount",2020,"fertManure_cutNone","Tillage date",""
"45","orei_manure","rosemount",2020,"fertCommercial_cutNone","Tillage date",""
"46","orei_manure","rosemount",2020,"fertControl_cutFall","Tillage date",""
"47","orei_manure","rosemount",2020,"fertManure_cutFall","Tillage date",""
"48","orei_manure","rosemount",2020,"fertCommercial_cutFall","Tillage date",""
"49","orei_manure","rosemount",2020,"fertControl_cutNone","N fertilizer type",""
"50","orei_manure","rosemount",2020,"fertManure_cutNone","N fertilizer type","manure"
"51","orei_manure","rosemount",2020,"fertCommercial_cutNone","N fertilizer type","NaNO3"
"52","orei_manure","rosemount",2020,"fertControl_cutFall","N fertilizer type",""
"53","orei_manure","rosemount",2020,"fertManure_cutFall","N fertilizer type","manure"
"54","orei_manure","rosemount",2020,"fertCommercial_cutFall","N fertilizer type","NaNO3"
"55","orei_manure","rosemount",2020,"fertControl_cutNone","N fertilizer application date",""
"56","orei_manure","rosemount",2020,"fertManure_cutNone","N fertilizer application date","2020-05-22"
"57","orei_manure","rosemount",2020,"fertCommercial_cutNone","N fertilizer application date","2020-05-19"
"58","orei_manure","rosemount",2020,"fertControl_cutFall","N fertilizer application date",""
"59","orei_manure","rosemount",2020,"fertManure_cutFall","N fertilizer application date","2020-05-22"
"60","orei_manure","rosemount",2020,"fertCommercial_cutFall","N fertilizer application date","2020-05-19"
"61","orei_manure","rosemount",2020,"fertControl_cutNone","N fertilizer rate",""
"62","orei_manure","rosemount",2020,"fertManure_cutNone","N fertilizer rate","88 kg N ha"
"63","orei_manure","rosemount",2020,"fertCommercial_cutNone","N fertilizer rate","70 kg N ha"
"64","orei_manure","rosemount",2020,"fertControl_cutFall","N fertilizer rate",""
"65","orei_manure","rosemount",2020,"fertManure_cutFall","N fertilizer rate","88 kg N ha"
"66","orei_manure","rosemount",2020,"fertCommercial_cutFall","N fertilizer rate","70 kg N ha"
"67","orei_manure","rosemount",2020,"fertControl_cutNone","Stand age","1"
"68","orei_manure","rosemount",2020,"fertManure_cutNone","Stand age","1"
"69","orei_manure","rosemount",2020,"fertCommercial_cutNone","Stand age","1"
"70","orei_manure","rosemount",2020,"fertControl_cutFall","Stand age","1"
"71","orei_manure","rosemount",2020,"fertManure_cutFall","Stand age","1"
"72","orei_manure","rosemount",2020,"fertCommercial_cutFall","Stand age","1"
"73","orei_manure","rosemount",2021,"fertControl_cutNone","Planting date","2019-fall"
"74","orei_manure","rosemount",2021,"fertManure_cutNone","Planting date","2019-fall"
"75","orei_manure","rosemount",2021,"fertCommercial_cutNone","Planting date","2019-fall"
"76","orei_manure","rosemount",2021,"fertControl_cutFall","Planting date","2019-fall"
"77","orei_manure","rosemount",2021,"fertManure_cutFall","Planting date","2019-fall"
"78","orei_manure","rosemount",2021,"fertCommercial_cutFall","Planting date","2019-fall"
"79","orei_manure","rosemount",2021,"fertControl_cutNone","Crop type","iwg"
"80","orei_manure","rosemount",2021,"fertManure_cutNone","Crop type","iwg"
"81","orei_manure","rosemount",2021,"fertCommercial_cutNone","Crop type","iwg"
"82","orei_manure","rosemount",2021,"fertControl_cutFall","Crop type","iwg"
"83","orei_manure","rosemount",2021,"fertManure_cutFall","Crop type","iwg"
"84","orei_manure","rosemount",2021,"fertCommercial_cutFall","Crop type","iwg"
"85","orei_manure","rosemount",2021,"fertControl_cutNone","Seed harvesting date","2021-07-26"
"86","orei_manure","rosemount",2021,"fertManure_cutNone","Seed harvesting date","2021-07-26"
"87","orei_manure","rosemount",2021,"fertCommercial_cutNone","Seed harvesting date","2021-07-26"
"88","orei_manure","rosemount",2021,"fertControl_cutFall","Seed harvesting date","2021-07-26"
"89","orei_manure","rosemount",2021,"fertManure_cutFall","Seed harvesting date","2021-07-26"
"90","orei_manure","rosemount",2021,"fertCommercial_cutFall","Seed harvesting date","2021-07-26"
"91","orei_manure","rosemount",2021,"fertControl_cutNone","Straw harvesting date","2021-07-26"
"92","orei_manure","rosemount",2021,"fertManure_cutNone","Straw harvesting date","2021-07-26"
"93","orei_manure","rosemount",2021,"fertCommercial_cutNone","Straw harvesting date","2021-07-26"
"94","orei_manure","rosemount",2021,"fertControl_cutFall","Straw harvesting date","2021-07-26"
"95","orei_manure","rosemount",2021,"fertManure_cutFall","Straw harvesting date","2021-07-26"
"96","orei_manure","rosemount",2021,"fertCommercial_cutFall","Straw harvesting date","2021-07-26"
"97","orei_manure","rosemount",2021,"fertControl_cutNone","Hay harvesting date",""
"98","orei_manure","rosemount",2021,"fertManure_cutNone","Hay harvesting date",""
"99","orei_manure","rosemount",2021,"fertCommercial_cutNone","Hay harvesting date",""
"100","orei_manure","rosemount",2021,"fertControl_cutFall","Hay harvesting date","2021-10-22"
"101","orei_manure","rosemount",2021,"fertManure_cutFall","Hay harvesting date","2021-10-22"
"102","orei_manure","rosemount",2021,"fertCommercial_cutFall","Hay harvesting date","2021-10-22"
"103","orei_manure","rosemount",2021,"fertControl_cutNone","Root harvesting date",""
"104","orei_manure","rosemount",2021,"fertManure_cutNone","Root harvesting date",""
"105","orei_manure","rosemount",2021,"fertCommercial_cutNone","Root harvesting date",""
"106","orei_manure","rosemount",2021,"fertControl_cutFall","Root harvesting date",""
"107","orei_manure","rosemount",2021,"fertManure_cutFall","Root harvesting date",""
"108","orei_manure","rosemount",2021,"fertCommercial_cutFall","Root harvesting date",""
"109","orei_manure","rosemount",2021,"fertControl_cutNone","Tillage type",""
"110","orei_manure","rosemount",2021,"fertManure_cutNone","Tillage type",""
"111","orei_manure","rosemount",2021,"fertCommercial_cutNone","Tillage type",""
"112","orei_manure","rosemount",2021,"fertControl_cutFall","Tillage type",""
"113","orei_manure","rosemount",2021,"fertManure_cutFall","Tillage type",""
"114","orei_manure","rosemount",2021,"fertCommercial_cutFall","Tillage type",""
"115","orei_manure","rosemount",2021,"fertControl_cutNone","Tillage date",""
"116","orei_manure","rosemount",2021,"fertManure_cutNone","Tillage date",""
"117","orei_manure","rosemount",2021,"fertCommercial_cutNone","Tillage date",""
"118","orei_manure","rosemount",2021,"fertControl_cutFall","Tillage date",""
"119","orei_manure","rosemount",2021,"fertManure_cutFall","Tillage date",""
"120","orei_manure","rosemount",2021,"fertCommercial_cutFall","Tillage date",""
"121","orei_manure","rosemount",2021,"fertControl_cutNone","N fertilizer type",""
"122","orei_manure","rosemount",2021,"fertManure_cutNone","N fertilizer type","manure"
"123","orei_manure","rosemount",2021,"fertCommercial_cutNone","N fertilizer type","NaNO3"
"124","orei_manure","rosemount",2021,"fertControl_cutFall","N fertilizer type",""
"125","orei_manure","rosemount",2021,"fertManure_cutFall","N fertilizer type","manure"
"126","orei_manure","rosemount",2021,"fertCommercial_cutFall","N fertilizer type","NaNO3"
"127","orei_manure","rosemount",2021,"fertControl_cutNone","N fertilizer application date",""
"128","orei_manure","rosemount",2021,"fertManure_cutNone","N fertilizer application date","2021-04-06"
"129","orei_manure","rosemount",2021,"fertCommercial_cutNone","N fertilizer application date","2021-04-22"
"130","orei_manure","rosemount",2021,"fertControl_cutFall","N fertilizer application date",""
"131","orei_manure","rosemount",2021,"fertManure_cutFall","N fertilizer application date","2021-04-06"
"132","orei_manure","rosemount",2021,"fertCommercial_cutFall","N fertilizer application date","2021-04-22"
"133","orei_manure","rosemount",2021,"fertControl_cutNone","N fertilizer rate",""
"134","orei_manure","rosemount",2021,"fertManure_cutNone","N fertilizer rate","88 kg N ha"
"135","orei_manure","rosemount",2021,"fertCommercial_cutNone","N fertilizer rate","70 kg N ha"
"136","orei_manure","rosemount",2021,"fertControl_cutFall","N fertilizer rate",""
"137","orei_manure","rosemount",2021,"fertManure_cutFall","N fertilizer rate","88 kg N ha"
"138","orei_manure","rosemount",2021,"fertCommercial_cutFall","N fertilizer rate","70 kg N ha"
"139","orei_manure","rosemount",2021,"fertControl_cutNone","Stand age","2"
"140","orei_manure","rosemount",2021,"fertManure_cutNone","Stand age","2"
"141","orei_manure","rosemount",2021,"fertCommercial_cutNone","Stand age","2"
"142","orei_manure","rosemount",2021,"fertControl_cutFall","Stand age","2"
"143","orei_manure","rosemount",2021,"fertManure_cutFall","Stand age","2"
"144","orei_manure","rosemount",2021,"fertCommercial_cutFall","Stand age","2"
"145","orei_manure","rosemount",2022,"fertControl_cutNone","Planting date","2019-fall"
"146","orei_manure","rosemount",2022,"fertManure_cutNone","Planting date","2019-fall"
"147","orei_manure","rosemount",2022,"fertCommercial_cutNone","Planting date","2019-fall"
"148","orei_manure","rosemount",2022,"fertControl_cutFall","Planting date","2019-fall"
"149","orei_manure","rosemount",2022,"fertManure_cutFall","Planting date","2019-fall"
"150","orei_manure","rosemount",2022,"fertCommercial_cutFall","Planting date","2019-fall"
"151","orei_manure","rosemount",2022,"fertControl_cutNone","Crop type","iwg"
"152","orei_manure","rosemount",2022,"fertManure_cutNone","Crop type","iwg"
"153","orei_manure","rosemount",2022,"fertCommercial_cutNone","Crop type","iwg"
"154","orei_manure","rosemount",2022,"fertControl_cutFall","Crop type","iwg"
"155","orei_manure","rosemount",2022,"fertManure_cutFall","Crop type","iwg"
"156","orei_manure","rosemount",2022,"fertCommercial_cutFall","Crop type","iwg"
"157","orei_manure","rosemount",2022,"fertControl_cutNone","Seed harvesting date","2022-07-29"
"158","orei_manure","rosemount",2022,"fertManure_cutNone","Seed harvesting date","2022-07-29"
"159","orei_manure","rosemount",2022,"fertCommercial_cutNone","Seed harvesting date","2022-07-29"
"160","orei_manure","rosemount",2022,"fertControl_cutFall","Seed harvesting date","2022-07-29"
"161","orei_manure","rosemount",2022,"fertManure_cutFall","Seed harvesting date","2022-07-29"
"162","orei_manure","rosemount",2022,"fertCommercial_cutFall","Seed harvesting date","2022-07-29"
"163","orei_manure","rosemount",2022,"fertControl_cutNone","Straw harvesting date","2022-07-29"
"164","orei_manure","rosemount",2022,"fertManure_cutNone","Straw harvesting date","2022-07-29"
"165","orei_manure","rosemount",2022,"fertCommercial_cutNone","Straw harvesting date","2022-07-29"
"166","orei_manure","rosemount",2022,"fertControl_cutFall","Straw harvesting date","2022-07-29"
"167","orei_manure","rosemount",2022,"fertManure_cutFall","Straw harvesting date","2022-07-29"
"168","orei_manure","rosemount",2022,"fertCommercial_cutFall","Straw harvesting date","2022-07-29"
"169","orei_manure","rosemount",2022,"fertControl_cutNone","Hay harvesting date",""
"170","orei_manure","rosemount",2022,"fertManure_cutNone","Hay harvesting date",""
"171","orei_manure","rosemount",2022,"fertCommercial_cutNone","Hay harvesting date",""
"172","orei_manure","rosemount",2022,"fertControl_cutFall","Hay harvesting date","2022-09-01"
"173","orei_manure","rosemount",2022,"fertManure_cutFall","Hay harvesting date","2022-09-01"
"174","orei_manure","rosemount",2022,"fertCommercial_cutFall","Hay harvesting date","2022-09-01"
"175","orei_manure","rosemount",2022,"fertControl_cutNone","Root harvesting date",""
"176","orei_manure","rosemount",2022,"fertManure_cutNone","Root harvesting date",""
"177","orei_manure","rosemount",2022,"fertCommercial_cutNone","Root harvesting date",""
"178","orei_manure","rosemount",2022,"fertControl_cutFall","Root harvesting date",""
"179","orei_manure","rosemount",2022,"fertManure_cutFall","Root harvesting date",""
"180","orei_manure","rosemount",2022,"fertCommercial_cutFall","Root harvesting date",""
"181","orei_manure","rosemount",2022,"fertControl_cutNone","Tillage type",""
"182","orei_manure","rosemount",2022,"fertManure_cutNone","Tillage type",""
"183","orei_manure","rosemount",2022,"fertCommercial_cutNone","Tillage type",""
"184","orei_manure","rosemount",2022,"fertControl_cutFall","Tillage type",""
"185","orei_manure","rosemount",2022,"fertManure_cutFall","Tillage type",""
"186","orei_manure","rosemount",2022,"fertCommercial_cutFall","Tillage type",""
"187","orei_manure","rosemount",2022,"fertControl_cutNone","Tillage date",""
"188","orei_manure","rosemount",2022,"fertManure_cutNone","Tillage date",""
"189","orei_manure","rosemount",2022,"fertCommercial_cutNone","Tillage date",""
"190","orei_manure","rosemount",2022,"fertControl_cutFall","Tillage date",""
"191","orei_manure","rosemount",2022,"fertManure_cutFall","Tillage date",""
"192","orei_manure","rosemount",2022,"fertCommercial_cutFall","Tillage date",""
"193","orei_manure","rosemount",2022,"fertControl_cutNone","N fertilizer type",""
"194","orei_manure","rosemount",2022,"fertManure_cutNone","N fertilizer type","manure"
"195","orei_manure","rosemount",2022,"fertCommercial_cutNone","N fertilizer type","NaNO3"
"196","orei_manure","rosemount",2022,"fertControl_cutFall","N fertilizer type",""
"197","orei_manure","rosemount",2022,"fertManure_cutFall","N fertilizer type","manure"
"198","orei_manure","rosemount",2022,"fertCommercial_cutFall","N fertilizer type","NaNO3"
"199","orei_manure","rosemount",2022,"fertControl_cutNone","N fertilizer application date",""
"200","orei_manure","rosemount",2022,"fertManure_cutNone","N fertilizer application date","2022-04-19"
"201","orei_manure","rosemount",2022,"fertCommercial_cutNone","N fertilizer application date","2022-04-19"
"202","orei_manure","rosemount",2022,"fertControl_cutFall","N fertilizer application date",""
"203","orei_manure","rosemount",2022,"fertManure_cutFall","N fertilizer application date","2022-04-19"
"204","orei_manure","rosemount",2022,"fertCommercial_cutFall","N fertilizer application date","2022-04-19"
"205","orei_manure","rosemount",2022,"fertControl_cutNone","N fertilizer rate",""
"206","orei_manure","rosemount",2022,"fertManure_cutNone","N fertilizer rate","88 kg N ha"
"207","orei_manure","rosemount",2022,"fertCommercial_cutNone","N fertilizer rate","70 kg N ha"
"208","orei_manure","rosemount",2022,"fertControl_cutFall","N fertilizer rate",""
"209","orei_manure","rosemount",2022,"fertManure_cutFall","N fertilizer rate","88 kg N ha"
"210","orei_manure","rosemount",2022,"fertCommercial_cutFall","N fertilizer rate","70 kg N ha"
"211","orei_manure","rosemount",2022,"fertControl_cutNone","Stand age","3"
"212","orei_manure","rosemount",2022,"fertManure_cutNone","Stand age","3"
"213","orei_manure","rosemount",2022,"fertCommercial_cutNone","Stand age","3"
"214","orei_manure","rosemount",2022,"fertControl_cutFall","Stand age","3"
"215","orei_manure","rosemount",2022,"fertManure_cutFall","Stand age","3"
"216","orei_manure","rosemount",2022,"fertCommercial_cutFall","Stand age","3"
